ufn,sample_id,analyzing_lab,quality_level,quality_flag,quality_log
U2783,BRN28M-G8,NA,Technicianm,,
U2784,BRN28M-F8,NA,Technicianm,,
U2785,BRN28M-E8,NA,Technicianm,,
U2786,BRN28M-D8,NA,Technicianm,,
U3025,BRN29M-H1,NA,Technicianm,,
U3027,BRN29M-F1,NA,Technicianm,,
U3028,BRN29M-E1,NA,Technicianm,,
U3086,BRN29M-G2,NA,Technicianm,,
U3087,BRN29M-F2,NA,Technicianm,,
U3090,BRN29M-C2,NA,Technicianm,,
U3092,BRN29M-A2,NA,Technicianm,,
U3095,BRN29M-F3,NA,Technicianm,,
U3097,BRN29M-D3,NA,Technicianm,,
U3099,BRN29M-B3,NA,Technicianm,,
U3115,BRN29M-G4,NA,Technicianm,,
U3119,BRN29M-C4,NA,Technicianm,,
U3108,BRN29M-F5,NA,Technicianm,,
U3110,BRN29M-D5,NA,Technicianm,,
U3111,BRN29M-C5,NA,Technicianm,,
U3112,BRN29M-B5,NA,Technicianm,,
U3122,BRN29M-H6,NA,Technicianm,,
U3125,BRN29M-E6,NA,Technicianm,,
U2667,BRN29M-A7,NA,Technicianm,,
U3130,BRN29M-H8,NA,Technicianm,,
U3131,BRN29M-G8,NA,Technicianm,,
U3132,BRN29M-F8,NA,Technicianm,,
U3134,BRN29M-D8,NA,Technicianm,,
U3136,BRN29M-B8,NA,Technicianm,,
U3137,BRN29M-A8,NA,Technicianm,,
U3138,BRN29M-H9,NA,Technicianm,,
U3142,BRN29M-D9,NA,Technicianm,,
U3149,BRN29M-E10,NA,Technicianm,,
U3151,BRN29M-C10,NA,Technicianm,,
U3158,BRN29M-D11,NA,Technicianm,,
U2544,BRN29M-F12,NA,Technicianm,,
U2546,BRN29M-D12,NA,Technicianm,,
U2547,BRN29M-C12,NA,Technicianm,,
U2548,BRN29M-B12,NA,Technicianm,,
U3204,BRN30M-C1,NA,Technicianm,,
U3205,BRN30M-B1,NA,Technicianm,,
U2537,BRN30M-G2,NA,Technicianm,,
U2540,BRN30M-D2,NA,Technicianm,,
U3207,BRN30M-H3,NA,Technicianm,,
U3208,BRN30M-G3,NA,Technicianm,,
U3213,BRN30M-B3,NA,Technicianm,,
U3220,BRN30M-C4,NA,Technicianm,,
U3222,BRN30M-A4,NA,Technicianm,,
U3223,BRN30M-H5,NA,Technicianm,,
U3228,BRN30M-C5,NA,Technicianm,,
U3229,BRN30M-B5,NA,Technicianm,,
U3231,BRN30M-H6,NA,Technicianm,,
U3233,BRN30M-F6,NA,Technicianm,,
U4920,BRN30M-F7,NA,Technicianm,,
U4921,BRN30M-E7,NA,Technicianm,,
U4922,BRN30M-D7,NA,Technicianm,,
U4924,BRN30M-B7,NA,Technicianm,,
U4928,BRN30M-H8,NA,Technicianm,,
U4929,BRN30M-G8,NA,Technicianm,,
U4937,BRN30M-F8,NA,Technicianm,,
U5045,BRN30M-E8,NA,Technicianm,,
U5046,BRN30M-D8,NA,Technicianm,,
U5048,BRN30M-B8,NA,Technicianm,,
U5051,BRN30M-G10,NA,Technicianm,,
U5052,BRN30M-F10,NA,Technicianm,,
U5053,BRN30M-E10,NA,Technicianm,,
U5055,BRN30M-C10,NA,Technicianm,,
U5056,BRN30M-B10,NA,Technicianm,,
U4936,BRN30M-H11,NA,Technicianm,,
U5066,BRN30M-A11,NA,Technicianm,,
U5068,BRN30M-F12,NA,Technicianm,,
U5069,BRN30M-E12,NA,Technicianm,,
U3972,BRN31M-F2,NA,Technicianm,,
U3974,BRN31M-D2,NA,Technicianm,,
U3998,BRN31M-E3,NA,Technicianm,,
U4000,BRN31M-C3,NA,Technicianm,,
U4002,BRN31M-A3,NA,Technicianm,,
U4008,BRN31M-C4,NA,Technicianm,,
U4009,BRN31M-B4,NA,Technicianm,,
U4010,BRN31M-A4,NA,Technicianm,,
U4012,BRN31M-G6,NA,Technicianm,,
U4014,BRN31M-E6,NA,Technicianm,,
U4015,BRN31M-D6,NA,Technicianm,,
U4016,BRN31M-C6,NA,Technicianm,,
U3985,BRN31M-B6,NA,Technicianm,,
U3987,BRN31M-G7,NA,Technicianm,,
U3968,BRN31M-F9,NA,Technicianm,,
U4942,BRN31M-D9,NA,Technicianm,,
U2947,BRN32M-H1,NA,Technicianm,,
U2948,BRN32M-G1,NA,Technicianm,,
U2950,BRN32M-E1,NA,Technicianm,,
U2954,BRN32M-A1,NA,Technicianm,,
U3196,BRN32M-H2,NA,Technicianm,,
U3197,BRN32M-G2,NA,Technicianm,,
U3199,BRN32M-E2,NA,Technicianm,,
U2981,BRN32M-C2,NA,Technicianm,,
U2982,BRN32M-B2,NA,Technicianm,,
U2983,BRN32M-A2,NA,Technicianm,,
U2955,BRN32M-H3,NA,Technicianm,,
U2956,BRN32M-G3,NA,Technicianm,,
U2960,BRN32M-C3,NA,Technicianm,,
U2962,BRN32M-A3,NA,Technicianm,,
U2986,BRN32M-F4,NA,Technicianm,,
U2988,BRN32M-D4,NA,Technicianm,,
U2964,BRN32M-G5,NA,Technicianm,,
U2968,BRN32M-C5,NA,Technicianm,,
U2969,BRN32M-B5,NA,Technicianm,,
U2970,BRN32M-A5,NA,Technicianm,,
U2992,BRN32M-H6,NA,Technicianm,,
U2994,BRN32M-F6,NA,Technicianm,,
U2998,BRN32M-B6,NA,Technicianm,,
U2999,BRN32M-A6,NA,Technicianm,,
U3303,BRN32M-E7,NA,Technicianm,,
U3305,BRN32M-C7,NA,Technicianm,,
U3312,BRN32M-D8,NA,Technicianm,,
U3314,BRN32M-B8,NA,Technicianm,,
U2974,BRN32M-E9,NA,Technicianm,,
U3316,BRN32M-H10,NA,Technicianm,,
U3317,BRN32M-G10,NA,Technicianm,,
U3318,BRN32M-F10,NA,Technicianm,,
U3320,BRN32M-D10,NA,Technicianm,,
U3322,BRN32M-B10,NA,Technicianm,,
U3325,BRN32M-G11,NA,Technicianm,,
U3326,BRN32M-F11,NA,Technicianm,,
U3329,BRN32M-C11,NA,Technicianm,,
U3330,BRN32M-B11,NA,Technicianm,,
U3501,BRN32M-G12,NA,Technicianm,,
U3502,BRN32M-F12,NA,Technicianm,,
U3503,BRN32M-E12,NA,Technicianm,,
U3505,BRN32M-C12,NA,Technicianm,,
U3506,BRN32M-B12,NA,Technicianm,,
U3507,BRN32M-A12,NA,Technicianm,,
U3916,BRN33M-F1,NA,Technicianm,,
U3917,BRN33M-E1,NA,Technicianm,,
U3924,BRN33M-F2,NA,Technicianm,,
U3926,BRN33M-D2,NA,Technicianm,,
U3927,BRN33M-C2,NA,Technicianm,,
U3935,BRN33M-C3,NA,Technicianm,,
U3936,BRN33M-B3,NA,Technicianm,,
U3942,BRN33M-D4,NA,Technicianm,,
U3947,BRN33M-G5,NA,Technicianm,,
U3950,BRN33M-D5,NA,Technicianm,,
U3951,BRN33M-C5,NA,Technicianm,,
U3952,BRN33M-B5,NA,Technicianm,,
U3953,BRN33M-A5,NA,Technicianm,,
U3956,BRN33M-F6,NA,Technicianm,,
U3960,BRN33M-B6,NA,Technicianm,,
U3962,BRN33M-H7,NA,Technicianm,,
U3412,BRN34M-D1,NA,Technicianm,,
U3415,BRN34M-A1,NA,Technicianm,,
U3286,BRN34M-H2,NA,Technicianm,,
U3287,BRN34M-G2,NA,Technicianm,,
U3289,BRN34M-E2,NA,Technicianm,,
U3290,BRN34M-D2,NA,Technicianm,,
U3292,BRN34M-B2,NA,Technicianm,,
U3295,BRN34M-G3,NA,Technicianm,,
U3296,BRN34M-F3,NA,Technicianm,,
U3297,BRN34M-E3,NA,Technicianm,,
U3299,BRN34M-C3,NA,Technicianm,,
U3402,BRN34M-H4,NA,Technicianm,,
U3403,BRN34M-G4,NA,Technicianm,,
U3405,BRN34M-E4,NA,Technicianm,,
U2554,BRN34M-G5,NA,Technicianm,,
U2555,BRN34M-F5,NA,Technicianm,,
U3751,BRN34M-D5,NA,Technicianm,,
U3753,BRN34M-B5,NA,Technicianm,,
U3416,BRN34M-H6,NA,Technicianm,,
U3417,BRN34M-G6,NA,Technicianm,,
U3420,BRN34M-D6,NA,Technicianm,,
U3421,BRN34M-C6,NA,Technicianm,,
U3422,BRN34M-B6,NA,Technicianm,,
U3423,BRN34M-A6,NA,Technicianm,,
U3424,BRN34M-H7,NA,Technicianm,,
U3432,BRN34M-H8,NA,Technicianm,,
U3434,BRN34M-F8,NA,Technicianm,,
U3435,BRN34M-E8,NA,Technicianm,,
U3438,BRN34M-B8,NA,Technicianm,,
U3439,BRN34M-A8,NA,Technicianm,,
U3442,BRN34M-F9,NA,Technicianm,,
U3443,BRN34M-E9,NA,Technicianm,,
U3447,BRN34M-A9,NA,Technicianm,,
U3763,BRN34M-H11,NA,Technicianm,,
U3767,BRN34M-D11,NA,Technicianm,,
U3770,BRN34M-A11,NA,Technicianm,,
U3774,BRN34M-E12,NA,Technicianm,,
U3784,BRN35M-C1,NA,Technicianm,,
U3789,BRN35M-F2,NA,Technicianm,,
U3791,BRN35M-D2,NA,Technicianm,,
U3795,BRN35M-H3,NA,Technicianm,,
U3799,BRN35M-D3,NA,Technicianm,,
U3802,BRN35M-A3,NA,Technicianm,,
U3853,BRN35M-D4,NA,Technicianm,,
U3855,BRN35M-B4,NA,Technicianm,,
U3856,BRN35M-A4,NA,Technicianm,,
U3803,BRN35M-H5,NA,Technicianm,,
U3804,BRN35M-G5,NA,Technicianm,,
U3807,BRN35M-D5,NA,Technicianm,,
U3810,BRN35M-A5,NA,Technicianm,,
U3814,BRN35M-E6,NA,Technicianm,,
U3818,BRN35M-A6,NA,Technicianm,,
U3857,BRN35M-H7,NA,Technicianm,,
U3859,BRN35M-F7,NA,Technicianm,,
U3871,BRN35M-E8,NA,Technicianm,,
U3873,BRN35M-C8,NA,Technicianm,,
U3865,BRN35M-F9,NA,Technicianm,,
U3867,BRN35M-D9,NA,Technicianm,,
U3879,BRN35M-E10,NA,Technicianm,,
U3885,BRN35M-A10,NA,Technicianm,,
U3827,BRN35M-F11,NA,Technicianm,,
U3828,BRN35M-E11,NA,Technicianm,,
U3831,BRN35M-B11,NA,Technicianm,,
U3832,BRN35M-A11,NA,Technicianm,,
U3834,BRN35M-G12,NA,Technicianm,,
U3837,BRN35M-D12,NA,Technicianm,,
U3687,BRN36M-H1,NA,Technicianm,,
U3689,BRN36M-F1,NA,Technicianm,,
U3690,BRN36M-E1,NA,Technicianm,,
U3693,BRN36M-H2,NA,Technicianm,,
U3694,BRN36M-G2,NA,Technicianm,,
U3696,BRN36M-E2,NA,Technicianm,,
U3700,BRN36M-A2,NA,Technicianm,,
U3704,BRN36M-G3,NA,Technicianm,,
U3705,BRN36M-F3,NA,Technicianm,,
U3707,BRN36M-D3,NA,Technicianm,,
U3708,BRN36M-C3,NA,Technicianm,,
U3710,BRN36M-A3,NA,Technicianm,,
U3712,BRN36M-G4,NA,Technicianm,,
U3715,BRN36M-D4,NA,Technicianm,,
U3716,BRN36M-C4,NA,Technicianm,,
U3719,BRN36M-H5,NA,Technicianm,,
U3720,BRN36M-G5,NA,Technicianm,,
U3722,BRN36M-E5,NA,Technicianm,,
U3725,BRN36M-B5,NA,Technicianm,,
U3728,BRN36M-G6,NA,Technicianm,,
U4027,BRN36M-D6,NA,Technicianm,,
U4028,BRN36M-C6,NA,Technicianm,,
U4029,BRN36M-B6,NA,Technicianm,,
U4030,BRN36M-A6,NA,Technicianm,,
U4039,BRN36M-F7,NA,Technicianm,,
U4040,BRN36M-E7,NA,Technicianm,,
U3732,BRN36M-G8,NA,Technicianm,,
U3733,BRN36M-F8,NA,Technicianm,,
U3735,BRN36M-C8,NA,Technicianm,,
U3743,BRN36M-A8,NA,Technicianm,,
U4033,BRN36M-F9,NA,Technicianm,,
U3738,BRN36M-F10,NA,Technicianm,,
U3889,BRN37M-F1,NA,Technicianm,,
U3844,BRN37M-E2,NA,Technicianm,,
U3892,BRN37M-F3,NA,Technicianm,,
U3895,BRN37M-C3,NA,Technicianm,,
U3909,BRN37M-G4,NA,Technicianm,,
U4902,BRN37M-E4,NA,Technicianm,,
U4904,BRN37M-C4,NA,Technicianm,,
U3899,BRN37M-G5,NA,Technicianm,,
U3901,BRN37M-E5,NA,Technicianm,,
U3907,BRN37M-A5,NA,Technicianm,,
U4908,BRN37M-D6,NA,Technicianm,,
U4910,BRN37M-A6,NA,Technicianm,,
U3849,BRN37M-H7,NA,Technicianm,,
U4911,BRN37M-F7,NA,Technicianm,,
U4912,BRN37M-E7,NA,Technicianm,,
U4913,BRN37M-D7,NA,Technicianm,,
U4914,BRN37M-C7,NA,Technicianm,,
U3332,BRN38M-H1,NA,Technicianm,,
U3333,BRN38M-G1,NA,Technicianm,,
U3334,BRN38M-F1,NA,Technicianm,,
U3335,BRN38M-E1,NA,Technicianm,,
U3339,BRN38M-A1,NA,Technicianm,,
U3340,BRN38M-H2,NA,Technicianm,,
U3341,BRN38M-G2,NA,Technicianm,,
U3605,BRN38M-B2,NA,Technicianm,,
U3609,BRN38M-F3,NA,Technicianm,,
U3610,BRN38M-E3,NA,Technicianm,,
U3614,BRN38M-A3,NA,Technicianm,,
U3615,BRN38M-H4,NA,Technicianm,,
U3622,BRN38M-A4,NA,Technicianm,,
U3624,BRN38M-G5,NA,Technicianm,,
U3628,BRN38M-C5,NA,Technicianm,,
U3630,BRN38M-A5,NA,Technicianm,,
U3632,BRN38M-G6,NA,Technicianm,,
U3637,BRN38M-B6,NA,Technicianm,,
U3640,BRN38M-G7,NA,Technicianm,,
U3641,BRN38M-F7,NA,Technicianm,,
U3642,BRN38M-E7,NA,Technicianm,,
U3644,BRN38M-C7,NA,Technicianm,,
U3646,BRN38M-A7,NA,Technicianm,,
U3647,BRN38M-H8,NA,Technicianm,,
U3649,BRN38M-F8,NA,Technicianm,,
U3653,BRN38M-B8,NA,Technicianm,,
U3656,BRN38M-G9,NA,Technicianm,,
U3657,BRN38M-F9,NA,Technicianm,,
U3660,BRN38M-C9,NA,Technicianm,,
U3662,BRN38M-A9,NA,Technicianm,,
U3663,BRN38M-H10,NA,Technicianm,,
U3664,BRN38M-G10,NA,Technicianm,,
U3668,BRN38M-C10,NA,Technicianm,,
U3669,BRN38M-B10,NA,Technicianm,,
U3670,BRN38M-A10,NA,Technicianm,,
U3677,BRN38M-B11,NA,Technicianm,,
U3678,BRN38M-A11,NA,Technicianm,,
U3680,BRN38M-G12,NA,Technicianm,,
U3685,BRN38M-B12,NA,Technicianm,,
U4021,BRN39M-D1,NA,Technicianm,,
U4022,BRN39M-C1,NA,Technicianm,,
U4026,BRN39M-G2,NA,Technicianm,,
U4067,BRN39M-E2,NA,Technicianm,,
U4069,BRN39M-C2,NA,Technicianm,,
U4051,BRN39M-H3,NA,Technicianm,,
U4052,BRN39M-G3,NA,Technicianm,,
U4053,BRN39M-F3,NA,Technicianm,,
U4054,BRN39M-E3,NA,Technicianm,,
U4055,BRN39M-D3,NA,Technicianm,,
U4056,BRN39M-C3,NA,Technicianm,,
U4057,BRN39M-B3,NA,Technicianm,,
U3745,BRN39M-H4,NA,Technicianm,,
U3746,BRN39M-G4,NA,Technicianm,,
U3747,BRN39M-F4,NA,Technicianm,,
U3748,BRN39M-E4,NA,Technicianm,,
U4042,BRN39M-B4,NA,Technicianm,,
U4043,BRN39M-A4,NA,Technicianm,,
U4072,BRN39M-H5,NA,Technicianm,,
U4075,BRN39M-E5,NA,Technicianm,,
U4085,BRN39M-D5,NA,Technicianm,,
U4086,BRN39M-C5,NA,Technicianm,,
U4044,BRN39M-A5,NA,Technicianm,,
U4059,BRN39M-H6,NA,Technicianm,,
U4060,BRN39M-G6,NA,Technicianm,,
U4076,BRN39M-F6,NA,Technicianm,,
U4079,BRN39M-C6,NA,Technicianm,,
U4088,BRN39M-H7,NA,Technicianm,,
U4092,BRN39M-D7,NA,Technicianm,,
U4094,BRN39M-B7,NA,Technicianm,,
U4110,BRN39M-H8,NA,Technicianm,,
U4112,BRN39M-F8,NA,Technicianm,,
U4125,BRN39M-G9,NA,Technicianm,,
U4132,BRN39M-D9,NA,Technicianm,,
U4133,BRN39M-C9,NA,Technicianm,,
U4117,BRN39M-H10,NA,Technicianm,,
U4119,BRN39M-F10,NA,Technicianm,,
U4120,BRN39M-E10,NA,Technicianm,,
U4083,BRN39M-H11,NA,Technicianm,,
U4084,BRN39M-G11,NA,Technicianm,,
U4106,BRN39M-E11,NA,Technicianm,,
U4134,BRN39M-A11,NA,Technicianm,,
U4046,BRN39M-G12,NA,Technicianm,,
U4047,BRN39M-F12,NA,Technicianm,,
U4049,BRN39M-D12,NA,Technicianm,,
U4050,BRN39M-C12,NA,Technicianm,,
U4062,BRN39M-A12,NA,Technicianm,,
U4228,BRN40M-E1,NA,Technicianm,,
U4232,BRN40M-A1,NA,Technicianm,,
U4203,BRN40M-F2,NA,Technicianm,,
U4205,BRN40M-D2,NA,Technicianm,,
U4206,BRN40M-C2,NA,Technicianm,,
U4208,BRN40M-A2,NA,Technicianm,,
U4274,BRN40M-G3,NA,Technicianm,,
U4277,BRN40M-D3,NA,Technicianm,,
U4278,BRN40M-C3,NA,Technicianm,,
U4279,BRN40M-B3,NA,Technicianm,,
U4280,BRN40M-A3,NA,Technicianm,,
U4286,BRN40M-C4,NA,Technicianm,,
U4287,BRN40M-B4,NA,Technicianm,,
U4288,BRN40M-A4,NA,Technicianm,,
U4233,BRN40M-H5,NA,Technicianm,,
U4234,BRN40M-G5,NA,Technicianm,,
U4235,BRN40M-F5,NA,Technicianm,,
U4237,BRN40M-D5,NA,Technicianm,,
U4239,BRN40M-B5,NA,Technicianm,,
U4240,BRN40M-A5,NA,Technicianm,,
U4241,BRN40M-H6,NA,Technicianm,,
U4242,BRN40M-G6,NA,Technicianm,,
U4247,BRN40M-B6,NA,Technicianm,,
U4249,BRN40M-H7,NA,Technicianm,,
U4250,BRN40M-G7,NA,Technicianm,,
U4253,BRN40M-E7,NA,Technicianm,,
U4261,BRN40M-D8,NA,Technicianm,,
U4263,BRN40M-B8,NA,Technicianm,,
U4264,BRN40M-A8,NA,Technicianm,,
U4265,BRN40M-H9,NA,Technicianm,,
U4266,BRN40M-G9,NA,Technicianm,,
U4268,BRN40M-E9,NA,Technicianm,,
U4270,BRN40M-C9,NA,Technicianm,,
U4271,BRN40M-B9,NA,Technicianm,,
U4210,BRN40M-G10,NA,Technicianm,,
U4212,BRN40M-E10,NA,Technicianm,,
U4289,BRN40M-H12,NA,Technicianm,,
U4290,BRN40M-G12,NA,Technicianm,,
U4295,BRN40M-B12,NA,Technicianm,,
U4179,BRN41M-F1,NA,Technicianm,,
U4180,BRN41M-E1,NA,Technicianm,,
U4181,BRN41M-D1,NA,Technicianm,,
U4184,BRN41M-A1,NA,Technicianm,,
U4306,BRN41M-G2,NA,Technicianm,,
U4307,BRN41M-F2,NA,Technicianm,,
U4308,BRN41M-E2,NA,Technicianm,,
U4315,BRN41M-F4,NA,Technicianm,,
U4317,BRN41M-D4,NA,Technicianm,,
U4193,BRN41M-H5,NA,Technicianm,,
U4195,BRN41M-F5,NA,Technicianm,,
U4196,BRN41M-E5,NA,Technicianm,,
U4200,BRN41M-A5,NA,Technicianm,,
U4345,BRN41M-H6,NA,Technicianm,,
U4349,BRN41M-D6,NA,Technicianm,,
U4328,BRN41M-A7,NA,Technicianm,,
U4355,BRN41M-F8,NA,Technicianm,,
U4358,BRN41M-C8,NA,Technicianm,,
U4330,BRN41M-H9,NA,Technicianm,,
U4331,BRN41M-F9,NA,Technicianm,,
U4332,BRN41M-E9,NA,Technicianm,,
U4217,BRN41M-H10,NA,Technicianm,,
U4220,BRN41M-E10,NA,Technicianm,,
U4221,BRN41M-D10,NA,Technicianm,,
U4364,BRN41M-E11,NA,Technicianm,,
U4365,BRN41M-D11,NA,Technicianm,,
U4367,BRN41M-B11,NA,Technicianm,,
U4337,BRN41M-H12,NA,Technicianm,,
U4339,BRN41M-F12,NA,Technicianm,,
U4222,BRN42M-H2,NA,Technicianm,,
U4224,BRN42M-F2,NA,Technicianm,,
U4380,BRN42M-D2,NA,Technicianm,,
U4395,BRN42M-C2,NA,Technicianm,,
U4396,BRN42M-B2,NA,Technicianm,,
U4397,BRN42M-A2,NA,Technicianm,,
U4421,BRN42M-D3,NA,Technicianm,,
U4441,BRN42M-H4,NA,Technicianm,,
U4444,BRN42M-E4,NA,Technicianm,,
U4446,BRN42M-C4,NA,Technicianm,,
U4448,BRN42M-A4,NA,Technicianm,,
U4425,BRN42M-H5,NA,Technicianm,,
U4428,BRN42M-E5,NA,Technicianm,,
U4429,BRN42M-D5,NA,Technicianm,,
U4399,BRN42M-G6,NA,Technicianm,,
U4400,BRN42M-F6,NA,Technicianm,,
U4404,BRN42M-B6,NA,Technicianm,,
U4405,BRN42M-A6,NA,Technicianm,,
U4416,BRN42M-C7,NA,Technicianm,,
U4465,BRN42M-B7,NA,Technicianm,,
U4450,BRN42M-G8,NA,Technicianm,,
U4451,BRN42M-F8,NA,Technicianm,,
U4453,BRN42M-D8,NA,Technicianm,,
U4454,BRN42M-C8,NA,Technicianm,,
U4456,BRN42M-A8,NA,Technicianm,,
U4433,BRN42M-H9,NA,Technicianm,,
U4434,BRN42M-G9,NA,Technicianm,,
U4436,BRN42M-E9,NA,Technicianm,,
U4437,BRN42M-D9,NA,Technicianm,,
U4459,BRN42M-F10,NA,Technicianm,,
U4460,BRN42M-E10,NA,Technicianm,,
U4461,BRN42M-D10,NA,Technicianm,,
U4464,BRN42M-A10,NA,Technicianm,,
U4409,BRN42M-D11,NA,Technicianm,,
U4490,BRN42M-C11,NA,Technicianm,,
U4492,BRN42M-A11,NA,Technicianm,,
U4494,BRN42M-H12,NA,Technicianm,,
U4498,BRN42M-D12,NA,Technicianm,,
U4500,BRN42M-B12,NA,Technicianm,,
U4502,BRN43M-H1,NA,Technicianm,,
U4504,BRN43M-F1,NA,Technicianm,,
U4508,BRN43M-B1,NA,Technicianm,,
U4514,BRN43M-E2,NA,Technicianm,,
U4515,BRN43M-D2,NA,Technicianm,,
U4517,BRN43M-B2,NA,Technicianm,,
U4470,BRN43M-D3,NA,Technicianm,,
U4537,BRN43M-E4,NA,Technicianm,,
U4519,BRN43M-H5,NA,Technicianm,,
U4520,BRN43M-G5,NA,Technicianm,,
U4390,BRN43M-C5,NA,Technicianm,,
U4585,BRN43M-B5,NA,Technicianm,,
U4476,BRN43M-F6,NA,Technicianm,,
U4477,BRN43M-E6,NA,Technicianm,,
U4478,BRN43M-D6,NA,Technicianm,,
U4480,BRN43M-B6,NA,Technicianm,,
U4481,BRN43M-A6,NA,Technicianm,,
U4547,BRN43M-C7,NA,Technicianm,,
U4548,BRN43M-B7,NA,Technicianm,,
U4552,BRN43M-F8,NA,Technicianm,,
U4553,BRN43M-E8,NA,Technicianm,,
U4611,BRN43M-C8,NA,Technicianm,,
U4612,BRN43M-B8,NA,Technicianm,,
U4613,BRN43M-A8,NA,Technicianm,,
U4482,BRN43M-H10,NA,Technicianm,,
U4487,BRN43M-C10,NA,Technicianm,,
U4488,BRN43M-B10,NA,Technicianm,,
U4614,BRN43M-H12,NA,Technicianm,,
U4616,BRN43M-F12,NA,Technicianm,,
U4620,BRN43M-B12,NA,Technicianm,,
U4555,BRN44M-G1,NA,Technicianm,,
U4558,BRN44M-D1,NA,Technicianm,,
U4560,BRN44M-B1,NA,Technicianm,,
U4638,BRN44M-A2,NA,Technicianm,,
U4623,BRN44M-G3,NA,Technicianm,,
U4626,BRN44M-D3,NA,Technicianm,,
U4534,BRN44M-A4,NA,Technicianm,,
U4657,BRN44M-F5,NA,Technicianm,,
U4662,BRN44M-A5,NA,Technicianm,,
U4562,BRN44M-H6,NA,Technicianm,,
U4566,BRN44M-D6,NA,Technicianm,,
U4568,BRN44M-B6,NA,Technicianm,,
U4631,BRN44M-G7,NA,Technicianm,,
U4682,BRN44M-D7,NA,Technicianm,,
U4663,BRN44M-H8,NA,Technicianm,,
U4666,BRN44M-E8,NA,Technicianm,,
U4669,BRN44M-B8,NA,Technicianm,,
U4571,BRN44M-G9,NA,Technicianm,,
U4574,BRN44M-D9,NA,Technicianm,,
U4576,BRN44M-B9,NA,Technicianm,,
U4577,BRN44M-A9,NA,Technicianm,,
U4686,BRN44M-H10,NA,Technicianm,,
U4691,BRN44M-C10,NA,Technicianm,,
U1760,BRN44M-B10,NA,Technicianm,,
U4671,BRN44M-H11,NA,Technicianm,,
U4672,BRN44M-G11,NA,Technicianm,,
U2198,BRN44M-F11,NA,Technicianm,,
U2200,BRN44M-E11,NA,Technicianm,,
U2195,BRN44M-F12,NA,Technicianm,,
U2197,BRN44M-E12,NA,Technicianm,,
U2196,BRN44M-D12,NA,Technicianm,,
U2194,BRN44M-C12,NA,Technicianm,,
U2192,BRN44M-A12,NA,Technicianm,,
U4798,BRN45M-H1,NA,Technicianm,,
U4799,BRN45M-G1,NA,Technicianm,,
U4581,BRN46M-E1,NA,Technicianm,,
U1794,BRN46M-F2,NA,Technicianm,,
U1797,BRN46M-D2,NA,Technicianm,,
U1795,BRN46M-B2,NA,Technicianm,,
U1791,BRN46M-H3,NA,Technicianm,,
U1799,BRN46M-G3,NA,Technicianm,,
U1724,BRN46M-D3,NA,Technicianm,,
U1756,BRN46M-H4,NA,Technicianm,,
U1759,BRN46M-G4,NA,Technicianm,,
U1757,BRN46M-F4,NA,Technicianm,,
U1758,BRN46M-E4,NA,Technicianm,,
U1752,BRN46M-D4,NA,Technicianm,,
U1753,BRN46M-C4,NA,Technicianm,,
U1754,BRN46M-B4,NA,Technicianm,,
U1751,BRN46M-A4,NA,Technicianm,,
U1727,BRN46M-G5,NA,Technicianm,,
U1730,BRN46M-F5,NA,Technicianm,,
U1722,BRN46M-E5,NA,Technicianm,,
U1729,BRN46M-D5,NA,Technicianm,,
U1885,BRN46M-H6,NA,Technicianm,,
U1871,BRN46M-D6,NA,Technicianm,,
U1882,BRN46M-C6,NA,Technicianm,,
U1884,BRN46M-B6,NA,Technicianm,,
U4777,BRN47M-G1,NA,Technicianm,,
U4780,BRN47M-D1,NA,Technicianm,,
U4730,BRN47M-F2,NA,Technicianm,,
U4732,BRN47M-D2,NA,Technicianm,,
U4734,BRN47M-B2,NA,Technicianm,,
U4735,BRN47M-A2,NA,Technicianm,,
U4784,BRN47M-H3,NA,Technicianm,,
U4785,BRN47M-G3,NA,Technicianm,,
U4786,BRN47M-F3,NA,Technicianm,,
U4787,BRN47M-E3,NA,Technicianm,,
U4790,BRN47M-B3,NA,Technicianm,,
U4791,BRN47M-A3,NA,Technicianm,,
U4803,BRN47M-H4,NA,Technicianm,,
U4806,BRN47M-E4,NA,Technicianm,,
U4807,BRN47M-D4,NA,Technicianm,,
U4810,BRN47M-A4,NA,Technicianm,,
U4754,BRN47M-F5,NA,Technicianm,,
U4755,BRN47M-E5,NA,Technicianm,,
U4737,BRN47M-G6,NA,Technicianm,,
U4738,BRN47M-F6,NA,Technicianm,,
U4742,BRN47M-B6,NA,Technicianm,,
U4743,BRN47M-A6,NA,Technicianm,,
U4793,BRN47M-G7,NA,Technicianm,,
U4860,BRN47M-E7,NA,Technicianm,,
U4861,BRN47M-D7,NA,Technicianm,,
U4863,BRN47M-C7,NA,Technicianm,,
U4865,BRN47M-A7,NA,Technicianm,,
U4813,BRN47M-F8,NA,Technicianm,,
U4866,BRN47M-H9,NA,Technicianm,,
U4867,BRN47M-G9,NA,Technicianm,,
U4870,BRN47M-D9,NA,Technicianm,,
U4794,BRN47M-B9,NA,Technicianm,,
U4795,BRN47M-A9,NA,Technicianm,,
U4821,BRN47M-F10,NA,Technicianm,,
U4849,BRN47M-B10,NA,Technicianm,,
U4744,BRN47M-H11,NA,Technicianm,,
U4747,BRN47M-E11,NA,Technicianm,,
U4748,BRN47M-D11,NA,Technicianm,,
