sample_id,container_cell,location
S3082IS1,29,Offsite - UBC Hunt Lab / JSP Isotopes / BISCU4
S3083IS1,32,Offsite - UBC Hunt Lab / JSP Isotopes / BISCU4
S3084IS1,34,Offsite - UBC Hunt Lab / JSP Isotopes / BISCU4
S3085IS1,36,Offsite - UBC Hunt Lab / JSP Isotopes / BISCU4
S3086IS1,38,Offsite - UBC Hunt Lab / JSP Isotopes / BISCU4
S3087IS1,40,Offsite - UBC Hunt Lab / JSP Isotopes / BISCU4
S3088IS1,41,Offsite - UBC Hunt Lab / JSP Isotopes / BISCU4
S3089IS1,43,Offsite - UBC Hunt Lab / JSP Isotopes / BISCU4
S3090IS1,45,Offsite - UBC Hunt Lab / JSP Isotopes / BISCU4
S3091IS1,47,Offsite - UBC Hunt Lab / JSP Isotopes / BISCU4
S3092IS1,49,Offsite - UBC Hunt Lab / JSP Isotopes / BISCU4
S3093IS1,52,Offsite - UBC Hunt Lab / JSP Isotopes / BISCU4
S3094IS1,54,Offsite - UBC Hunt Lab / JSP Isotopes / BISCU4
S3095IS1,56,Offsite - UBC Hunt Lab / JSP Isotopes / BISCU4
S3096IS1,58,Offsite - UBC Hunt Lab / JSP Isotopes / BISCU4
S3097IS1,60,Offsite - UBC Hunt Lab / JSP Isotopes / BISCU4
S3098IS1,61,Offsite - UBC Hunt Lab / JSP Isotopes / BISCU4
S3099IS1,63,Offsite - UBC Hunt Lab / JSP Isotopes / BISCU4
S3100IS1,65,Offsite - UBC Hunt Lab / JSP Isotopes / BISCU4
S3103IS1,67,Offsite - UBC Hunt Lab / JSP Isotopes / BISCU4
S3104IS1,69,Offsite - UBC Hunt Lab / JSP Isotopes / BISCU4
S3108IS1,78,Offsite - UBC Hunt Lab / JSP Isotopes / BISCU4
S3109IS1,80,Offsite - UBC Hunt Lab / JSP Isotopes / BISCU4
S3110IS1,81,Offsite - UBC Hunt Lab / JSP Isotopes / BISCU4
S2934IS1,83,Offsite - UBC Hunt Lab / JSP Isotopes / BISCU4
S2933IS1,85,Offsite - UBC Hunt Lab / JSP Isotopes / BISCU4
S2932IS1,87,Offsite - UBC Hunt Lab / JSP Isotopes / BISCU4
S2931IS1,89,Offsite - UBC Hunt Lab / JSP Isotopes / BISCU4
S2636IS1,92,Offsite - UBC Hunt Lab / JSP Isotopes / BISCU4
S2930IS1,94,Offsite - UBC Hunt Lab / JSP Isotopes / BISCU4
S2929IS1,96,Offsite - UBC Hunt Lab / JSP Isotopes / BISCU4
S2928IS1,98,Offsite - UBC Hunt Lab / JSP Isotopes / BISCU4
S2927IS1,100,Offsite - UBC Hunt Lab / JSP Isotopes / BISCU4
S3111IS1,1,Offsite - UBC Hunt Lab / JSP Isotopes / BISCU5
S3112IS1,3,Offsite - UBC Hunt Lab / JSP Isotopes / BISCU5
S3113IS1,5,Offsite - UBC Hunt Lab / JSP Isotopes / BISCU5
S3114IS1,7,Offsite - UBC Hunt Lab / JSP Isotopes / BISCU5
S3115IS1,9,Offsite - UBC Hunt Lab / JSP Isotopes / BISCU5
S3116IS1,12,Offsite - UBC Hunt Lab / JSP Isotopes / BISCU5
S3117IS1,14,Offsite - UBC Hunt Lab / JSP Isotopes / BISCU5
S3118IS1,16,Offsite - UBC Hunt Lab / JSP Isotopes / BISCU5
S3119IS1,18,Offsite - UBC Hunt Lab / JSP Isotopes / BISCU5
S3120IS1,20,Offsite - UBC Hunt Lab / JSP Isotopes / BISCU5
S3121IS1,21,Offsite - UBC Hunt Lab / JSP Isotopes / BISCU5
S3122IS1,23,Offsite - UBC Hunt Lab / JSP Isotopes / BISCU5
S3123IS1,25,Offsite - UBC Hunt Lab / JSP Isotopes / BISCU5
S3124IS1,27,Offsite - UBC Hunt Lab / JSP Isotopes / BISCU5
S3125IS1,29,Offsite - UBC Hunt Lab / JSP Isotopes / BISCU5
S3126IS1,32,Offsite - UBC Hunt Lab / JSP Isotopes / BISCU5
S3127IS1,34,Offsite - UBC Hunt Lab / JSP Isotopes / BISCU5
S3128IS1,36,Offsite - UBC Hunt Lab / JSP Isotopes / BISCU5
S3129IS1,38,Offsite - UBC Hunt Lab / JSP Isotopes / BISCU5
S3130IS1,40,Offsite - UBC Hunt Lab / JSP Isotopes / BISCU5
S3131IS1,41,Offsite - UBC Hunt Lab / JSP Isotopes / BISCU5
S3132IS1,43,Offsite - UBC Hunt Lab / JSP Isotopes / BISCU5
S3133IS1,45,Offsite - UBC Hunt Lab / JSP Isotopes / BISCU5
S3134IS1,47,Offsite - UBC Hunt Lab / JSP Isotopes / BISCU5
S3135IS1,49,Offsite - UBC Hunt Lab / JSP Isotopes / BISCU5
S3136IS1,52,Offsite - UBC Hunt Lab / JSP Isotopes / BISCU5
S3137IS1,54,Offsite - UBC Hunt Lab / JSP Isotopes / BISCU5
S3138IS1,56,Offsite - UBC Hunt Lab / JSP Isotopes / BISCU5
S3139IS1,58,Offsite - UBC Hunt Lab / JSP Isotopes / BISCU5
S3140IS1,60,Offsite - UBC Hunt Lab / JSP Isotopes / BISCU5
S3141IS1,61,Offsite - UBC Hunt Lab / JSP Isotopes / BISCU5
S3142IS1,63,Offsite - UBC Hunt Lab / JSP Isotopes / BISCU5
S3143IS1,65,Offsite - UBC Hunt Lab / JSP Isotopes / BISCU5
S3144IS1,67,Offsite - UBC Hunt Lab / JSP Isotopes / BISCU5
S3145IS1,69,Offsite - UBC Hunt Lab / JSP Isotopes / BISCU5
S3146IS1,72,Offsite - UBC Hunt Lab / JSP Isotopes / BISCU5
S3147IS1,74,Offsite - UBC Hunt Lab / JSP Isotopes / BISCU5
S3148IS1,76,Offsite - UBC Hunt Lab / JSP Isotopes / BISCU5
S3149IS1,78,Offsite - UBC Hunt Lab / JSP Isotopes / BISCU5
S3150IS1,80,Offsite - UBC Hunt Lab / JSP Isotopes / BISCU5
S3151IS1,81,Offsite - UBC Hunt Lab / JSP Isotopes / BISCU5
S3152IS1,83,Offsite - UBC Hunt Lab / JSP Isotopes / BISCU5
S3153IS1,85,Offsite - UBC Hunt Lab / JSP Isotopes / BISCU5
S3154IS1,87,Offsite - UBC Hunt Lab / JSP Isotopes / BISCU5
S2665IS1,89,Offsite - UBC Hunt Lab / JSP Isotopes / BISCU5
S2664IS1,92,Offsite - UBC Hunt Lab / JSP Isotopes / BISCU5
S2663IS1,94,Offsite - UBC Hunt Lab / JSP Isotopes / BISCU5
S2662IS1,96,Offsite - UBC Hunt Lab / JSP Isotopes / BISCU5
S2661IS1,98,Offsite - UBC Hunt Lab / JSP Isotopes / BISCU5
S2660IS1,100,Offsite - UBC Hunt Lab / JSP Isotopes / BISCU5
S2947IS1,1,Offsite - UBC Hunt Lab / JSP Isotopes / BISCU6
S2948IS1,3,Offsite - UBC Hunt Lab / JSP Isotopes / BISCU6
S2949IS1,5,Offsite - UBC Hunt Lab / JSP Isotopes / BISCU6
S2950IS1,7,Offsite - UBC Hunt Lab / JSP Isotopes / BISCU6
S2951IS1,9,Offsite - UBC Hunt Lab / JSP Isotopes / BISCU6
S2952IS1,12,Offsite - UBC Hunt Lab / JSP Isotopes / BISCU6
S2953IS1,14,Offsite - UBC Hunt Lab / JSP Isotopes / BISCU6
S2954IS1,16,Offsite - UBC Hunt Lab / JSP Isotopes / BISCU6
S2955IS1,18,Offsite - UBC Hunt Lab / JSP Isotopes / BISCU6
S2956IS1,20,Offsite - UBC Hunt Lab / JSP Isotopes / BISCU6
S2957IS1,21,Offsite - UBC Hunt Lab / JSP Isotopes / BISCU6
S2958IS1,23,Offsite - UBC Hunt Lab / JSP Isotopes / BISCU6
S2959IS1,25,Offsite - UBC Hunt Lab / JSP Isotopes / BISCU6
S2960IS1,27,Offsite - UBC Hunt Lab / JSP Isotopes / BISCU6
S2961IS1,29,Offsite - UBC Hunt Lab / JSP Isotopes / BISCU6
S2962IS1,32,Offsite - UBC Hunt Lab / JSP Isotopes / BISCU6
S2963IS1,34,Offsite - UBC Hunt Lab / JSP Isotopes / BISCU6
S2964IS1,36,Offsite - UBC Hunt Lab / JSP Isotopes / BISCU6
S2965IS1,38,Offsite - UBC Hunt Lab / JSP Isotopes / BISCU6
S3306IS1,40,Offsite - UBC Hunt Lab / JSP Isotopes / BISCU6
S3305IS1,41,Offsite - UBC Hunt Lab / JSP Isotopes / BISCU6
S3304IS1,43,Offsite - UBC Hunt Lab / JSP Isotopes / BISCU6
S3303IS1,45,Offsite - UBC Hunt Lab / JSP Isotopes / BISCU6
S3302IS1,47,Offsite - UBC Hunt Lab / JSP Isotopes / BISCU6
S3301IS1,49,Offsite - UBC Hunt Lab / JSP Isotopes / BISCU6
S3000IS1,52,Offsite - UBC Hunt Lab / JSP Isotopes / BISCU6
S2999IS1,54,Offsite - UBC Hunt Lab / JSP Isotopes / BISCU6
S2998IS1,56,Offsite - UBC Hunt Lab / JSP Isotopes / BISCU6
S2997IS1,58,Offsite - UBC Hunt Lab / JSP Isotopes / BISCU6
S2996IS1,60,Offsite - UBC Hunt Lab / JSP Isotopes / BISCU6
S2995IS1,61,Offsite - UBC Hunt Lab / JSP Isotopes / BISCU6
S2994IS1,63,Offsite - UBC Hunt Lab / JSP Isotopes / BISCU6
S2993IS1,65,Offsite - UBC Hunt Lab / JSP Isotopes / BISCU6
S2992IS1,67,Offsite - UBC Hunt Lab / JSP Isotopes / BISCU6
S2991IS1,69,Offsite - UBC Hunt Lab / JSP Isotopes / BISCU6
S2990IS1,72,Offsite - UBC Hunt Lab / JSP Isotopes / BISCU6
S2989IS1,74,Offsite - UBC Hunt Lab / JSP Isotopes / BISCU6
S2988IS1,76,Offsite - UBC Hunt Lab / JSP Isotopes / BISCU6
S2987IS1,78,Offsite - UBC Hunt Lab / JSP Isotopes / BISCU6
S2986IS1,80,Offsite - UBC Hunt Lab / JSP Isotopes / BISCU6
S2985IS1,81,Offsite - UBC Hunt Lab / JSP Isotopes / BISCU6
S2984IS1,83,Offsite - UBC Hunt Lab / JSP Isotopes / BISCU6
S2983IS1,85,Offsite - UBC Hunt Lab / JSP Isotopes / BISCU6
S2982IS1,87,Offsite - UBC Hunt Lab / JSP Isotopes / BISCU6
S2981IS1,89,Offsite - UBC Hunt Lab / JSP Isotopes / BISCU6
S3200IS1,92,Offsite - UBC Hunt Lab / JSP Isotopes / BISCU6
S3199IS1,94,Offsite - UBC Hunt Lab / JSP Isotopes / BISCU6
S3198IS1,96,Offsite - UBC Hunt Lab / JSP Isotopes / BISCU6
S3197IS1,98,Offsite - UBC Hunt Lab / JSP Isotopes / BISCU6
S3196IS1,100,Offsite - UBC Hunt Lab / JSP Isotopes / BISCU6
S3307IS1,1,Offsite - UBC Hunt Lab / JSP Isotopes / BISCU7
S3308IS1,3,Offsite - UBC Hunt Lab / JSP Isotopes / BISCU7
S3309IS1,5,Offsite - UBC Hunt Lab / JSP Isotopes / BISCU7
S3310IS1,7,Offsite - UBC Hunt Lab / JSP Isotopes / BISCU7
S3311IS1,9,Offsite - UBC Hunt Lab / JSP Isotopes / BISCU7
S3312IS1,12,Offsite - UBC Hunt Lab / JSP Isotopes / BISCU7
S3313IS1,14,Offsite - UBC Hunt Lab / JSP Isotopes / BISCU7
S3314IS1,16,Offsite - UBC Hunt Lab / JSP Isotopes / BISCU7
S3315IS1,18,Offsite - UBC Hunt Lab / JSP Isotopes / BISCU7
S3316IS1,20,Offsite - UBC Hunt Lab / JSP Isotopes / BISCU7
S3317IS1,21,Offsite - UBC Hunt Lab / JSP Isotopes / BISCU7
S3318IS1,23,Offsite - UBC Hunt Lab / JSP Isotopes / BISCU7
S3319IS1,25,Offsite - UBC Hunt Lab / JSP Isotopes / BISCU7
S3320IS1,27,Offsite - UBC Hunt Lab / JSP Isotopes / BISCU7
S3321IS1,29,Offsite - UBC Hunt Lab / JSP Isotopes / BISCU7
S3322IS1,32,Offsite - UBC Hunt Lab / JSP Isotopes / BISCU7
S3323IS1,34,Offsite - UBC Hunt Lab / JSP Isotopes / BISCU7
S3324IS1,36,Offsite - UBC Hunt Lab / JSP Isotopes / BISCU7
S3325IS1,38,Offsite - UBC Hunt Lab / JSP Isotopes / BISCU7
S3326IS1,40,Offsite - UBC Hunt Lab / JSP Isotopes / BISCU7
S3327IS1,41,Offsite - UBC Hunt Lab / JSP Isotopes / BISCU7
S3328IS1,43,Offsite - UBC Hunt Lab / JSP Isotopes / BISCU7
S3329IS1,45,Offsite - UBC Hunt Lab / JSP Isotopes / BISCU7
S3330IS1,47,Offsite - UBC Hunt Lab / JSP Isotopes / BISCU7
S3331IS1,49,Offsite - UBC Hunt Lab / JSP Isotopes / BISCU7
S3332IS1,52,Offsite - UBC Hunt Lab / JSP Isotopes / BISCU7
S3333IS1,54,Offsite - UBC Hunt Lab / JSP Isotopes / BISCU7
S3334IS1,56,Offsite - UBC Hunt Lab / JSP Isotopes / BISCU7
S3335IS1,58,Offsite - UBC Hunt Lab / JSP Isotopes / BISCU7
S3507IS1,60,Offsite - UBC Hunt Lab / JSP Isotopes / BISCU7
S3506IS1,61,Offsite - UBC Hunt Lab / JSP Isotopes / BISCU7
S3505IS1,63,Offsite - UBC Hunt Lab / JSP Isotopes / BISCU7
S3504IS1,65,Offsite - UBC Hunt Lab / JSP Isotopes / BISCU7
S3503IS1,67,Offsite - UBC Hunt Lab / JSP Isotopes / BISCU7
S3502IS1,69,Offsite - UBC Hunt Lab / JSP Isotopes / BISCU7
S3501IS1,72,Offsite - UBC Hunt Lab / JSP Isotopes / BISCU7
S2979IS1,74,Offsite - UBC Hunt Lab / JSP Isotopes / BISCU7
S2978IS1,76,Offsite - UBC Hunt Lab / JSP Isotopes / BISCU7
S2977IS1,78,Offsite - UBC Hunt Lab / JSP Isotopes / BISCU7
S2976IS1,80,Offsite - UBC Hunt Lab / JSP Isotopes / BISCU7
S2975IS1,81,Offsite - UBC Hunt Lab / JSP Isotopes / BISCU7
S2974IS1,83,Offsite - UBC Hunt Lab / JSP Isotopes / BISCU7
S2973IS1,85,Offsite - UBC Hunt Lab / JSP Isotopes / BISCU7
S2972IS1,87,Offsite - UBC Hunt Lab / JSP Isotopes / BISCU7
S2971IS1,89,Offsite - UBC Hunt Lab / JSP Isotopes / BISCU7
S2970IS1,92,Offsite - UBC Hunt Lab / JSP Isotopes / BISCU7
S2969IS1,94,Offsite - UBC Hunt Lab / JSP Isotopes / BISCU7
S2968IS1,96,Offsite - UBC Hunt Lab / JSP Isotopes / BISCU7
S2967IS1,98,Offsite - UBC Hunt Lab / JSP Isotopes / BISCU7
S2966IS1,100,Offsite - UBC Hunt Lab / JSP Isotopes / BISCU7
S3336IS1,1,Offsite - UBC Hunt Lab / JSP Isotopes / BISCU8
S3337IS1,3,Offsite - UBC Hunt Lab / JSP Isotopes / BISCU8
S3338IS1,5,Offsite - UBC Hunt Lab / JSP Isotopes / BISCU8
S3339IS1,7,Offsite - UBC Hunt Lab / JSP Isotopes / BISCU8
S3340IS1,9,Offsite - UBC Hunt Lab / JSP Isotopes / BISCU8
S3341IS1,12,Offsite - UBC Hunt Lab / JSP Isotopes / BISCU8
SIS4001,14,Offsite - UBC Hunt Lab / JSP Isotopes / BISCU8
SIS4002,16,Offsite - UBC Hunt Lab / JSP Isotopes / BISCU8
SIS4003,18,Offsite - UBC Hunt Lab / JSP Isotopes / BISCU8
SIS4004,20,Offsite - UBC Hunt Lab / JSP Isotopes / BISCU8
SIS4005,21,Offsite - UBC Hunt Lab / JSP Isotopes / BISCU8
SIS4006,23,Offsite - UBC Hunt Lab / JSP Isotopes / BISCU8
SIS4007,25,Offsite - UBC Hunt Lab / JSP Isotopes / BISCU8
SIS4008,27,Offsite - UBC Hunt Lab / JSP Isotopes / BISCU8
SIS4009,29,Offsite - UBC Hunt Lab / JSP Isotopes / BISCU8
SIS4010,32,Offsite - UBC Hunt Lab / JSP Isotopes / BISCU8
SIS4011,34,Offsite - UBC Hunt Lab / JSP Isotopes / BISCU8
SIS4012,36,Offsite - UBC Hunt Lab / JSP Isotopes / BISCU8
SIS4013,38,Offsite - UBC Hunt Lab / JSP Isotopes / BISCU8
SIS4014,40,Offsite - UBC Hunt Lab / JSP Isotopes / BISCU8
SIS4015,41,Offsite - UBC Hunt Lab / JSP Isotopes / BISCU8
SIS4016,43,Offsite - UBC Hunt Lab / JSP Isotopes / BISCU8
SIS4017,45,Offsite - UBC Hunt Lab / JSP Isotopes / BISCU8
SIS4018,47,Offsite - UBC Hunt Lab / JSP Isotopes / BISCU8
SIS4019,49,Offsite - UBC Hunt Lab / JSP Isotopes / BISCU8
SIS4020,52,Offsite - UBC Hunt Lab / JSP Isotopes / BISCU8
SIS4021,54,Offsite - UBC Hunt Lab / JSP Isotopes / BISCU8
SIS4022,56,Offsite - UBC Hunt Lab / JSP Isotopes / BISCU8
SIS4023,58,Offsite - UBC Hunt Lab / JSP Isotopes / BISCU8
SIS4024,60,Offsite - UBC Hunt Lab / JSP Isotopes / BISCU8
SIS4025,61,Offsite - UBC Hunt Lab / JSP Isotopes / BISCU8
SIS4026,63,Offsite - UBC Hunt Lab / JSP Isotopes / BISCU8
SIS4027,65,Offsite - UBC Hunt Lab / JSP Isotopes / BISCU8
SIS4028,67,Offsite - UBC Hunt Lab / JSP Isotopes / BISCU8
SIS4029,69,Offsite - UBC Hunt Lab / JSP Isotopes / BISCU8
SIS4030,72,Offsite - UBC Hunt Lab / JSP Isotopes / BISCU8
SIS4031,74,Offsite - UBC Hunt Lab / JSP Isotopes / BISCU8
SIS4032,76,Offsite - UBC Hunt Lab / JSP Isotopes / BISCU8
SIS4033,78,Offsite - UBC Hunt Lab / JSP Isotopes / BISCU8
SIS4034,80,Offsite - UBC Hunt Lab / JSP Isotopes / BISCU8
SIS4035,81,Offsite - UBC Hunt Lab / JSP Isotopes / BISCU8
SIS4036,83,Offsite - UBC Hunt Lab / JSP Isotopes / BISCU8
SIS4037,85,Offsite - UBC Hunt Lab / JSP Isotopes / BISCU8
SIS4038,87,Offsite - UBC Hunt Lab / JSP Isotopes / BISCU8
SIS4039,89,Offsite - UBC Hunt Lab / JSP Isotopes / BISCU8
SIS4040,92,Offsite - UBC Hunt Lab / JSP Isotopes / BISCU8
SIS4041,94,Offsite - UBC Hunt Lab / JSP Isotopes / BISCU8
SIS4042,96,Offsite - UBC Hunt Lab / JSP Isotopes / BISCU8
SIS4043,98,Offsite - UBC Hunt Lab / JSP Isotopes / BISCU8
SIS4044,100,Offsite - UBC Hunt Lab / JSP Isotopes / BISCU8
SIS4045,1,Offsite - UBC Hunt Lab / JSP Isotopes / BISCU9
SIS4046,3,Offsite - UBC Hunt Lab / JSP Isotopes / BISCU9
SIS4047,5,Offsite - UBC Hunt Lab / JSP Isotopes / BISCU9
SIS4048,7,Offsite - UBC Hunt Lab / JSP Isotopes / BISCU9
SIS4049,9,Offsite - UBC Hunt Lab / JSP Isotopes / BISCU9
SIS4050,12,Offsite - UBC Hunt Lab / JSP Isotopes / BISCU9
SIS4051,14,Offsite - UBC Hunt Lab / JSP Isotopes / BISCU9
SIS4052,16,Offsite - UBC Hunt Lab / JSP Isotopes / BISCU9
SIS4053,18,Offsite - UBC Hunt Lab / JSP Isotopes / BISCU9
SIS4054,20,Offsite - UBC Hunt Lab / JSP Isotopes / BISCU9
SIS4055,21,Offsite - UBC Hunt Lab / JSP Isotopes / BISCU9
SIS4056,23,Offsite - UBC Hunt Lab / JSP Isotopes / BISCU9
SIS4057,25,Offsite - UBC Hunt Lab / JSP Isotopes / BISCU9
SIS4058,27,Offsite - UBC Hunt Lab / JSP Isotopes / BISCU9
SIS4059,29,Offsite - UBC Hunt Lab / JSP Isotopes / BISCU9
SIS4060,32,Offsite - UBC Hunt Lab / JSP Isotopes / BISCU9
SIS4061,34,Offsite - UBC Hunt Lab / JSP Isotopes / BISCU9
SIS4062,36,Offsite - UBC Hunt Lab / JSP Isotopes / BISCU9
SIS4063,38,Offsite - UBC Hunt Lab / JSP Isotopes / BISCU9
SIS4064,40,Offsite - UBC Hunt Lab / JSP Isotopes / BISCU9
SIS4065,41,Offsite - UBC Hunt Lab / JSP Isotopes / BISCU9
SIS4066,43,Offsite - UBC Hunt Lab / JSP Isotopes / BISCU9
SIS4067,45,Offsite - UBC Hunt Lab / JSP Isotopes / BISCU9
SIS4068,47,Offsite - UBC Hunt Lab / JSP Isotopes / BISCU9
SIS4069,49,Offsite - UBC Hunt Lab / JSP Isotopes / BISCU9
SIS4070,52,Offsite - UBC Hunt Lab / JSP Isotopes / BISCU9
SIS4071,54,Offsite - UBC Hunt Lab / JSP Isotopes / BISCU9
SIS4072,56,Offsite - UBC Hunt Lab / JSP Isotopes / BISCU9
SIS4073,58,Offsite - UBC Hunt Lab / JSP Isotopes / BISCU9
SIS4074,60,Offsite - UBC Hunt Lab / JSP Isotopes / BISCU9
SIS4075,61,Offsite - UBC Hunt Lab / JSP Isotopes / BISCU9
SIS4076,63,Offsite - UBC Hunt Lab / JSP Isotopes / BISCU9
SIS4077,65,Offsite - UBC Hunt Lab / JSP Isotopes / BISCU9
SIS4078,67,Offsite - UBC Hunt Lab / JSP Isotopes / BISCU9
SIS4079,69,Offsite - UBC Hunt Lab / JSP Isotopes / BISCU9
SIS4080,72,Offsite - UBC Hunt Lab / JSP Isotopes / BISCU9
SIS4081,74,Offsite - UBC Hunt Lab / JSP Isotopes / BISCU9
SIS4082,76,Offsite - UBC Hunt Lab / JSP Isotopes / BISCU9
SIS4083,78,Offsite - UBC Hunt Lab / JSP Isotopes / BISCU9
SIS4084,80,Offsite - UBC Hunt Lab / JSP Isotopes / BISCU9
SIS4085,81,Offsite - UBC Hunt Lab / JSP Isotopes / BISCU9
SIS4086,83,Offsite - UBC Hunt Lab / JSP Isotopes / BISCU9
SIS4087,85,Offsite - UBC Hunt Lab / JSP Isotopes / BISCU9
SIS4088,87,Offsite - UBC Hunt Lab / JSP Isotopes / BISCU9
SIS4089,89,Offsite - UBC Hunt Lab / JSP Isotopes / BISCU9
SIS4090,92,Offsite - UBC Hunt Lab / JSP Isotopes / BISCU9
SIS4091,94,Offsite - UBC Hunt Lab / JSP Isotopes / BISCU9
SIS4092,96,Offsite - UBC Hunt Lab / JSP Isotopes / BISCU9
SIS4093,98,Offsite - UBC Hunt Lab / JSP Isotopes / BISCU9
SIS4094,100,Offsite - UBC Hunt Lab / JSP Isotopes / BISCU9
S3242IS1,1,Offsite - UBC Hunt Lab / JSP Isotopes / BISHE1
S2023IS1,2,Offsite - UBC Hunt Lab / JSP Isotopes / BISHE1
S3243IS1,3,Offsite - UBC Hunt Lab / JSP Isotopes / BISHE1
S3244IS1,5,Offsite - UBC Hunt Lab / JSP Isotopes / BISHE1
S3245IS1,7,Offsite - UBC Hunt Lab / JSP Isotopes / BISHE1
S3246IS1,9,Offsite - UBC Hunt Lab / JSP Isotopes / BISHE1
S3247IS1,12,Offsite - UBC Hunt Lab / JSP Isotopes / BISHE1
S3248IS1,14,Offsite - UBC Hunt Lab / JSP Isotopes / BISHE1
S3249IS1,16,Offsite - UBC Hunt Lab / JSP Isotopes / BISHE1
S3250IS1,18,Offsite - UBC Hunt Lab / JSP Isotopes / BISHE1
S3251IS1,20,Offsite - UBC Hunt Lab / JSP Isotopes / BISHE1
S3252IS1,21,Offsite - UBC Hunt Lab / JSP Isotopes / BISHE1
S3253IS1,23,Offsite - UBC Hunt Lab / JSP Isotopes / BISHE1
S3254IS1,25,Offsite - UBC Hunt Lab / JSP Isotopes / BISHE1
S3255IS1,27,Offsite - UBC Hunt Lab / JSP Isotopes / BISHE1
S3256IS1,29,Offsite - UBC Hunt Lab / JSP Isotopes / BISHE1
S3257IS1,32,Offsite - UBC Hunt Lab / JSP Isotopes / BISHE1
S3258IS1,34,Offsite - UBC Hunt Lab / JSP Isotopes / BISHE1
S3259IS1,36,Offsite - UBC Hunt Lab / JSP Isotopes / BISHE1
S3260IS1,38,Offsite - UBC Hunt Lab / JSP Isotopes / BISHE1
S3261IS1,40,Offsite - UBC Hunt Lab / JSP Isotopes / BISHE1
S3262IS1,41,Offsite - UBC Hunt Lab / JSP Isotopes / BISHE1
S3263IS1,43,Offsite - UBC Hunt Lab / JSP Isotopes / BISHE1
S3264IS1,45,Offsite - UBC Hunt Lab / JSP Isotopes / BISHE1
S3265IS1,47,Offsite - UBC Hunt Lab / JSP Isotopes / BISHE1
S3266IS1,49,Offsite - UBC Hunt Lab / JSP Isotopes / BISHE1
S3267IS1,52,Offsite - UBC Hunt Lab / JSP Isotopes / BISHE1
S3268IS1,54,Offsite - UBC Hunt Lab / JSP Isotopes / BISHE1
S3269IS1,56,Offsite - UBC Hunt Lab / JSP Isotopes / BISHE1
S3270IS1,58,Offsite - UBC Hunt Lab / JSP Isotopes / BISHE1
S3271IS1,60,Offsite - UBC Hunt Lab / JSP Isotopes / BISHE1
S3272IS1,61,Offsite - UBC Hunt Lab / JSP Isotopes / BISHE1
S3273IS1,63,Offsite - UBC Hunt Lab / JSP Isotopes / BISHE1
S3274IS1,65,Offsite - UBC Hunt Lab / JSP Isotopes / BISHE1
S3275IS1,67,Offsite - UBC Hunt Lab / JSP Isotopes / BISHE1
S3276IS1,69,Offsite - UBC Hunt Lab / JSP Isotopes / BISHE1
S3277IS1,72,Offsite - UBC Hunt Lab / JSP Isotopes / BISHE1
S3278IS1,74,Offsite - UBC Hunt Lab / JSP Isotopes / BISHE1
S3279IS1,76,Offsite - UBC Hunt Lab / JSP Isotopes / BISHE1
S3280IS1,78,Offsite - UBC Hunt Lab / JSP Isotopes / BISHE1
S3281IS1,80,Offsite - UBC Hunt Lab / JSP Isotopes / BISHE1
S3282IS1,81,Offsite - UBC Hunt Lab / JSP Isotopes / BISHE1
S3283IS1,83,Offsite - UBC Hunt Lab / JSP Isotopes / BISHE1
S3284IS1,85,Offsite - UBC Hunt Lab / JSP Isotopes / BISHE1
S3285IS1,87,Offsite - UBC Hunt Lab / JSP Isotopes / BISHE1
S2550IS1,98,Offsite - UBC Hunt Lab / JSP Isotopes / BISHE1
S2549IS1,100,Offsite - UBC Hunt Lab / JSP Isotopes / BISHE1
S3162IS1,1,Offsite - UBC Hunt Lab / JSP Isotopes / BISHE2
S3163IS1,3,Offsite - UBC Hunt Lab / JSP Isotopes / BISHE2
S3164IS1,5,Offsite - UBC Hunt Lab / JSP Isotopes / BISHE2
S3165IS1,7,Offsite - UBC Hunt Lab / JSP Isotopes / BISHE2
S3166IS1,9,Offsite - UBC Hunt Lab / JSP Isotopes / BISHE2
S3167IS1,12,Offsite - UBC Hunt Lab / JSP Isotopes / BISHE2
S3168IS1,14,Offsite - UBC Hunt Lab / JSP Isotopes / BISHE2
S3169IS1,16,Offsite - UBC Hunt Lab / JSP Isotopes / BISHE2
S3170IS1,18,Offsite - UBC Hunt Lab / JSP Isotopes / BISHE2
S3171IS1,20,Offsite - UBC Hunt Lab / JSP Isotopes / BISHE2
S3172IS1,21,Offsite - UBC Hunt Lab / JSP Isotopes / BISHE2
S3173IS1,23,Offsite - UBC Hunt Lab / JSP Isotopes / BISHE2
S3174IS1,25,Offsite - UBC Hunt Lab / JSP Isotopes / BISHE2
S3175IS1,27,Offsite - UBC Hunt Lab / JSP Isotopes / BISHE2
S3176IS1,29,Offsite - UBC Hunt Lab / JSP Isotopes / BISHE2
S3177IS1,32,Offsite - UBC Hunt Lab / JSP Isotopes / BISHE2
S3178IS1,34,Offsite - UBC Hunt Lab / JSP Isotopes / BISHE2
S3179IS1,36,Offsite - UBC Hunt Lab / JSP Isotopes / BISHE2
S3180IS1,38,Offsite - UBC Hunt Lab / JSP Isotopes / BISHE2
S3181IS1,40,Offsite - UBC Hunt Lab / JSP Isotopes / BISHE2
S3182IS1,41,Offsite - UBC Hunt Lab / JSP Isotopes / BISHE2
S3183IS1,43,Offsite - UBC Hunt Lab / JSP Isotopes / BISHE2
