ufn,sample_type,sample_id,sample_comments,analyzing_lab,sample_quality_flag,sample_quality_log
U4301,RNA_DNA,S4301RD1,Muscle and gill samples placed in the same well as E row u4300,UBC_Hunt,AV,NA
U4302,RNA_DNA,S4302RD1,NA,UBC_Hunt,AV,NA
U4303,RNA_DNA,S4303RD1,NA,UBC_Hunt,AV,NA
U4304,RNA_DNA,S4304RD1,NA,UBC_Hunt,AV,NA
U4289,RNA_DNA,S4289RD1,NA,UBC_Hunt,AV,NA
U4290,RNA_DNA,S4290RD1,NA,UBC_Hunt,AV,NA
U4291,RNA_DNA,S4291RD1,NA,UBC_Hunt,AV,NA
U4292,RNA_DNA,S4292RD1,NA,UBC_Hunt,AV,NA
U4293,RNA_DNA,S4293RD1,NA,UBC_Hunt,AV,NA
U4294,RNA_DNA,S4294RD1,NA,UBC_Hunt,AV,NA
U4295,RNA_DNA,S4295RD1,NA,UBC_Hunt,AV,NA
U4296,RNA_DNA,S4296RD1,NA,UBC_Hunt,AV,NA
U4177,RNA_DNA,S4177RD1,NA,UBC_Hunt,AV,NA
U4178,RNA_DNA,S4178RD1,NA,UBC_Hunt,AV,NA
U4179,RNA_DNA,S4179RD1,NA,UBC_Hunt,AV,NA
U4180,RNA_DNA,S4180RD1,NA,UBC_Hunt,AV,NA
U4181,RNA_DNA,S4181RD1,NA,UBC_Hunt,AV,NA
U4182,RNA_DNA,S4182RD1,Fish fell on floor,UBC_Hunt,AV,NA
U4183,RNA_DNA,S4183RD1,NA,UBC_Hunt,AV,NA
U4184,RNA_DNA,S4184RD1,NA,UBC_Hunt,AV,NA
U4305,RNA_DNA,S4305RD1,NA,UBC_Hunt,AV,NA
U4306,RNA_DNA,S4306RD1,NA,UBC_Hunt,AV,NA
U4307,RNA_DNA,S4307RD1,NA,UBC_Hunt,AV,NA
U4308,RNA_DNA,S4308RD1,NA,UBC_Hunt,AV,NA
U4309,RNA_DNA,S4309RD1,NA,UBC_Hunt,AV,NA
U4310,RNA_DNA,S4310RD1,NA,UBC_Hunt,AV,NA
U4311,RNA_DNA,S4311RD1,NA,UBC_Hunt,AV,NA
U4312,RNA_DNA,S4312RD1,NA,UBC_Hunt,AV,NA
U4185,RNA_DNA,S4185RD1,NA,UBC_Hunt,AV,NA
U4186,RNA_DNA,S4186RD1,NA,UBC_Hunt,AV,NA
U4187,RNA_DNA,S4187RD1,NA,UBC_Hunt,AV,NA
U4188,RNA_DNA,S4188RD1,NA,UBC_Hunt,AV,NA
U4190,RNA_DNA,S4190RD1,NA,UBC_Hunt,AV,NA
U4189,RNA_DNA,S4189RD1,NA,UBC_Hunt,AV,NA
U4191,RNA_DNA,S4191RD1,NA,UBC_Hunt,AV,NA
U4192,RNA_DNA,S4192RD1,NA,UBC_Hunt,AV,NA
U4313,RNA_DNA,S4313RD1,NA,UBC_Hunt,AV,NA
U4314,RNA_DNA,S4314RD1,NA,UBC_Hunt,AV,NA
U4315,RNA_DNA,S4315RD1,NA,UBC_Hunt,AV,NA
U4316,RNA_DNA,S4316RD1,NA,UBC_Hunt,AV,NA
U4317,RNA_DNA,S4317RD1,NA,UBC_Hunt,AV,NA
U4318,RNA_DNA,S4318RD1,NA,UBC_Hunt,AV,NA
U4319,RNA_DNA,S4319RD1,NA,UBC_Hunt,AV,NA
U4320,RNA_DNA,S4320RD1,NA,UBC_Hunt,AV,NA
U4193,RNA_DNA,S4193RD1,NA,UBC_Hunt,AV,NA
U4194,RNA_DNA,S4194RD1,NA,UBC_Hunt,AV,NA
U4195,RNA_DNA,S4195RD1,NA,UBC_Hunt,AV,NA
U4196,RNA_DNA,S4196RD1,NA,UBC_Hunt,AV,NA
U4197,RNA_DNA,S4197RD1,NA,UBC_Hunt,AV,NA
U4198,RNA_DNA,S4198RD1,NA,UBC_Hunt,AV,NA
U4199,RNA_DNA,S4199RD1,NA,UBC_Hunt,AV,NA
U4200,RNA_DNA,S4200RD1,NA,UBC_Hunt,AV,NA
U4345,RNA_DNA,S4345RD1,NA,UBC_Hunt,AV,NA
U4346,RNA_DNA,S4346RD1,NA,UBC_Hunt,AV,NA
U4347,RNA_DNA,S4347RD1,NA,UBC_Hunt,AV,NA
U4348,RNA_DNA,S4348RD1,NA,UBC_Hunt,AV,NA
U4349,RNA_DNA,S4349RD1,NA,UBC_Hunt,AV,NA
U4350,RNA_DNA,S4350RD1,NA,UBC_Hunt,AV,NA
U4351,RNA_DNA,S4351RD1,NA,UBC_Hunt,AV,NA
U4352,RNA_DNA,S4352RD1,NA,UBC_Hunt,AV,NA
U4321,RNA_DNA,S4321RD1,NA,UBC_Hunt,AV,NA
U4322,RNA_DNA,S4322RD1,NA,UBC_Hunt,AV,NA
U4323,RNA_DNA,S4323RD1,NA,UBC_Hunt,AV,NA
U4324,RNA_DNA,S4324RD1,NA,UBC_Hunt,AV,NA
U4325,RNA_DNA,S4325RD1,NA,UBC_Hunt,AV,NA
U4326,RNA_DNA,S4326RD1,NA,UBC_Hunt,AV,NA
U4327,RNA_DNA,S4327RD1,NA,UBC_Hunt,AV,NA
U4328,RNA_DNA,S4328RD1,NA,UBC_Hunt,AV,NA
U4353,RNA_DNA,S4353RD1,NA,UBC_Hunt,AV,NA
U4354,RNA_DNA,S4354RD1,NA,UBC_Hunt,AV,NA
U4355,RNA_DNA,S4355RD1,NA,UBC_Hunt,AV,NA
U4356,RNA_DNA,S4356RD1,NA,UBC_Hunt,AV,NA
U4357,RNA_DNA,S4357RD1,NA,UBC_Hunt,AV,NA
U4358,RNA_DNA,S4358RD1,NA,UBC_Hunt,AV,NA
U4359,RNA_DNA,S4359RD1,NA,UBC_Hunt,AV,NA
U4360,RNA_DNA,S4360RD1,NA,UBC_Hunt,AV,NA
U4330,RNA_DNA,S4330RD1,NA,UBC_Hunt,AV,NA
U4329,RNA_DNA,S4329RD1,NA,UBC_Hunt,AV,NA
U4331,RNA_DNA,S4331RD1,NA,UBC_Hunt,AV,NA
U4332,RNA_DNA,S4332RD1,NA,UBC_Hunt,AV,NA
U4333,RNA_DNA,S4333RD1,NA,UBC_Hunt,AV,NA
U4334,RNA_DNA,S4334RD1,NA,UBC_Hunt,AV,NA
U4335,RNA_DNA,S4335RD1,NA,UBC_Hunt,AV,NA
U4336,RNA_DNA,S4336RD1,NA,UBC_Hunt,AV,NA
U4217,RNA_DNA,S4217RD1,NA,UBC_Hunt,AV,NA
U4218,RNA_DNA,S4218RD1,NA,UBC_Hunt,AV,NA
U4219,RNA_DNA,S4219RD1,NA,UBC_Hunt,AV,NA
U4220,RNA_DNA,S4220RD1,NA,UBC_Hunt,AV,NA
U4221,RNA_DNA,S4221RD1,NA,UBC_Hunt,AV,NA
U4369,RNA_DNA,S4369RD1,NA,UBC_Hunt,AV,NA
U4370,RNA_DNA,S4370RD1,NA,UBC_Hunt,AV,NA
U4371,RNA_DNA,S4371RD1,NA,UBC_Hunt,AV,NA
U4361,RNA_DNA,S4361RD1,NA,UBC_Hunt,AV,NA
U4362,RNA_DNA,S4362RD1,NA,UBC_Hunt,AV,NA
U4363,RNA_DNA,S4363RD1,NA,UBC_Hunt,AV,NA
U4364,RNA_DNA,S4364RD1,NA,UBC_Hunt,AV,NA
U4365,RNA_DNA,S4365RD1,NA,UBC_Hunt,AV,NA
U4366,RNA_DNA,S4366RD1,NA,UBC_Hunt,AV,NA
U4367,RNA_DNA,S4367RD1,NA,UBC_Hunt,AV,NA
U4368,RNA_DNA,S4368RD1,NA,UBC_Hunt,AV,NA
U4337,RNA_DNA,S4337RD1,NA,UBC_Hunt,AV,NA
U4338,RNA_DNA,S4338RD1,NA,UBC_Hunt,AV,NA
U4339,RNA_DNA,S4339RD1,NA,UBC_Hunt,AV,NA
U4340,RNA_DNA,S4340RD1,NA,UBC_Hunt,AV,NA
U4372,RNA_DNA,S4372RD1,NA,UBC_Hunt,AV,NA
U4373,RNA_DNA,S4373RD1,NA,UBC_Hunt,AV,NA
U4374,RNA_DNA,S4374RD1,NA,UBC_Hunt,AV,NA
U4375,RNA_DNA,S4375RD1,NA,UBC_Hunt,AV,NA
U4341,RNA_DNA,S4341RD1,NA,UBC_Hunt,AV,NA
U4342,RNA_DNA,S4342RD1,NA,UBC_Hunt,AV,NA
U4343,RNA_DNA,S4343RD1,NA,UBC_Hunt,AV,NA
U4344,RNA_DNA,S4344RD1,NA,UBC_Hunt,AV,NA
U4393,RNA_DNA,S4393RD1,NA,UBC_Hunt,AV,NA
U4394,RNA_DNA,S4394RD1,NA,UBC_Hunt,AV,NA
U4376,RNA_DNA,S4376RD1,NA,UBC_Hunt,AV,NA
U4377,RNA_DNA,S4377RD1,NA,UBC_Hunt,AV,NA
U4222,RNA_DNA,S4222RD1,NA,UBC_Hunt,AV,NA
U4223,RNA_DNA,S4223RD1,NA,UBC_Hunt,AV,NA
U4224,RNA_DNA,S4224RD1,NA,UBC_Hunt,AV,NA
U4379,RNA_DNA,S4379RD1,NA,UBC_Hunt,AV,NA
U4380,RNA_DNA,S4380RD1,NA,UBC_Hunt,AV,NA
U4395,RNA_DNA,S4395RD1,NA,UBC_Hunt,AV,NA
U4396,RNA_DNA,S4396RD1,NA,UBC_Hunt,AV,NA
U4397,RNA_DNA,S4397RD1,NA,UBC_Hunt,AV,NA
U4417,RNA_DNA,S4417RD1,NA,UBC_Hunt,AV,NA
U4418,RNA_DNA,S4418RD1,NA,UBC_Hunt,AV,NA
U4419,RNA_DNA,S4419RD1,NA,UBC_Hunt,AV,NA
U4420,RNA_DNA,S4420RD1,NA,UBC_Hunt,AV,NA
U4421,RNA_DNA,S4421RD1,NA,UBC_Hunt,AV,NA
U4422,RNA_DNA,S4422RD1,NA,UBC_Hunt,AV,NA
U4423,RNA_DNA,S4423RD1,NA,UBC_Hunt,AV,NA
U4424,RNA_DNA,S4424RD1,NA,UBC_Hunt,AV,NA
U4441,RNA_DNA,S4441RD1,NA,UBC_Hunt,AV,NA
U4442,RNA_DNA,S4442RD1,NA,UBC_Hunt,AV,NA
U4443,RNA_DNA,S4443RD1,NA,UBC_Hunt,AV,NA
U4444,RNA_DNA,S4444RD1,NA,UBC_Hunt,AV,NA
U4445,RNA_DNA,S4445RD1,NA,UBC_Hunt,AV,NA
U4446,RNA_DNA,S4446RD1,NA,UBC_Hunt,AV,NA
U4447,RNA_DNA,S4447RD1,NA,UBC_Hunt,AV,NA
U4448,RNA_DNA,S4448RD1,NA,UBC_Hunt,AV,NA
U4425,RNA_DNA,S4425RD1,NA,UBC_Hunt,AV,NA
U4426,RNA_DNA,S4426RD1,NA,UBC_Hunt,AV,NA
U4427,RNA_DNA,S4427RD1,NA,UBC_Hunt,AV,NA
U4428,RNA_DNA,S4428RD1,NA,UBC_Hunt,AV,NA
U4429,RNA_DNA,S4429RD1,NA,UBC_Hunt,AV,NA
U4430,RNA_DNA,S4430RD1,NA,UBC_Hunt,AV,NA
U4431,RNA_DNA,S4431RD1,NA,UBC_Hunt,AV,NA
U4432,RNA_DNA,S4432RD1,NA,UBC_Hunt,AV,NA
U4398,RNA_DNA,S4398RD1,NA,UBC_Hunt,AV,NA
U4399,RNA_DNA,S4399RD1,NA,UBC_Hunt,AV,NA
U4400,RNA_DNA,S4400RD1,NA,UBC_Hunt,AV,NA
U4401,RNA_DNA,S4401RD1,NA,UBC_Hunt,AV,NA
U4402,RNA_DNA,S4402RD1,NA,UBC_Hunt,AV,NA
U4403,RNA_DNA,S4403RD1,NA,UBC_Hunt,AV,NA
U4404,RNA_DNA,S4404RD1,NA,UBC_Hunt,AV,NA
U4405,RNA_DNA,S4405RD1,NA,UBC_Hunt,AV,NA
U4378,RNA_DNA,S4378RD1,NA,UBC_Hunt,AV,NA
U4381,RNA_DNA,S4381RD1,NA,UBC_Hunt,AV,NA
U4413,RNA_DNA,S4413RD1,NA,UBC_Hunt,AV,NA
U4414,RNA_DNA,S4414RD1,NA,UBC_Hunt,AV,NA
U4415,RNA_DNA,S4415RD1,NA,UBC_Hunt,AV,NA
U4416,RNA_DNA,S4416RD1,NA,UBC_Hunt,AV,NA
U4465,RNA_DNA,S4465RD1,NA,UBC_Hunt,AV,NA
U4493,RNA_DNA,S4493RD1,NA,UBC_Hunt,AV,NA
U4449,RNA_DNA,S4449RD1,NA,UBC_Hunt,AV,NA
U4450,RNA_DNA,S4450RD1,NA,UBC_Hunt,AV,NA
U4451,RNA_DNA,S4451RD1,NA,UBC_Hunt,AV,NA
U4452,RNA_DNA,S4452RD1,NA,UBC_Hunt,AV,NA
U4453,RNA_DNA,S4453RD1,NA,UBC_Hunt,AV,NA
U4454,RNA_DNA,S4454RD1,NA,UBC_Hunt,AV,NA
U4455,RNA_DNA,S4455RD1,NA,UBC_Hunt,AV,NA
U4456,RNA_DNA,S4456RD1,NA,UBC_Hunt,AV,NA
U4433,RNA_DNA,S4433RD1,NA,UBC_Hunt,AV,NA
U4434,RNA_DNA,S4434RD1,NA,UBC_Hunt,AV,NA
U4435,RNA_DNA,S4435RD1,NA,UBC_Hunt,AV,NA
U4436,RNA_DNA,S4436RD1,NA,UBC_Hunt,AV,NA
U4437,RNA_DNA,S4437RD1,NA,UBC_Hunt,AV,NA
U4438,RNA_DNA,S4438RD1,NA,UBC_Hunt,AV,NA
U4439,RNA_DNA,S4439RD1,Fish slightly thawed,UBC_Hunt,AV,NA
U4440,RNA_DNA,S4440RD1,NA,UBC_Hunt,AV,NA
U4457,RNA_DNA,S4457RD1,NA,UBC_Hunt,AV,NA
U4458,RNA_DNA,S4458RD1,NA,UBC_Hunt,AV,NA
U4459,RNA_DNA,S4459RD1,NA,UBC_Hunt,AV,NA
U4460,RNA_DNA,S4460RD1,NA,UBC_Hunt,AV,NA
U4461,RNA_DNA,S4461RD1,NA,UBC_Hunt,AV,NA
U4462,RNA_DNA,S4462RD1,NA,UBC_Hunt,AV,NA
U4463,RNA_DNA,S4463RD1,NA,UBC_Hunt,AV,NA
U4464,RNA_DNA,S4464RD1,NA,UBC_Hunt,AV,NA
U4406,RNA_DNA,S4406RD1,NA,UBC_Hunt,AV,NA
U4407,RNA_DNA,S4407RD1,NA,UBC_Hunt,AV,NA
U4408,RNA_DNA,S4408RD1,NA,UBC_Hunt,AV,NA
U4489,RNA_DNA,S4489RD1,NA,UBC_Hunt,AV,NA
U4409,RNA_DNA,S4409RD1,NA,UBC_Hunt,AV,NA
U4490,RNA_DNA,S4490RD1,NA,UBC_Hunt,AV,NA
U4491,RNA_DNA,S4491RD1,NA,UBC_Hunt,AV,NA
U4492,RNA_DNA,S4492RD1,NA,UBC_Hunt,AV,NA
U4494,RNA_DNA,S4494RD1,NA,UBC_Hunt,AV,NA
U4495,RNA_DNA,S4495RD1,NA,UBC_Hunt,AV,NA
U4496,RNA_DNA,S4496RD1,NA,UBC_Hunt,AV,NA
U4497,RNA_DNA,S4497RD1,NA,UBC_Hunt,AV,NA
U4498,RNA_DNA,S4498RD1,NA,UBC_Hunt,AV,NA
U4499,RNA_DNA,S4499RD1,NA,UBC_Hunt,AV,NA
U4500,RNA_DNA,S4500RD1,NA,UBC_Hunt,AV,NA
U4501,RNA_DNA,S4501RD1,NA,UBC_Hunt,AV,NA
U4502,RNA_DNA,S4502RD1,NA,UBC_Hunt,AV,NA
U4503,RNA_DNA,S4503RD1,NA,UBC_Hunt,AV,NA
U4504,RNA_DNA,S4504RD1,NA,UBC_Hunt,AV,NA
U4505,RNA_DNA,S4505RD1,NA,UBC_Hunt,AV,NA
U4506,RNA_DNA,S4506RD1,NA,UBC_Hunt,AV,NA
U4507,RNA_DNA,S4507RD1,NA,UBC_Hunt,AV,NA
U4508,RNA_DNA,S4508RD1,NA,UBC_Hunt,AV,NA
U4509,RNA_DNA,S4509RD1,NA,UBC_Hunt,AV,NA
U4411,RNA_DNA,S4411RD1,NA,UBC_Hunt,AV,NA
U4412,RNA_DNA,S4412RD1,NA,UBC_Hunt,AV,NA
U4513,RNA_DNA,S4513RD1,NA,UBC_Hunt,AV,NA
U4514,RNA_DNA,S4514RD1,NA,UBC_Hunt,AV,NA
U4515,RNA_DNA,S4515RD1,NA,UBC_Hunt,AV,NA
U4516,RNA_DNA,S4516RD1,NA,UBC_Hunt,AV,NA
U4517,RNA_DNA,S4517RD1,NA,UBC_Hunt,AV,NA
U4518,RNA_DNA,S4518RD1,NA,UBC_Hunt,AV,NA
U4466,RNA_DNA,S4466RD1,Kidney touched by muscle of U4473,UBC_Hunt,AV,NA
U4467,RNA_DNA,S4467RD1,NA,UBC_Hunt,AV,NA
U4468,RNA_DNA,S4468RD1,NA,UBC_Hunt,AV,NA
U4469,RNA_DNA,S4469RD1,NA,UBC_Hunt,AV,NA
U4470,RNA_DNA,S4470RD1,NA,UBC_Hunt,AV,NA
U4471,RNA_DNA,S4471RD1,NA,UBC_Hunt,AV,NA
U4472,RNA_DNA,S4472RD1,NA,UBC_Hunt,AV,NA
U4473,RNA_DNA,S4473RD1,Muscle touched kidney of U4466,UBC_Hunt,AV,NA
U4510,RNA_DNA,S4510RD1,NA,UBC_Hunt,AV,NA
U4511,RNA_DNA,S4511RD1,NA,UBC_Hunt,AV,NA
U4512,RNA_DNA,S4512RD1,NA,UBC_Hunt,AV,NA
U4537,RNA_DNA,S4537RD1,NA,UBC_Hunt,AV,NA
U4538,RNA_DNA,S4538RD1,NA,UBC_Hunt,AV,NA
U4539,RNA_DNA,S4539RD1,NA,UBC_Hunt,AV,NA
U4540,RNA_DNA,S4540RD1,NA,UBC_Hunt,AV,NA
U4541,RNA_DNA,S4541RD1,NA,UBC_Hunt,AV,NA
U4519,RNA_DNA,S4519RD1,NA,UBC_Hunt,AV,NA
U4520,RNA_DNA,S4520RD1,NA,UBC_Hunt,AV,NA
U4521,RNA_DNA,S4521RD1,NA,UBC_Hunt,AV,NA
U4522,RNA_DNA,S4522RD1,NA,UBC_Hunt,AV,NA
U4523,RNA_DNA,S4523RD1,NA,UBC_Hunt,AV,NA
U4390,RNA_DNA,S4390RD1,NA,UBC_Hunt,AV,NA
U4585,RNA_DNA,S4585RD1,NA,UBC_Hunt,AV,NA
U4586,RNA_DNA,S4586RD1,NA,UBC_Hunt,AV,NA
U4474,RNA_DNA,S4474RD1,NA,UBC_Hunt,AV,NA
U4475,RNA_DNA,S4475RD1,NA,UBC_Hunt,AV,NA
U4476,RNA_DNA,S4476RD1,NA,UBC_Hunt,AV,NA
U4477,RNA_DNA,S4477RD1,NA,UBC_Hunt,AV,NA
U4478,RNA_DNA,S4478RD1,NA,UBC_Hunt,AV,NA
U4479,RNA_DNA,S4479RD1,NA,UBC_Hunt,AV,NA
U4480,RNA_DNA,S4480RD1,NA,UBC_Hunt,AV,NA
U4481,RNA_DNA,S4481RD1,NA,UBC_Hunt,AV,NA
U4542,RNA_DNA,S4542RD1,NA,UBC_Hunt,AV,NA
U4543,RNA_DNA,S4543RD1,NA,UBC_Hunt,AV,NA
U4544,RNA_DNA,S4544RD1,NA,UBC_Hunt,AV,NA
U4545,RNA_DNA,S4545RD1,NA,UBC_Hunt,AV,NA
U4546,RNA_DNA,S4546RD1,NA,UBC_Hunt,AV,NA
U4547,RNA_DNA,S4547RD1,NA,UBC_Hunt,AV,NA
U4548,RNA_DNA,S4548RD1,NA,UBC_Hunt,AV,NA
U4549,RNA_DNA,S4549RD1,NA,UBC_Hunt,AV,NA
U4550,RNA_DNA,S4550RD1,NA,UBC_Hunt,AV,NA
U4551,RNA_DNA,S4551RD1,NA,UBC_Hunt,AV,NA
U4552,RNA_DNA,S4552RD1,NA,UBC_Hunt,AV,NA
U4553,RNA_DNA,S4553RD1,NA,UBC_Hunt,AV,NA
U4610,RNA_DNA,S4610RD1,NA,UBC_Hunt,AV,NA
U4611,RNA_DNA,S4611RD1,NA,UBC_Hunt,AV,NA
U4612,RNA_DNA,S4612RD1,NA,UBC_Hunt,AV,NA
U4613,RNA_DNA,S4613RD1,NA,UBC_Hunt,AV,NA
U4382,RNA_DNA,S4382RD1,NA,UBC_Hunt,AV,NA
U4383,RNA_DNA,S4383RD1,NA,UBC_Hunt,AV,NA
U4384,RNA_DNA,S4384RD1,NA,UBC_Hunt,AV,NA
U4385,RNA_DNA,S4385RD1,NA,UBC_Hunt,AV,NA
U4386,RNA_DNA,S4386RD1,NA,UBC_Hunt,AV,NA
U4387,RNA_DNA,S4387RD1,NA,UBC_Hunt,AV,NA
U4388,RNA_DNA,S4388RD1,NA,UBC_Hunt,AV,NA
U4389,RNA_DNA,S4389RD1,NA,UBC_Hunt,AV,NA
U4482,RNA_DNA,S4482RD1,NA,UBC_Hunt,AV,NA
U4483,RNA_DNA,S4483RD1,NA,UBC_Hunt,AV,NA
U4484,RNA_DNA,S4484RD1,NA,UBC_Hunt,AV,NA
U4485,RNA_DNA,S4485RD1,NA,UBC_Hunt,AV,NA
U4486,RNA_DNA,S4486RD1,NA,UBC_Hunt,AV,NA
U4487,RNA_DNA,S4487RD1,NA,UBC_Hunt,AV,NA
U4488,RNA_DNA,S4488RD1,NA,UBC_Hunt,AV,NA
U4609,RNA_DNA,S4609RD1,NA,UBC_Hunt,AV,NA
U4587,RNA_DNA,S4587RD1,NA,UBC_Hunt,AV,NA
U4588,RNA_DNA,S4588RD1,NA,UBC_Hunt,AV,NA
U4589,RNA_DNA,S4589RD1,NA,UBC_Hunt,AV,NA
U4590,RNA_DNA,S4590RD1,NA,UBC_Hunt,AV,NA
U4591,RNA_DNA,S4591RD1,NA,UBC_Hunt,AV,NA
U4524,RNA_DNA,S4524RD1,NA,UBC_Hunt,AV,NA
U4525,RNA_DNA,S4525RD1,NA,UBC_Hunt,AV,NA
U4526,RNA_DNA,S4526RD1,NA,UBC_Hunt,AV,NA
U4614,RNA_DNA,S4614RD1,NA,UBC_Hunt,AV,NA
U4615,RNA_DNA,S4615RD1,NA,UBC_Hunt,AV,NA
U4616,RNA_DNA,S4616RD1,NA,UBC_Hunt,AV,NA
U4617,RNA_DNA,S4617RD1,NA,UBC_Hunt,AV,NA
U4618,RNA_DNA,S4618RD1,NA,UBC_Hunt,AV,NA
U4619,RNA_DNA,S4619RD1,NA,UBC_Hunt,AV,NA
U4620,RNA_DNA,S4620RD1,NA,UBC_Hunt,AV,NA
U4621,RNA_DNA,S4621RD1,NA,UBC_Hunt,AV,NA
U4554,RNA_DNA,S4554RD1,NA,UBC_Hunt,AV,NA
U4555,RNA_DNA,S4555RD1,NA,UBC_Hunt,AV,NA
U4556,RNA_DNA,S4556RD1,NA,UBC_Hunt,AV,NA
U4557,RNA_DNA,S4557RD1,fish slid on to sterilized part of bench,UBC_Hunt,AV,NA
U4558,RNA_DNA,S4558RD1,NA,UBC_Hunt,AV,NA
U4559,RNA_DNA,S4559RD1,NA,UBC_Hunt,AV,NA
U4560,RNA_DNA,S4560RD1,NA,UBC_Hunt,AV,NA
U4561,RNA_DNA,S4561RD1,NA,UBC_Hunt,AV,NA
U4391,RNA_DNA,S4391RD1,NA,UBC_Hunt,AV,NA
U4392,RNA_DNA,S4392RD1,NA,UBC_Hunt,AV,NA
U4633,RNA_DNA,S4633RD1,NA,UBC_Hunt,AV,NA
U4634,RNA_DNA,S4634RD1,NA,UBC_Hunt,AV,NA
U4635,RNA_DNA,S4635RD1,NA,UBC_Hunt,AV,NA
U4636,RNA_DNA,S4636RD1,NA,UBC_Hunt,AV,NA
U4637,RNA_DNA,S4637RD1,NA,UBC_Hunt,AV,NA
U4638,RNA_DNA,S4638RD1,NA,UBC_Hunt,AV,NA
U4622,RNA_DNA,S4622RD1,NA,UBC_Hunt,AV,NA
U4623,RNA_DNA,S4623RD1,NA,UBC_Hunt,AV,NA
U4624,RNA_DNA,S4624RD1,NA,UBC_Hunt,AV,NA
U4625,RNA_DNA,S4625RD1,NA,UBC_Hunt,AV,NA
U4626,RNA_DNA,S4626RD1,NA,UBC_Hunt,AV,NA
U4627,RNA_DNA,S4627RD1,NA,UBC_Hunt,AV,NA
U4628,RNA_DNA,S4628RD1,NA,UBC_Hunt,AV,NA
U4629,RNA_DNA,S4629RD1,NA,UBC_Hunt,AV,NA
U4527,RNA_DNA,S4527RD1,NA,UBC_Hunt,AV,NA
U4528,RNA_DNA,S4528RD1,NA,UBC_Hunt,AV,NA
U4529,RNA_DNA,S4529RD1,NA,UBC_Hunt,AV,NA
U4530,RNA_DNA,S4530RD1,NA,UBC_Hunt,AV,NA
U4531,RNA_DNA,S4531RD1,NA,UBC_Hunt,AV,NA
U4532,RNA_DNA,S4532RD1,NA,UBC_Hunt,AV,NA
U4533,RNA_DNA,S4533RD1,NA,UBC_Hunt,AV,NA
U4534,RNA_DNA,S4534RD1,NA,UBC_Hunt,AV,NA
U4535,RNA_DNA,S4535RD1,NA,UBC_Hunt,AV,NA
U4536,RNA_DNA,S4536RD1,NA,UBC_Hunt,AV,NA
U4657,RNA_DNA,S4657RD1,NA,UBC_Hunt,AV,NA
U4658,RNA_DNA,S4658RD1,NA,UBC_Hunt,AV,NA
U4659,RNA_DNA,S4659RD1,NA,UBC_Hunt,AV,NA
U4660,RNA_DNA,S4660RD1,NA,UBC_Hunt,AV,NA
U4661,RNA_DNA,S4661RD1,NA,UBC_Hunt,AV,NA
U4662,RNA_DNA,S4662RD1,NA,UBC_Hunt,AV,NA
U4562,RNA_DNA,S4562RD1,NA,UBC_Hunt,AV,NA
U4563,RNA_DNA,S4563RD1,NA,UBC_Hunt,AV,NA
U4564,RNA_DNA,S4564RD1,NA,UBC_Hunt,AV,NA
U4565,RNA_DNA,S4565RD1,NA,UBC_Hunt,AV,NA
U4566,RNA_DNA,S4566RD1,NA,UBC_Hunt,AV,NA
U4567,RNA_DNA,S4567RD1,NA,UBC_Hunt,AV,NA
U4568,RNA_DNA,S4568RD1,NA,UBC_Hunt,AV,NA
U4569,RNA_DNA,S4569RD1,NA,UBC_Hunt,AV,NA
U4630,RNA_DNA,S4630RD1,NA,UBC_Hunt,AV,NA
U4631,RNA_DNA,S4631RD1,NA,UBC_Hunt,AV,NA
U4632,RNA_DNA,S4632RD1,NA,UBC_Hunt,AV,NA
U4681,RNA_DNA,S4681RD1,NA,UBC_Hunt,AV,NA
U4682,RNA_DNA,S4682RD1,NA,UBC_Hunt,AV,NA
U4683,RNA_DNA,S4683RD1,NA,UBC_Hunt,AV,NA
U4684,RNA_DNA,S4684RD1,NA,UBC_Hunt,AV,NA
U4685,RNA_DNA,S4685RD1,NA,UBC_Hunt,AV,NA
U4663,RNA_DNA,S4663RD1,NA,UBC_Hunt,AV,NA
U4664,RNA_DNA,S4664RD1,NA,UBC_Hunt,AV,NA
U4665,RNA_DNA,S4665RD1,NA,UBC_Hunt,AV,NA
U4666,RNA_DNA,S4666RD1,NA,UBC_Hunt,AV,NA
U4667,RNA_DNA,S4667RD1,NA,UBC_Hunt,AV,NA
U4668,RNA_DNA,S4668RD1,NA,UBC_Hunt,AV,NA
U4669,RNA_DNA,S4669RD1,NA,UBC_Hunt,AV,NA
U4670,RNA_DNA,S4670RD1,NA,UBC_Hunt,AV,NA
U4570,RNA_DNA,S4570RD1,NA,UBC_Hunt,AV,NA
U4571,RNA_DNA,S4571RD1,NA,UBC_Hunt,AV,NA
U4572,RNA_DNA,S4572RD1,NA,UBC_Hunt,AV,NA
U4573,RNA_DNA,S4573RD1,NA,UBC_Hunt,AV,NA
U4574,RNA_DNA,S4574RD1,NA,UBC_Hunt,AV,NA
U4575,RNA_DNA,S4575RD1,NA,UBC_Hunt,AV,NA
U4576,RNA_DNA,S4576RD1,NA,UBC_Hunt,AV,NA
U4577,RNA_DNA,S4577RD1,NA,UBC_Hunt,AV,NA
U4686,RNA_DNA,S4686RD1,NA,UBC_Hunt,AV,NA
U4687,RNA_DNA,S4687RD1,NA,UBC_Hunt,AV,NA
U4688,RNA_DNA,S4688RD1,NA,UBC_Hunt,AV,NA
