sample_type,sample_id,ufn,sample_comments,analyzing_lab,sample_quality_flag,sample_quality_log
RNA_DNA,S22180RD1,U22180,NA,NA,AV,NA
RNA_DNA,S22176RD1,U22176,NA,NA,AV,NA
RNA_DNA,S22175RD1,U22175,NA,NA,AV,NA
RNA_DNA,S20535RD1,U20535,NA,NA,AV,NA
RNA_DNA,S20540RD1,U20540,NA,NA,AV,NA
RNA_DNA,S20539RD1,U20539,NA,NA,AV,NA
RNA_DNA,S20538RD1,U20538,NA,NA,AV,NA
RNA_DNA,S20532RD1,U20532,NA,NA,AV,NA
RNA_DNA,S20537RD1,U20537,NA,NA,AV,NA
RNA_DNA,S20536RD1,U20536,NA,NA,AV,NA
RNA_DNA,S22502RD1,U22502,NA,NA,AV,NA
RNA_DNA,S22259RD1,U22259,NA,NA,AV,NA
RNA_DNA,S22258RD1,U22258,NA,NA,AV,NA
RNA_DNA,S22256RD1,U22256,NA,NA,AV,NA
RNA_DNA,S22255RD1,U22255,NA,NA,AV,NA
RNA_DNA,S22251RD1,U22251,NA,NA,AV,NA
RNA_DNA,S22252RD1,U22252,NA,NA,AV,NA
RNA_DNA,S22257RD1,U22257,NA,NA,AV,NA
RNA_DNA,S22254RD1,U22254,NA,NA,AV,NA
RNA_DNA,S22253RD1,U22253,Touched by muscle from U22260,NA,AV,NA
RNA_DNA,S22260RD1,U22260,Muscle touched tube E3,NA,AV,NA
RNA_DNA,S20534RD1,U20534,NA,NA,AV,NA
RNA_DNA,S20531RD1,U20531,NA,NA,AV,NA
RNA_DNA,S20533RD1,U20533,NA,NA,AV,NA
RNA_DNA,S21314RD1,U21314,NA,NA,AV,NA
RNA_DNA,S21313RD1,U21313,NA,NA,AV,NA
RNA_DNA,S21311RD1,U21311,NA,NA,AV,NA
RNA_DNA,S21312RD1,U21312,NA,NA,AV,NA
RNA_DNA,S21315RD1,U21315,NA,NA,AV,NA
RNA_DNA,S21981RD1,U21981,NA,NA,AV,NA
RNA_DNA,S21987RD1,U21987,NA,NA,AV,NA
RNA_DNA,S21985RD1,U21985,NA,NA,AV,NA
RNA_DNA,S21986RD1,U21986,NA,NA,AV,NA
RNA_DNA,S21983RD1,U21983,NA,NA,AV,NA
RNA_DNA,S21982RD1,U21982,NA,NA,AV,NA
RNA_DNA,S21984RD1,U21984,NA,NA,AV,NA
RNA_DNA,S21988RD1,U21988,NA,NA,AV,NA
RNA_DNA,S21989RD1,U21989,NA,NA,AV,NA
RNA_DNA,S21990RD1,U21990,NA,NA,AV,NA
RNA_DNA,S21865RD1,U21865,NA,NA,AV,NA
RNA_DNA,S21864RD1,U21864,NA,NA,AV,NA
RNA_DNA,S21861RD1,U21861,NA,NA,AV,NA
RNA_DNA,S21868RD1,U21868,NA,NA,AV,NA
RNA_DNA,S21863RD1,U21863,NA,NA,AV,NA
RNA_DNA,S21870RD1,U21870,NA,NA,AV,NA
RNA_DNA,S21867RD1,U21867,NA,NA,AV,NA
RNA_DNA,S21839RD1,U21839,NA,NA,AV,NA
RNA_DNA,S21833RD1,U21833,NA,NA,AV,NA
RNA_DNA,S21838RD1,U21838,NA,NA,AV,NA
RNA_DNA,S21837RD1,U21837,NA,NA,AV,NA
RNA_DNA,S21832RD1,U21832,NA,NA,AV,NA
RNA_DNA,S21831RD1,U21831,NA,NA,AV,NA
RNA_DNA,S21835RD1,U21835,NA,NA,AV,NA
RNA_DNA,S21840RD1,U21840,NA,NA,AV,NA
RNA_DNA,S21834RD1,U21834,NA,NA,AV,NA
RNA_DNA,S21862RD1,U21862,NA,NA,AV,NA
RNA_DNA,S21866RD1,U21866,NA,NA,AV,NA
RNA_DNA,S21869RD1,U21869,NA,NA,AV,NA
RNA_DNA,S21438RD1,U21438,NA,NA,AV,NA
RNA_DNA,S21436RD1,U21436,NA,NA,AV,NA
RNA_DNA,S21435RD1,U21435,NA,NA,AV,NA
RNA_DNA,S21434RD1,U21434,NA,NA,AV,NA
RNA_DNA,S21431RD1,U21431,NA,NA,AV,NA
RNA_DNA,S21433RD1,U21433,NA,NA,AV,NA
RNA_DNA,S21437RD1,U21437,NA,NA,AV,NA
RNA_DNA,S21432RD1,U21432,NA,NA,AV,NA
RNA_DNA,S21439RD1,U21439,NA,NA,AV,NA
RNA_DNA,S21440RD1,U21440,NA,NA,AV,NA
RNA_DNA,S21994RD1,U21994,NA,NA,AV,NA
RNA_DNA,S21993RD1,U21993,NA,NA,AV,NA
RNA_DNA,S21998RD1,U21998,NA,NA,AV,NA
RNA_DNA,S21992RD1,U21992,NA,NA,AV,NA
RNA_DNA,S21995RD1,U21995,NA,NA,AV,NA
RNA_DNA,S21999RD1,U21999,NA,NA,AV,NA
RNA_DNA,S21996RD1,U21996,NA,NA,AV,NA
RNA_DNA,S21991RD1,U21991,NA,NA,AV,NA
RNA_DNA,S22000RD1,U22000,NA,NA,AV,NA
RNA_DNA,S21997RD1,U21997,NA,NA,AV,NA
RNA_DNA,S21826RD1,U21826,NA,NA,AV,NA
RNA_DNA,S21827RD1,U21827,NA,NA,AV,NA
RNA_DNA,S21828RD1,U21828,NA,NA,AV,NA
RNA_DNA,S21830RD1,U21830,Dropped fish on lab bench before extracting any samples,NA,AV,NA
RNA_DNA,S21829RD1,U21829,NA,NA,AV,NA
RNA_DNA,S21824RD1,U21824,NA,NA,AV,NA
RNA_DNA,S21823RD1,U21823,NA,NA,AV,NA
RNA_DNA,S21821RD1,U21821,NA,NA,AV,NA
RNA_DNA,S21822RD1,U21822,NA,NA,AV,NA
RNA_DNA,S21825RD1,U21825,NA,NA,AV,NA
RNA_DNA,S21361RD1,U21361,NA,Hakai,AV,NA
RNA_DNA,S22341RD1,U22341,NA,NA,AV,NA
RNA_DNA,S22342RD1,U22342,Fish fell on lab bench before taking any samples,NA,AV,NA
RNA_DNA,S22371RD1,U22371,Dropped fish on lab bench and fish touched lab coat,NA,AV,NA
RNA_DNA,S21891RD1,U21891,NA,NA,AV,NA
RNA_DNA,S21897RD1,U21897,NA,NA,AV,NA
RNA_DNA,S21896RD1,U21896,NA,NA,AV,NA
RNA_DNA,S21892RD1,U21892,NA,NA,AV,NA
RNA_DNA,S21899RD1,U21899,NA,NA,AV,NA
RNA_DNA,S21898RD1,U21898,NA,NA,AV,NA
RNA_DNA,S21900RD1,U21900,NA,NA,AV,NA
RNA_DNA,S21895RD1,U21895,NA,NA,AV,NA
RNA_DNA,S21893RD1,U21893,NA,NA,AV,NA
RNA_DNA,S21894RD1,U21894,NA,NA,AV,NA
RNA_DNA,S20707RD1,U20707,NA,Hakai,AV,NA
RNA_DNA,S20708RD1,U20708,NA,Hakai,AV,NA
RNA_DNA,S20706RD1,U20706,NA,NA,AV,NA
RNA_DNA,S20705RD1,U20705,NA,Hakai,AV,NA
RNA_DNA,S20702RD1,U20702,NA,NA,AV,NA
RNA_DNA,S20709RD1,U20709,Fish fell on bench,NA,AV,NA
RNA_DNA,S20710RD1,U20710,NA,NA,AV,NA
RNA_DNA,S20704RD1,U20704,NA,NA,AV,NA
RNA_DNA,S20703RD1,U20703,NA,Hakai,AV,NA
RNA_DNA,S20701RD1,U20701,NA,Hakai,AV,NA
RNA_DNA,S21836RD1,U21836,NA,NA,AV,NA
RNA_DNA,S21214RD1,U21214,NA,Hakai,AV,NA
RNA_DNA,S21211RD1,U21211,NA,Hakai,AV,NA
RNA_DNA,S21212RD1,U21212,NA,NA,AV,NA
RNA_DNA,S20863RD1,U20863,Fish fell on bench,Hakai,AV,NA
RNA_DNA,S20867RD1,U20867,NA,NA,AV,NA
RNA_DNA,S20868RD1,U20868,NA,Hakai,AV,NA
RNA_DNA,S22237RD1,U22237,NA,NA,AV,NA
RNA_DNA,S22240RD1,U22240,NA,NA,AV,NA
RNA_DNA,S22235RD1,U22235,NA,NA,AV,NA
RNA_DNA,S22234RD1,U22234,NA,NA,AV,NA
RNA_DNA,S22238RD1,U22238,NA,NA,AV,NA
RNA_DNA,S22298RD1,U22298,NA,NA,AV,NA
RNA_DNA,S22300RD1,U22300,NA,NA,AV,NA
RNA_DNA,S22299RD1,U22299,NA,NA,AV,NA
RNA_DNA,S22291RD1,U22291,NA,NA,AV,NA
RNA_DNA,S22293RD1,U22293,NA,NA,AV,NA
RNA_DNA,S22295RD1,U22295,NA,NA,AV,NA
RNA_DNA,S22292RD1,U22292,NA,NA,AV,NA
RNA_DNA,S22297RD1,U22297,NA,NA,AV,NA
RNA_DNA,S22294RD1,U22294,NA,NA,AV,NA
RNA_DNA,S22296RD1,U22296,Fish fell on bench,NA,AV,NA
RNA_DNA,S20712RD1,U20712,NA,Hakai,AV,NA
RNA_DNA,S20718RD1,U20718,NA,NA,AV,NA
RNA_DNA,S20719RD1,U20719,NA,Hakai,AV,NA
RNA_DNA,S20713RD1,U20713,NA,NA,AV,NA
RNA_DNA,S20720RD1,U20720,NA,NA,AV,NA
RNA_DNA,S20711RD1,U20711,Fish touched lab bench,Hakai,AV,NA
RNA_DNA,S20717RD1,U20717,NA,NA,AV,NA
RNA_DNA,S20716RD1,U20716,NA,NA,AV,NA
RNA_DNA,S20714RD1,U20714,NA,NA,AV,NA
RNA_DNA,S20715RD1,U20715,NA,NA,AV,NA
RNA_DNA,S21213RD1,U21213,NA,Hakai,AV,NA
RNA_DNA,S20126RD1,U20126,NA,NA,AV,NA
RNA_DNA,S20130RD1,U20130,NA,NA,AV,NA
RNA_DNA,S20123RD1,U20123,Sample taken from XM sample. Sample likely only includes tissue above the lateral line,NA,AV,NA
RNA_DNA,S20050RD1,U20050,NA,NA,AV,NA
RNA_DNA,S20045RD1,U20045,NA,NA,AV,NA
RNA_DNA,S20049RD1,U20049,NA,NA,AV,NA
RNA_DNA,S20048RD1,U20048,Took RNA:DNA sample a bit forward to avoid lesions,NA,AV,NA
RNA_DNA,S20042RD1,U20042,NA,NA,AV,NA
RNA_DNA,S20041RD1,U20041,NA,NA,AV,NA
RNA_DNA,S20043RD1,U20043,NA,Hakai,AV,NA
RNA_DNA,S20044RD1,U20044,NA,NA,AV,NA
RNA_DNA,S20047RD1,U20047,Dropped fish on lab bench,NA,AV,NA
RNA_DNA,S20046RD1,U20046,NA,NA,AV,NA
RNA_DNA,S20094RD1,U20094,NA,NA,AV,NA
RNA_DNA,S20095RD1,U20095,NA,NA,AV,NA
RNA_DNA,S21601RD1,U21601,NA,NA,AV,NA
RNA_DNA,S21602RD1,U21602,NA,NA,AV,NA
RNA_DNA,S21603RD1,U21603,NA,NA,AV,NA
RNA_DNA,S21609RD1,U21609,NA,Hakai,AV,NA
RNA_DNA,S21604RD1,U21604,NA,Hakai,AV,NA
RNA_DNA,S21606RD1,U21606,NA,NA,AV,NA
RNA_DNA,S21607RD1,U21607,NA,NA,AV,NA
RNA_DNA,S21608RD1,U21608,NA,NA,AV,NA
RNA_DNA,S21605RD1,U21605,NA,NA,AV,NA
RNA_DNA,S21610RD1,U21610,NA,Hakai,AV,NA
RNA_DNA,S21181RD1,U21181,NA,Hakai,AV,NA
RNA_DNA,S21182RD1,U21182,NA,Hakai,AV,NA
RNA_DNA,S21183RD1,U21183,NA,Hakai,AV,NA
RNA_DNA,S20139RD1,U20139,Sample taken from XM sample. Sample likely only includes tissue above the lateral line,NA,AV,NA
RNA_DNA,S20140RD1,U20140,NA,NA,AV,NA
RNA_DNA,S20132RD1,U20132,NA,NA,AV,NA
RNA_DNA,S20133RD1,U20133,Touched by S20131RD1,NA,AV,NA
RNA_DNA,S20131RD1,U20131,Touched S20133RD1,NA,AV,NA
RNA_DNA,S20138RD1,U20138,NA,Hakai,AV,NA
RNA_DNA,S20134RD1,U20134,NA,NA,AV,NA
RNA_DNA,S20135RD1,U20135,Fish touched scale & lab bench,NA,AV,NA
RNA_DNA,S20136RD1,U20136,NA,NA,AV,NA
RNA_DNA,S20137RD1,U20137,NA,NA,AV,NA
RNA_DNA,S20091RD1,U20091,NA,NA,AV,NA
RNA_DNA,S20093RD1,U20093,NA,NA,AV,NA
RNA_DNA,S20092RD1,U20092,NA,NA,AV,NA
RNA_DNA,S20098RD1,U20098,NA,NA,AV,NA
RNA_DNA,S20100RD1,U20100,NA,NA,AV,NA
RNA_DNA,S20097RD1,U20097,NA,NA,AV,NA
RNA_DNA,S20099RD1,U20099,NA,NA,AV,NA
RNA_DNA,S20096RD1,U20096,NA,Hakai,AV,NA
RNA_DNA,S20105RD1,U20105,NA,NA,AV,NA
RNA_DNA,S20106RD1,U20106,NA,Hakai,AV,NA
RNA_DNA,S20107RD1,U20107,NA,NA,AV,NA
RNA_DNA,S20108RD1,U20108,NA,NA,AV,NA
RNA_DNA,S20102RD1,U20102,NA,NA,AV,NA
RNA_DNA,S20101RD1,U20101,NA,NA,AV,NA
RNA_DNA,S20121RD1,U20121,NA,NA,AV,NA
RNA_DNA,S20127RD1,U20127,NA,Hakai,AV,NA
RNA_DNA,S20122RD1,U20122,NA,NA,AV,NA
RNA_DNA,S20129RD1,U20129,NA,NA,AV,NA
RNA_DNA,S20128RD1,U20128,NA,NA,AV,NA
RNA_DNA,S20125RD1,U20125,NA,NA,AV,NA
RNA_DNA,S20103RD1,U20103,NA,Hakai,AV,NA
RNA_DNA,S20104RD1,U20104,NA,NA,AV,NA
RNA_DNA,S20110RD1,U20110,NA,NA,AV,NA
RNA_DNA,S20109RD1,U20109,NA,Hakai,AV,NA
RNA_DNA,S20348RD1,U20348,NA,Hakai,AV,NA
RNA_DNA,S20350RD1,U20350,NA,NA,AV,NA
RNA_DNA,S20349RD1,U20349,NA,NA,AV,NA
RNA_DNA,S20347RD1,U20347,NA,NA,AV,NA
RNA_DNA,S20345RD1,U20345,NA,NA,AV,NA
RNA_DNA,S20346RD1,U20346,NA,Hakai,AV,NA
RNA_DNA,S20341RD1,U20341,NA,NA,AV,NA
RNA_DNA,S20343RD1,U20343,NA,NA,AV,NA
RNA_DNA,S20342RD1,U20342,NA,NA,AV,NA
RNA_DNA,S20344RD1,U20344,NA,NA,AV,NA
RNA_DNA,S20750RD1,U20750,NA,Hakai,AV,NA
RNA_DNA,S20124RD1,U20124,NA,NA,AV,NA
RNA_DNA,S22554RD1,U22554,NA,NA,AV,NA
RNA_DNA,S22556RD1,U22556,NA,NA,AV,NA
RNA_DNA,S22558RD1,U22558,NA,NA,AV,NA
RNA_DNA,S22553RD1,U22553,NA,NA,AV,NA
RNA_DNA,S22551RD1,U22551,NA,NA,AV,NA
RNA_DNA,S22552RD1,U22552,NA,NA,AV,NA
RNA_DNA,S22559RD1,U22559,NA,NA,AV,NA
RNA_DNA,S22560RD1,U22560,NA,NA,AV,NA
RNA_DNA,S22557RD1,U22557,NA,NA,AV,NA
RNA_DNA,S22555RD1,U22555,NA,NA,AV,NA
RNA_DNA,S20231RD1,U20231,NA,NA,AV,NA
RNA_DNA,S20237RD1,U20237,NA,NA,AV,NA
RNA_DNA,S20239RD1,U20239,NA,NA,AV,NA
RNA_DNA,S20240RD1,U20240,NA,NA,AV,NA
RNA_DNA,S20236RD1,U20236,NA,Hakai,AV,NA
RNA_DNA,S20232RD1,U20232,NA,NA,AV,NA
RNA_DNA,S20233RD1,U20233,NA,NA,AV,NA
RNA_DNA,S20234RD1,U20234,NA,Hakai,AV,NA
RNA_DNA,S20235RD1,U20235,NA,NA,AV,NA
RNA_DNA,S20238RD1,U20238,NA,NA,AV,NA
RNA_DNA,S20227RD1,U20227,NA,NA,AV,NA
RNA_DNA,S20230RD1,U20230,NA,Hakai,AV,NA
RNA_DNA,S20745RD1,U20745,NA,NA,AV,NA
RNA_DNA,S20743RD1,U20743,NA,NA,AV,NA
RNA_DNA,S20744RD1,U20744,NA,NA,AV,NA
RNA_DNA,S20749RD1,U20749,Dropped RNA sample on dissection tray,Hakai,AV,NA
RNA_DNA,S20746RD1,U20746,NA,NA,AV,NA
RNA_DNA,S20742RD1,U20742,NA,NA,AV,NA
RNA_DNA,S20747RD1,U20747,NA,NA,AV,NA
RNA_DNA,S20748RD1,U20748,NA,NA,AV,NA
RNA_DNA,S20741RD1,U20741,Dropped RNA sample on dissection tray,NA,AV,NA
RNA_DNA,S20202RD1,U20202,NA,Hakai,AV,NA
RNA_DNA,S20201RD1,U20201,NA,NA,AV,NA
RNA_DNA,S20203RD1,U20203,NA,NA,AV,NA
RNA_DNA,S20205RD1,U20205,NA,NA,AV,NA
RNA_DNA,S20229RD1,U20229,NA,NA,AV,NA
RNA_DNA,S20228RD1,U20228,NA,Hakai,AV,NA
RNA_DNA,S20225RD1,U20225,NA,NA,AV,NA
RNA_DNA,S20224RD1,U20224,NA,NA,AV,NA
RNA_DNA,S20223RD1,U20223,NA,NA,AV,NA
RNA_DNA,S20210RD1,U20210,NA,NA,AV,NA
RNA_DNA,S20209RD1,U20209,NA,NA,AV,NA
RNA_DNA,S20208RD1,U20208,NA,NA,AV,NA
RNA_DNA,S20206RD1,U20206,NA,NA,AV,NA
RNA_DNA,S20207RD1,U20207,NA,NA,AV,NA
RNA_DNA,S20204RD1,U20204,NA,NA,AV,NA
RNA_DNA,S20339RD1,U20339,NA,NA,AV,NA
RNA_DNA,S20337RD1,U20337,NA,NA,AV,NA
RNA_DNA,S20336RD1,U20336,NA,NA,AV,NA
RNA_DNA,S20338RD1,U20338,NA,NA,AV,NA
RNA_DNA,S20332RD1,U20332,NA,NA,AV,NA
RNA_DNA,S20333RD1,U20333,NA,NA,AV,NA
RNA_DNA,S20331RD1,U20331,NA,NA,AV,NA
RNA_DNA,S20340RD1,U20340,NA,NA,AV,NA
RNA_DNA,S20335RD1,U20335,NA,NA,AV,NA
RNA_DNA,S20334RD1,U20334,NA,NA,AV,NA
RNA_DNA,S20222RD1,U20222,NA,NA,AV,NA
RNA_DNA,S20221RD1,U20221,NA,NA,AV,NA
RNA_DNA,S20226RD1,U20226,NA,NA,AV,NA
RNA_DNA,S21521RD1,U21521,NA,Hakai,AV,NA
RNA_DNA,S21522RD1,U21522,NA,Hakai,AV,NA
RNA_DNA,S20330RD1,U20330,NA,NA,AV,NA
RNA_DNA,S20321RD1,U20321,NA,NA,AV,NA
RNA_DNA,S20325RD1,U20325,NA,NA,AV,NA
RNA_DNA,S20324RD1,U20324,NA,NA,AV,NA
RNA_DNA,S20326RD1,U20326,NA,Hakai,AV,NA
RNA_DNA,S20323RD1,U20323,NA,NA,AV,NA
RNA_DNA,S20327RD1,U20327,NA,Hakai,AV,NA
RNA_DNA,S20328RD1,U20328,NA,NA,AV,NA
RNA_DNA,S20329RD1,U20329,NA,Hakai,AV,NA
RNA_DNA,S20322RD1,U20322,NA,NA,AV,NA
RNA_DNA,S21855RD1,U21855,NA,NA,AV,NA
RNA_DNA,S21857RD1,U21857,NA,NA,AV,NA
RNA_DNA,S21859RD1,U21859,NA,NA,AV,NA
RNA_DNA,S21860RD1,U21860,NA,NA,AV,NA
RNA_DNA,S21851RD1,U21851,NA,NA,AV,NA
RNA_DNA,S21852RD1,U21852,NA,NA,AV,NA
RNA_DNA,S21853RD1,U21853,NA,NA,AV,NA
RNA_DNA,S21856RD1,U21856,Fish fell on bench,NA,AV,NA
RNA_DNA,S21858RD1,U21858,NA,NA,AV,NA
RNA_DNA,S21854RD1,U21854,NA,NA,AV,NA
RNA_DNA,S20620RD1,U20620,NA,NA,AV,NA
RNA_DNA,S20612RD1,U20612,NA,NA,AV,NA
RNA_DNA,S20613RD1,U20613,NA,NA,AV,NA
RNA_DNA,S20614RD1,U20614,NA,NA,AV,NA
RNA_DNA,S20611RD1,U20611,NA,NA,AV,NA
RNA_DNA,S20617RD1,U20617,NA,NA,AV,NA
RNA_DNA,S20619RD1,U20619,NA,NA,AV,NA
RNA_DNA,S20616RD1,U20616,NA,NA,AV,NA
RNA_DNA,S20618RD1,U20618,NA,NA,AV,NA
RNA_DNA,S20615RD1,U20615,NA,NA,AV,NA
RNA_DNA,S20790RD1,U20790,NA,NA,AV,NA
RNA_DNA,S20789RD1,U20789,NA,NA,AV,NA
RNA_DNA,S20788RD1,U20788,NA,NA,AV,NA
RNA_DNA,S20784RD1,U20784,NA,NA,AV,NA
RNA_DNA,S20781RD1,U20781,NA,NA,AV,NA
RNA_DNA,S20785RD1,U20785,NA,NA,AV,NA
RNA_DNA,S20787RD1,U20787,NA,NA,AV,NA
RNA_DNA,S20783RD1,U20783,Fish fell on bench,NA,AV,NA
RNA_DNA,S20786RD1,U20786,NA,NA,AV,NA
RNA_DNA,S20782RD1,U20782,NA,NA,AV,NA
RNA_DNA,S20671RD1,U20671,NA,NA,AV,NA
RNA_DNA,S20031RD1,U20031,NA,NA,AV,NA
RNA_DNA,S20776RD1,U20776,NA,NA,AV,NA
RNA_DNA,S20771RD1,U20771,NA,NA,AV,NA
RNA_DNA,S20772RD1,U20772,NA,NA,AV,NA
RNA_DNA,S20773RD1,U20773,NA,NA,AV,NA
RNA_DNA,S20775RD1,U20775,NA,NA,AV,NA
RNA_DNA,S20777RD1,U20777,NA,NA,AV,NA
RNA_DNA,S20779RD1,U20779,NA,NA,AV,NA
RNA_DNA,S20780RD1,U20780,NA,NA,AV,NA
RNA_DNA,S20778RD1,U20778,NA,NA,AV,NA
RNA_DNA,S20774RD1,U20774,NA,NA,AV,NA
RNA_DNA,S20610RD1,U20610,NA,NA,AV,NA
RNA_DNA,S20294RD1,U20294,NA,NA,AV,NA
RNA_DNA,S20298RD1,U20298,NA,NA,AV,NA
RNA_DNA,S20296RD1,U20296,NA,NA,AV,NA
RNA_DNA,S20300RD1,U20300,muscle touched dissection tray,NA,AV,NA
RNA_DNA,S20295RD1,U20295,muscle & gill placed in opposite vials; switched. Slightly thawed.,NA,AV,NA
RNA_DNA,S20299RD1,U20299,NA,NA,AV,NA
RNA_DNA,S20292RD1,U20292,NA,NA,AV,NA
RNA_DNA,S20297RD1,U20297,NA,NA,AV,NA
RNA_DNA,S20291RD1,U20291,NA,NA,AV,NA
RNA_DNA,S20293RD1,U20293,NA,NA,AV,NA
RNA_DNA,S20607RD1,U20607,NA,NA,AV,NA
RNA_DNA,S20605RD1,U20605,NA,NA,AV,NA
RNA_DNA,S20606RD1,U20606,NA,NA,AV,NA
RNA_DNA,S20604RD1,U20604,NA,NA,AV,NA
RNA_DNA,S20603RD1,U20603,NA,NA,AV,NA
RNA_DNA,S20608RD1,U20608,NA,NA,AV,NA
RNA_DNA,S20602RD1,U20602,NA,NA,AV,NA
RNA_DNA,S20601RD1,U20601,fish fell on floor,NA,AV,NA
RNA_DNA,S20609RD1,U20609,NA,NA,AV,NA
RNA_DNA,S20282RD1,U20282,NA,NA,AV,NA
RNA_DNA,S20281RD1,U20281,NA,NA,AV,NA
RNA_DNA,S20284RD1,U20284,NA,NA,AV,NA
RNA_DNA,S20283RD1,U20283,NA,NA,AV,NA
RNA_DNA,S20440RD1,U20440,NA,NA,AV,NA
RNA_DNA,S20438RD1,U20438,NA,NA,AV,NA
RNA_DNA,S20437RD1,U20437,NA,NA,AV,NA
RNA_DNA,S20439RD1,U20439,NA,NA,AV,NA
RNA_DNA,S20434RD1,U20434,NA,NA,AV,NA
RNA_DNA,S20433RD1,U20433,NA,NA,AV,NA
RNA_DNA,S20432RD1,U20432,NA,NA,AV,NA
RNA_DNA,S20431RD1,U20431,NA,NA,AV,NA
RNA_DNA,S20436RD1,U20436,NA,NA,AV,NA
RNA_DNA,S20435RD1,U20435,NA,NA,AV,NA
RNA_DNA,S20641RD1,U20641,NA,NA,AV,NA
RNA_DNA,S20642RD1,U20642,NA,NA,AV,NA
RNA_DNA,S20643RD1,U20643,NA,NA,AV,NA
RNA_DNA,S20289RD1,U20289,NA,NA,AV,NA
RNA_DNA,S20290RD1,U20290,NA,NA,AV,NA
RNA_DNA,S20288RD1,U20288,NA,NA,AV,NA
RNA_DNA,S20286RD1,U20286,NA,NA,AV,NA
RNA_DNA,S20285RD1,U20285,NA,NA,AV,NA
RNA_DNA,S20287RD1,U20287,NA,NA,AV,NA
RNA_DNA,S20307RD1,U20307,NA,NA,AV,NA
RNA_DNA,S20309RD1,U20309,NA,NA,AV,NA
RNA_DNA,S20310RD1,U20310,NA,NA,AV,NA
RNA_DNA,S20304RD1,U20304,NA,NA,AV,NA
RNA_DNA,S20303RD1,U20303,NA,NA,AV,NA
RNA_DNA,S20306RD1,U20306,NA,NA,AV,NA
RNA_DNA,S20308RD1,U20308,NA,NA,AV,NA
RNA_DNA,S20305RD1,U20305,NA,NA,AV,NA
RNA_DNA,S20301RD1,U20301,NA,NA,AV,NA
RNA_DNA,S20302RD1,U20302,NA,NA,AV,NA
RNA_DNA,S20767RD1,U20767,NA,NA,AV,NA
RNA_DNA,S20770RD1,U20770,NA,NA,AV,NA
RNA_DNA,S20769RD1,U20769,NA,NA,AV,NA
RNA_DNA,S20761RD1,U20761,purple plastic in bag,NA,AV,NA
RNA_DNA,S20762RD1,U20762,NA,NA,AV,NA
RNA_DNA,S20459RD1,U20459,NA,NA,AV,NA
RNA_DNA,S20458RD1,U20458,NA,NA,AV,NA
RNA_DNA,S20456RD1,U20456,NA,NA,AV,NA
RNA_DNA,S20455RD1,U20455,NA,NA,AV,NA
RNA_DNA,S20460RD1,U20460,NA,NA,AV,NA
RNA_DNA,S20457RD1,U20457,NA,NA,AV,NA
RNA_DNA,S20454RD1,U20454,NA,NA,AV,NA
RNA_DNA,S20451RD1,U20451,NA,NA,AV,NA
RNA_DNA,S20453RD1,U20453,NA,NA,AV,NA
RNA_DNA,S20452RD1,U20452,NA,NA,AV,NA
RNA_DNA,S20152RD1,U20152,NA,NA,AV,NA
RNA_DNA,S20153RD1,U20153,NA,NA,AV,NA
RNA_DNA,S20151RD1,U20151,NA,NA,AV,NA
RNA_DNA,S20470RD1,U20470,NA,NA,AV,NA
RNA_DNA,S20469RD1,U20469,NA,NA,AV,NA
RNA_DNA,S20464RD1,U20464,NA,NA,AV,NA
RNA_DNA,S20462RD1,U20462,NA,NA,AV,NA
RNA_DNA,S20467RD1,U20467,NA,NA,AV,NA
RNA_DNA,S20468RD1,U20468,NA,NA,AV,NA
RNA_DNA,S20461RD1,U20461,NA,NA,AV,NA
RNA_DNA,S20466RD1,U20466,NA,NA,AV,NA
RNA_DNA,S20465RD1,U20465,NA,NA,AV,NA
RNA_DNA,S20463RD1,U20463,NA,NA,AV,NA
RNA_DNA,S21631RD1,U21631,NA,NA,AV,NA
RNA_DNA,S21638RD1,U21638,NA,NA,AV,NA
RNA_DNA,S21639RD1,U21639,NA,NA,AV,NA
RNA_DNA,S21637RD1,U21637,NA,NA,AV,NA
RNA_DNA,S21636RD1,U21636,NA,NA,AV,NA
RNA_DNA,S21640RD1,U21640,NA,NA,AV,NA
RNA_DNA,S21635RD1,U21635,NA,NA,AV,NA
RNA_DNA,S21633RD1,U21633,NA,NA,AV,NA
RNA_DNA,S21632RD1,U21632,NA,NA,AV,NA
RNA_DNA,S21634RD1,U21634,NA,NA,AV,NA
RNA_DNA,S20766RD1,U20766,NA,NA,AV,NA
RNA_DNA,S20764RD1,U20764,NA,NA,AV,NA
RNA_DNA,S20763RD1,U20763,NA,NA,AV,NA
RNA_DNA,S20765RD1,U20765,NA,NA,AV,NA
RNA_DNA,S20768RD1,U20768,NA,NA,AV,NA
RNA_DNA,S20636RD1,U20636,NA,NA,AV,NA
RNA_DNA,S20634RD1,U20634,NA,NA,AV,NA
RNA_DNA,S20633RD1,U20633,NA,NA,AV,NA
RNA_DNA,S20632RD1,U20632,NA,NA,AV,NA
RNA_DNA,S20637RD1,U20637,NA,NA,AV,NA
RNA_DNA,S20638RD1,U20638,NA,NA,AV,NA
RNA_DNA,S20635RD1,U20635,NA,NA,AV,NA
RNA_DNA,S20639RD1,U20639,NA,NA,AV,NA
RNA_DNA,S20631RD1,U20631,NA,NA,AV,NA
RNA_DNA,S20640RD1,U20640,NA,NA,AV,NA
