sample_id,ufn,Stock_1,Region_1,Prob_1,Stock_2,Region_2,Prob_2,Stock_3,Region_3,Prob_3,Stock_4,Region_4,Prob_4,Stock_5,Region_5,Prob_5
DS01105,U1716,Chilko,3,0.9218,Quesnel_Mitche,3,0.0342,Chilko-North,3,0.0221,Roaring,3,0.0059,Quesnel_Decept,3,0.0038
DS01106,U1699,MiddleShuswap,4,0.7784,L_Shuswap,4,0.0969,Little,4,0.0779,L_Adams,4,0.0251,Scotch,2,0.0151
DS01107,U1713,MiddleShuswap,4,0.5111,L_Adams,4,0.2417,L_Shuswap,4,0.1293,Chilko,3,0.0863,Little,4,0.0182
DS01108,U1696,Chilko,3,0.4331,Birkenhead,3,0.2467,Little,4,0.199,Tachie,3,0.0403,Chilko_south,2,0.0203
DS01109,U1712,MiddleShuswap,4,0.4752,L_Shuswap,4,0.3614,L_Adams,4,0.1102,Little,4,0.0465,Chilko,3,0.0045
DS01110,U1695,MiddleShuswap,4,0.6951,L_Shuswap,4,0.2086,Little,4,0.0731,L_Adams,4,0.016,Quesnel_Horsef,3,0.0056
DS01118,U2077,MiddleShuswap,4,0.7623,L_Shuswap,4,0.2291,Little,4,0.0048,L_Adams,4,0.0036,Eagle_L,4,0.0001
DS01121,U2076,Fennell,2,0.9775,MiddleShuswap,4,0.0154,L_Shuswap,4,0.0063,L_Adams,4,0.0005,Chilko,3,0.0002
DS01122,U2080,Scotch,2,0.8101,Seymour,2,0.1655,MiddleShuswap,4,0.0237,L_Shuswap,4,0.0006,L_Adams,4,0.0001
DS01123,U2079,L_Shuswap,4,0.5954,MiddleShuswap,4,0.4031,L_Adams,4,0.0009,Little,4,0.0006,,,
DS01124,U2084,Quesnel_Horsef,3,0.5326,Horsefly,3,0.4403,Quesnel_Decept,3,0.0054,U_Horsefly,3,0.0053,L_Horsefly,3,0.0042
DS01125,U2082,Chilko,3,0.9243,Horsefly,3,0.0419,MiddleShuswap,4,0.0123,Chilko_south,2,0.0049,Chilko-North,3,0.0045
DS01126,U2081,MiddleShuswap,4,0.7274,L_Shuswap,4,0.1983,L_Adams,4,0.0558,Little,4,0.0166,Portage_Cr,4,0.001
DS01127,U2078,MiddleShuswap,4,0.8609,L_Shuswap,4,0.1306,Scotch,2,0.0037,Little,4,0.0028,L_Adams,4,0.0016
DS01129,U2085,Quesnel_Mitche,3,0.9975,Mitchell,3,0.0025,,,,,,,,,
DS01130,U2083,Quesnel_Horsef,3,0.4973,Horsefly,3,0.448,Chilko,3,0.0311,McKinley,3,0.0078,L_Horsefly,3,0.0063
DS01151,U2345,Quesnel_Horsef,3,0.5204,Horsefly,3,0.422,L_Adams,4,0.035,Quesnel_Decept,3,0.0098,U_Horsefly,3,0.0028
DS01152,U2343,MiddleShuswap,4,0.7415,L_Shuswap,4,0.1516,L_Adams,4,0.0563,Little,4,0.0483,Scotch,2,0.0018
DS01153,U2339,Quesnel_Horsef,3,0.3481,Horsefly,3,0.2769,Chilko,3,0.059,Tachie,3,0.0412,Pinchi_Cr,3,0.0316
DS01154,U2340,MiddleShuswap,4,0.8613,L_Shuswap,4,0.0703,L_Adams,4,0.0374,Little,4,0.0178,Scotch,2,0.0094
DS01155,U2342,MiddleShuswap,4,0.6629,L_Shuswap,4,0.3272,L_Adams,4,0.0089,Little,4,0.0006,Seymour,2,0.0002
DS01156,U2341,MiddleShuswap,4,0.5659,L_Shuswap,4,0.216,Scotch,2,0.1821,Seymour,2,0.0286,L_Adams,4,0.0036
DS01157,U2344,MiddleShuswap,4,0.4959,L_Adams,4,0.1956,Little,4,0.1562,L_Shuswap,4,0.1199,Scotch,2,0.0295
DS01158,U2346,Fennell,2,0.9994,MiddleShuswap,4,0.0006,,,,,,,,,
DS01159,U2348,L_Adams,4,0.4978,Little,4,0.2929,Chilko,3,0.1631,Chilko_south,2,0.0341,Quesnel_Decept,3,0.0046
DS01160,U2347,MiddleShuswap,4,0.9444,Little,4,0.0299,L_Shuswap,4,0.0137,L_Adams,4,0.0096,Roaring,3,0.0012
JS01331,U2312,Quesnel_Horsef,3,0.4717,Horsefly,3,0.2642,Roaring,3,0.1488,Quesnel_Decept,3,0.0845,Blue_Lead_Ck,3,0.0122
JS01333,U2314,MiddleShuswap,4,0.7185,L_Shuswap,4,0.1958,L_Adams,4,0.0393,Scotch,2,0.0228,Little,4,0.019
JS01334,U2310,Nimpkish,7,0.5623,Woss_Lake,7,0.405,Vernon,7,0.0327,,,,,,
JS01335,U2307,Chilko,3,0.8268,Chilko-North,3,0.1394,Hudson_Bay,1,0.0075,Chilko_south,2,0.006,FiveMile,1,0.0059
JS01338,U2308,Seymour,2,0.5417,Scotch,2,0.4553,L_Adams,4,0.0018,Eagle,2,0.0007,Little,4,0.0004
JS01339,U2313,Seymour,2,0.8608,Scotch,2,0.1108,Eagle_L,4,0.0238,L_Adams,4,0.0015,Eagle,2,0.0013
JS01340,U2305,Woss_Lake,7,0.5642,Nimpkish,7,0.4288,Vernon,7,0.007,,,,,,
JS01351,U4247,Scotch,2,0.865,Seymour,2,0.0638,MiddleShuswap,4,0.0491,Birkenhead,3,0.0051,L_Adams,4,0.0045
JS01352,U4245,Quesnel_Horsef,3,0.5176,Horsefly,3,0.46,U_Horsefly,3,0.0057,Roaring,3,0.0051,Chilko,3,0.0039
JS01353,U4243,Seymour,2,0.4425,Scotch,2,0.4062,MiddleShuswap,4,0.1018,L_Adams,4,0.0241,Little,4,0.0129
JS01354,U4240,MiddleShuswap,4,0.7327,L_Shuswap,4,0.1796,L_Adams,4,0.0472,Eagle_L,4,0.0248,Little,4,0.0155
JS01355,U4241,MiddleShuswap,4,0.2791,Little,4,0.2367,L_Adams,4,0.1734,Seymour,2,0.1105,Scotch,2,0.1059
JS01356,U4242,Chilko,3,0.9999,Chilko_south,2,0.0001,,,,,,,,,
JS01357,U4246,Little,4,0.4421,L_Adams,4,0.3268,Horsefly,3,0.0597,MiddleShuswap,4,0.0587,L_Shuswap,4,0.0433
JS01358,U4248,Chilko,3,0.8474,Chilko-North,3,0.1249,Chilko_south,2,0.0255,Middle,3,0.0022,,,
JS01359,U4244,L_Shuswap,4,0.5054,MiddleShuswap,4,0.4667,L_Adams,4,0.0183,Eagle_L,4,0.006,Little,4,0.0019
JS01360,U4239,Chilko,3,0.6261,Quesnel_Horsef,3,0.1434,L_Adams,4,0.0518,Chilko-North,3,0.0506,MiddleShuswap,4,0.0494
JS01361,U2109,MiddleShuswap,4,0.4943,Scotch,2,0.1912,Little,4,0.1307,L_Shuswap,4,0.1121,L_Adams,4,0.0349
JS01362,U2100,MiddleShuswap,4,0.7894,L_Shuswap,4,0.1456,Little,4,0.0276,L_Adams,4,0.0211,Birkenhead,3,0.0061
JS01363,U2103,Hudson_Bay,1,0.3821,Chilko,3,0.1851,FiveMile,1,0.1244,Middle,3,0.1036,Tachie,3,0.0998
JS01364,U2104,Chilko,3,0.3444,Little,4,0.2347,L_Adams,4,0.1912,MiddleShuswap,4,0.1876,L_Shuswap,4,0.0174
JS01365,U2105,Birkenhead,3,0.4225,Washwash,18,0.4082,Marble_Cr,18,0.0584,Chilko_south,2,0.0288,Ashlulm,18,0.0252
JS01366,U2107,MiddleShuswap,4,0.7579,L_Shuswap,4,0.1841,L_Adams,4,0.0357,Little,4,0.02,Horsefly,3,0.0012
JS01367,U2108,MiddleShuswap,4,0.5677,L_Adams,4,0.1703,L_Shuswap,4,0.0666,Chilko,3,0.0576,Seymour,2,0.0544
JS01368,U2106,MiddleShuswap,4,0.5444,Little,4,0.1493,L_Adams,4,0.1419,L_Shuswap,4,0.0912,Eagle_L,4,0.0421
JS01369,U2101,Little,4,0.4388,L_Adams,4,0.4121,L_Shuswap,4,0.0672,MiddleShuswap,4,0.0657,Chilko_south,2,0.0095
JS01371,U4437,Chilko,3,0.7258,L_Shuswap,4,0.265,MiddleShuswap,4,0.0049,Scotch,2,0.0019,Chilko_south,2,0.0006
JS01372,U4436,MiddleShuswap,4,0.6401,Little,4,0.2894,L_Adams,4,0.0523,L_Shuswap,4,0.0165,Portage_Cr,4,0.0014
JS01373,U4462,Chilko,3,0.89,Quesnel_Horsef,3,0.0396,Chilko-North,3,0.021,Horsefly,3,0.019,L_Adams,4,0.0134
JS01374,U4416,MiddleShuswap,4,0.6786,L_Shuswap,4,0.1734,Little,4,0.1226,L_Adams,4,0.0251,Horsefly,3,0.0002
JS01375,U4409,MiddleShuswap,4,0.2596,L_Shuswap,4,0.1923,Little,4,0.1567,Seymour,2,0.0943,L_Adams,4,0.0805
JS01376,U4461,L_Shuswap,4,0.7118,MiddleShuswap,4,0.1569,L_Adams,4,0.0631,Seymour,2,0.0488,Scotch,2,0.0104
DS01171,U2247,MiddleShuswap,4,0.7764,Little,4,0.0972,L_Shuswap,4,0.0953,L_Adams,4,0.0291,Horsefly,3,0.0009
DS01172,U2249,MiddleShuswap,4,0.9726,L_Shuswap,4,0.0267,Seymour,2,0.0005,Scotch,2,0.0002,,,
DS01173,U2241,Chilko,3,0.9588,Chilko-North,3,0.0384,L_Adams,4,0.0016,Quesnel_Horsef,3,0.0009,Horsefly,3,0.0002
DS01174,U2244,Chilko,3,0.8568,Horsefly,3,0.0666,Tachie,3,0.0225,Quesnel_Horsef,3,0.0216,Bowron,2,0.0161
DS01175,U2243,Quesnel_Horsef,3,0.5378,Horsefly,3,0.451,L_Horsefly,3,0.0049,U_Horsefly,3,0.0047,McKinley,3,0.0012
DS01176,U2245,MiddleShuswap,4,0.5037,L_Adams,4,0.1786,Little,4,0.1406,L_Shuswap,4,0.1352,Chilko,3,0.027
DS01177,U2248,Hudson_Bay,1,0.543,FiveMile,1,0.1278,Tachie,3,0.1156,Chilko-North,3,0.0472,Middle,3,0.0433
DS01178,U2246,MiddleShuswap,4,0.4403,Little,4,0.1853,L_Adams,4,0.181,L_Shuswap,4,0.0492,Hudson_Bay,1,0.0288
DS01179,U2242,Quesnel_Mitche,3,0.6432,Chilko,3,0.1829,Roaring,3,0.0554,Mitchell,3,0.0305,Wasko_Cr,3,0.0305
JS01381,U1845,L_Shuswap,4,0.5295,MiddleShuswap,4,0.3515,Little,4,0.0824,L_Adams,4,0.0289,Scotch,2,0.0023
JS01382,U1838,Quesnel_Horsef,3,0.3796,Horsefly,3,0.3427,Chilko,3,0.2294,Chilko-North,3,0.0161,MiddleShuswap,4,0.016
JS01383,U1844,Little,4,0.5205,MiddleShuswap,4,0.2374,L_Adams,4,0.2009,L_Shuswap,4,0.0377,Quesnel_Horsef,3,0.0011
JS01384,U1839,MiddleShuswap,4,0.7163,L_Shuswap,4,0.2171,L_Adams,4,0.0268,Little,4,0.0213,Eagle_L,4,0.0097
JS01411,U1536,MiddleShuswap,4,0.6191,L_Shuswap,4,0.367,Little,4,0.0085,L_Adams,4,0.0042,Scotch,2,0.0006
JS01412,U1538,Little,4,0.4638,L_Adams,4,0.3583,L_Shuswap,4,0.1613,Eagle_L,4,0.0048,MiddleShuswap,4,0.0043
JS01413,U1547,MiddleShuswap,4,0.451,Little,4,0.2879,L_Adams,4,0.1467,L_Shuswap,4,0.1065,Birkenhead,3,0.003
JS01414,U1539,Scotch,2,0.9248,Seymour,2,0.0676,Little,4,0.0027,L_Adams,4,0.0021,Hudson_Bay,1,0.0009
JS01415,U1544,MiddleShuswap,4,0.8763,L_Shuswap,4,0.1134,L_Adams,4,0.0048,Little,4,0.0046,Horsefly,3,0.0004
JS01416,U1545,MiddleShuswap,4,0.7311,L_Shuswap,4,0.2413,Little,4,0.021,L_Adams,4,0.0051,Eagle_L,4,0.0006
JS01417,U1537,Quesnel_Horsef,3,0.3169,Quesnel_Mitche,3,0.2346,Roaring,3,0.2008,Quesnel_Decept,3,0.1078,Horsefly,3,0.0791
JS01418,U1546,Seymour,2,0.8765,Scotch,2,0.074,L_Adams,4,0.0248,MiddleShuswap,4,0.0137,Little,4,0.0058
JS01419,U1549,Scotch,2,0.9284,Seymour,2,0.0684,MiddleShuswap,4,0.0015,L_Adams,4,0.0009,L_Shuswap,4,0.0007
JS01420,U1548,MiddleShuswap,4,0.6071,L_Shuswap,4,0.3859,Little,4,0.0046,L_Adams,4,0.0024,,,
JS01451,U1542,MiddleShuswap,4,0.7441,Little,4,0.0727,Chilko,3,0.0677,L_Shuswap,4,0.0572,L_Adams,4,0.0312
JS01452,U1543,Chilko,3,0.8578,Chilko-North,3,0.1054,Chilko_south,2,0.0317,Pinchi_Cr,3,0.0018,Tachie,3,0.0015
JS01453,U1532,MiddleShuswap,4,0.7847,Little,4,0.0829,L_Shuswap,4,0.0592,L_Adams,4,0.0581,Eagle_L,4,0.0104
JS01454,U1528,Quesnel_Horsef,3,0.5267,Horsefly,3,0.4613,U_Horsefly,3,0.0048,McKinley,3,0.0018,Fennell,2,0.0017
JS01455,U1535,MiddleShuswap,4,0.8536,L_Shuswap,4,0.117,Little,4,0.0183,L_Adams,4,0.006,Chilko,3,0.0022
JS01456,U1534,Quesnel_Horsef,3,0.5143,Horsefly,3,0.4803,M_Horsefly,3,0.0023,U_Horsefly,3,0.0021,Little,4,0.0006
JS01457,U1541,Quesnel_Horsef,3,0.4979,Horsefly,3,0.4509,McKinley,3,0.0129,Quesnel_Decept,3,0.0116,U_Horsefly,3,0.0079
JS01458,U1533,Quesnel_Horsef,3,0.5153,Horsefly,3,0.3906,Chilko-North,3,0.057,McKinley,3,0.01,L_Adams,4,0.009
JS01459,U1530,MiddleShuswap,4,0.8992,L_Shuswap,4,0.0774,L_Adams,4,0.0168,Chilko,3,0.0035,Little,4,0.0017
JS01460,U1529,L_Shuswap,4,0.7108,MiddleShuswap,4,0.279,L_Adams,4,0.0068,Little,4,0.0022,Eagle_L,4,0.0012
JS01481,U2260,Chilko,3,0.5446,Chilko-North,3,0.1888,Little,4,0.1222,L_Adams,4,0.0767,Chilko_south,2,0.046
JS01482,U2256,Quesnel_Horsef,3,0.4183,Horsefly,3,0.3566,L_Adams,4,0.0614,Quesnel_Decept,3,0.0539,Chilko,3,0.0439
JS01483,U2252,Quesnel_Horsef,3,0.4467,Horsefly,3,0.4262,L_Adams,4,0.0851,L_Shuswap,4,0.0083,L_Horsefly,3,0.0081
JS01484,U2255,Chilko,3,0.2804,Quesnel_Horsef,3,0.2332,L_Adams,4,0.14,Little,4,0.1378,Horsefly,3,0.1061
JS01485,U2259,Quesnel_Horsef,3,0.3455,L_Adams,4,0.2254,Little,4,0.2093,Horsefly,3,0.1066,Chilko,3,0.0774
JS01486,U2253,Chilko,3,0.9721,Chilko-North,3,0.0111,MiddleShuswap,4,0.0057,L_Shuswap,4,0.0029,Chilko_south,2,0.0027
JS01487,U2258,Scotch,2,0.6924,Seymour,2,0.1741,Quesnel_Horsef,3,0.0415,Horsefly,3,0.0375,Little,4,0.028
JS01488,U2257,MiddleShuswap,4,0.6307,Little,4,0.1791,L_Adams,4,0.133,Scotch,2,0.0275,L_Shuswap,4,0.0204
JS01489,U2254,MiddleShuswap,4,0.7384,L_Shuswap,4,0.0906,Little,4,0.0798,L_Adams,4,0.0545,Chilko,3,0.0142
JS01490,U2251,Chilko,3,0.9719,Quesnel_Horsef,3,0.0159,Horsefly,3,0.0074,Chilko-North,3,0.0018,L_Shuswap,4,0.0011
JS01506,U2147,Little,4,0.3651,L_Shuswap,4,0.3193,MiddleShuswap,4,0.1617,L_Adams,4,0.0969,Chilko-North,3,0.0368
JS01520,U2148,Little,4,0.2149,Tachie,3,0.172,Hudson_Bay,1,0.147,Middle,3,0.0981,L_Adams,4,0.0852
JS01521,U2114,Quesnel_Horsef,3,0.5022,Horsefly,3,0.4578,Chilko,3,0.0077,Little,4,0.0074,U_Horsefly,3,0.0063
JS01522,U2112,Chilko,3,0.8179,Chilko-North,3,0.1745,Chilko_south,2,0.0052,Eagle_L,4,0.0009,Little,4,0.0009
JS01523,U2111,MiddleShuswap,4,0.8655,L_Shuswap,4,0.1277,Scotch,2,0.0045,Little,4,0.0013,L_Adams,4,0.0005
JS01524,U2026,Quesnel_Horsef,3,0.5248,Horsefly,3,0.3959,Quesnel_Decept,3,0.0522,L_Horsefly,3,0.0094,Roaring,3,0.0089
JS01525,U2115,MiddleShuswap,4,0.9683,L_Shuswap,4,0.0314,Little,4,0.0003,,,,,,
JS01526,U2113,Hudson_Bay,1,0.4214,L_Adams,4,0.2071,FiveMile,1,0.1262,Horsefly,3,0.0473,Chilko,3,0.0428
JS01527,U2027,MiddleShuswap,4,0.7015,L_Shuswap,4,0.297,Little,4,0.001,Eagle_L,4,0.0004,L_Adams,4,0.0001
JS01528,U2028,Hudson_Bay,1,0.7226,FiveMile,1,0.1412,Rossette,1,0.0246,Narrows,1,0.0237,Felix,1,0.0176
DS01291,U2090,L_Adams,4,0.995,Blue_Lead_Ck,3,0.003,Raft,2,0.001,Quesnel_Decept,3,0.001,,,
DS01292,U2024,L_Adams,4,0.576,Blue_Lead_Ck,3,0.179,Scotch,2,0.13,Quesnel_Horsef,3,0.049,L_Horsefly,3,0.015
DS01293,U2089,L_Adams,4,0.984,L_Shuswap,4,0.016,,,,,,,,,
DS01294,U2086,L_Adams,4,0.923,L_Shuswap,4,0.044,Portage_Cr,4,0.028,Scotch,2,0.005,,,
DS01295,U2088,Blue_Lead_Ck,3,0.574,Roaring,3,0.288,Chilko,3,0.11,Horsefly,3,0.028,,,
DS01331,U2278,L_Adams,4,0.538,L_Shuswap,4,0.446,Scotch,2,0.007,Seymour,2,0.004,Portage_Cr,4,0.002
DS01332,U2274,L_Adams,4,0.685,L_Shuswap,4,0.311,Dust,1,0.003,Little,4,0.001,,,
DS01333,U2277,Scotch,2,0.749,Seymour,2,0.222,L_Adams,4,0.017,L_Shuswap,4,0.012,,,
DS01334,U2271,L_Adams,4,0.887,L_Shuswap,4,0.109,Portage_Cr,4,0.002,Eagle_L,4,0.001,Weaver,4,0.001
DS01335,U2272,Blue_Lead_Ck,3,0.596,Roaring,3,0.353,Wasko_Cr,3,0.029,Mitchell,3,0.013,Quesnel_Mitche,3,0.004
DS01336,U2276,Blue_Lead_Ck,3,0.521,Roaring,3,0.302,Quesnel_Horsef,3,0.068,Horsefly,3,0.027,L_Adams,4,0.015
DS01337,U2273,L_Adams,4,0.654,L_Shuswap,4,0.298,Seymour,2,0.025,Chilko,3,0.006,Scotch,2,0.004
DS01338,U2279,Raft,2,0.858,L_Adams,4,0.142,,,,,,,,,
DS01339,U2275,Blue_Lead_Ck,3,0.466,Chilko-North,3,0.282,Chilko,3,0.092,Quesnel_Horsef,3,0.048,L_Horsefly,3,0.043
DS01340,U2280,L_Shuswap,4,0.525,L_Adams,4,0.466,Portage_Cr,4,0.008,Seymour,2,0.001,,,
DS01351,U2174,L_Adams,4,0.609,L_Shuswap,4,0.361,Scotch,2,0.025,Seymour,2,0.003,MiddleShuswap,4,0.001
DS01352,U2173,L_Adams,4,0.909,L_Shuswap,4,0.072,Scotch,2,0.005,Portage_Cr,4,0.004,Chilko,3,0.002
DS01353,U2170,L_Adams,4,0.83,L_Shuswap,4,0.165,Portage_Cr,4,0.004,Scotch,2,0.001,,,
DS01354,U2172,Scotch,2,0.772,Seymour,2,0.226,L_Adams,4,0.001,Eagle,2,0.001,,,
DS01355,U2171,L_Adams,4,0.925,L_Shuswap,4,0.067,Eagle_L,4,0.004,Portage_Cr,4,0.004,,,
DS01356,U2169,L_Adams,4,0.78,Scotch,2,0.112,Quesnel_Horsef,3,0.032,L_Horsefly,3,0.015,Horsefly,3,0.011
JS01531,U1830,Woss_Lake,7,0.522,Nimpkish,7,0.428,Vernon,7,0.05,,,,,,
JS01532,U1832,Nimpkish,7,0.68,Woss_Lake,7,0.271,Vernon,7,0.049,,,,,,
JS01533,U1829,Woss_Lake,7,0.547,Nimpkish,7,0.444,Vernon,7,0.009,,,,,,
JS01534,U1827,Nimpkish,7,0.97,Vernon,7,0.016,Woss_Lake,7,0.014,,,,,,
JS01535,U1828,Woss_Lake,7,0.711,Nimpkish,7,0.272,Vernon,7,0.017,,,,,,
JS01536,U1841,Nimpkish,7,0.98,Woss_Lake,7,0.02,,,,,,,,,
JS01537,U1835,Nimpkish,7,0.884,Woss_Lake,7,0.093,Vernon,7,0.023,,,,,,
JS01538,U1834,Nimpkish,7,0.958,Woss_Lake,7,0.04,Vernon,7,0.002,,,,,,
JS01539,U1833,Woss_Lake,7,0.978,Nimpkish,7,0.021,Vernon,7,0.001,,,,,,
JS01540,U1826,Woss_Lake,7,0.955,Nimpkish,7,0.045,,,,,,,,,
JS01541,U4455,Quesnel_Horsef,3,0.562,M_Horsefly,3,0.303,U_Horsefly,3,0.135,,,,,,
JS01542,U4403,Nimpkish,7,0.875,Woss_Lake,7,0.125,,,,,,,,,
JS01543,U4457,Nimpkish,7,0.556,Woss_Lake,7,0.438,Vernon,7,0.006,,,,,,
JS01544,U4454,Woss_Lake,7,0.939,Nimpkish,7,0.059,Vernon,7,0.002,,,,,,
JS01545,U4456,Nimpkish,7,0.79,Woss_Lake,7,0.207,Vernon,7,0.003,,,,,,
JS01571,U1987,Mitchell,3,0.458,Quesnel_Mitche,3,0.249,Wasko_Cr,3,0.141,Roaring,3,0.113,Blue_Lead_Ck,3,0.039
JS01572,U2071,L_Shuswap,4,0.349,Quesnel_Horsef,3,0.191,M_Horsefly,3,0.113,U_Horsefly,3,0.054,L_Adams,4,0.037
JS01573,U1986,Chilko,3,0.645,Quesnel_Horsef,3,0.241,M_Horsefly,3,0.074,U_Horsefly,3,0.017,Chilko-North,3,0.013
JS01574,U1984,L_Shuswap,4,0.994,MiddleShuswap,4,0.006,,,,,,,,,
JS01575,U1990,U_Adams,2,0.625,L_Shuswap,4,0.344,MiddleShuswap,4,0.017,Chilko,3,0.013,Cayenne,2,0.001
JS01576,U2072,Scotch,2,0.93,U_Adams,2,0.064,Seymour,2,0.006,,,,,,
JS01577,U1989,L_Shuswap,4,0.996,MiddleShuswap,4,0.002,Quesnel_Horsef,3,0.001,Chilko,3,0.001,,,
JS01578,U1983,L_Shuswap,4,0.966,MiddleShuswap,4,0.03,L_Adams,4,0.001,Quesnel_Horsef,3,0.001,M_Horsefly,3,0.001
JS01579,U1985,Chilko,3,0.984,M_Horsefly,3,0.009,Quesnel_Horsef,3,0.007,,,,,,
JS01580,U1988,L_Shuswap,4,0.988,MiddleShuswap,4,0.012,,,,,,,,,
DS01386,U2166,Chilko,3,0.887,L_Shuswap,4,0.034,Quesnel_Horsef,3,0.028,M_Horsefly,3,0.023,Wasko_Cr,3,0.005
DS01387,U2164,L_Shuswap,4,0.971,MiddleShuswap,4,0.026,Chilko,3,0.002,Eagle_L,4,0.001,,,
DS01388,U2167,U_Adams,2,0.591,L_Shuswap,4,0.242,Scotch,2,0.091,Eagle_L,4,0.035,L_Adams,4,0.023
DS01389,U2165,L_Shuswap,4,0.811,Portage_Cr,4,0.045,L_Adams,4,0.043,MiddleShuswap,4,0.041,Little,4,0.028
DS01390,U2168,Scotch,2,0.998,Seymour,2,0.002,,,,,,,,,
DS01399,U2250,Chilko,3,0.893,Quesnel_Horsef,3,0.065,M_Horsefly,3,0.031,Roaring,3,0.006,U_Horsefly,3,0.003
DS01401,U2163,L_Shuswap,4,0.969,MiddleShuswap,4,0.015,Quesnel_Horsef,3,0.006,Chilko,3,0.005,Wasko_Cr,3,0.002
DS01402,U2110,Scotch,2,1,,,,,,,,,,,,
DS01403,U2162,Chilko,3,0.535,L_Shuswap,4,0.333,L_Adams,4,0.05,MiddleShuswap,4,0.038,Eagle_L,4,0.029
DS01404,U2161,Chilko,3,0.996,Chilko_south,2,0.002,Chilko-North,3,0.002,,,,,,
DS01411,U1772,L_Shuswap,4,0.972,Little,4,0.021,Quesnel_Horsef,3,0.003,U_Horsefly,3,0.001,L_Adams,4,0.001
DS01412,U1786,L_Shuswap,4,0.549,Quesnel_Horsef,3,0.188,Mitchell,3,0.087,Quesnel_Mitche,3,0.07,Roaring,3,0.032
DS01413,U1771,L_Shuswap,4,1,,,,,,,,,,,,
DS01414,U1773,L_Shuswap,4,0.465,U_Adams,2,0.458,Eagle_L,4,0.067,L_Adams,4,0.007,MiddleShuswap,4,0.002
DS01415,U1774,L_Shuswap,4,0.917,MiddleShuswap,4,0.041,L_Adams,4,0.018,Portage_Cr,4,0.016,Little,4,0.006
DS01416,U1846,L_Shuswap,4,0.97,MiddleShuswap,4,0.027,L_Adams,4,0.001,Eagle_L,4,0.001,Little,4,0.001
DS01417,U1851,L_Shuswap,4,0.993,Eagle_L,4,0.004,Chilko,3,0.003,,,,,,
DS01418,U1840,U_Adams,2,0.508,L_Shuswap,4,0.46,Chilko,3,0.019,L_Adams,4,0.004,Scotch,2,0.003
JS01591,U2119,Chilko,3,0.936,Nadina,2,0.031,L_Shuswap,4,0.031,Tachie,3,0.001,Stellako,3,0.001
JS01592,U2118,Sakinaw,6,1,,,,,,,,,,,,
JS01593,U2133,L_Shuswap,4,0.868,L_Adams,4,0.042,Eagle_L,4,0.042,Scotch,2,0.035,MiddleShuswap,4,0.005
JS01594,U2134,L_Shuswap,4,0.914,L_Adams,4,0.028,Portage_Cr,4,0.017,MiddleShuswap,4,0.013,Eagle_L,4,0.009
JS01595,U2132,Chilko,3,0.993,Chilko-North,3,0.007,,,,,,,,,
JS01596,U2131,L_Shuswap,4,0.97,MiddleShuswap,4,0.028,Chilko,3,0.001,Scotch,2,0.001,,,
JS01597,U2120,L_Shuswap,4,0.979,Scotch,2,0.015,L_Adams,4,0.002,MiddleShuswap,4,0.002,U_Adams,2,0.001
JS01598,U2135,L_Shuswap,4,0.719,Scotch,2,0.132,Eagle_L,4,0.065,MiddleShuswap,4,0.05,L_Adams,4,0.021
JS01599,U2117,L_Shuswap,4,0.976,MiddleShuswap,4,0.024,,,,,,,,,
S12403FC1,U12403,L_Kwakwa_Lake,15,0.987,Yonakina,16,0.008,Deer_Lake,15,0.002,Kitkiata_Lake,15,0.002,Ashlulm,18,0.001
S12404FC1,U12404,Chilko,3,0.997,Sandpoint,1,0.002,Chilko_south,2,0.001,,,,,,
S12405FC1,U12405,L_Kwakwa_Lake,15,0.999,Woss_Lake,7,0.001,,,,,,,,,
S12406FC1,U12406,Sandpoint,1,0.759,Chilko,3,0.108,Tachie,3,0.081,FiveMile,1,0.048,Forfar,1,0.003
S12407FC1,U12407,Chilko,3,0.998,Chilko_south,2,0.001,Eagle_L,4,0.001,,,,,,
S12408FC1,U12408,Chilko,3,0.994,Sandpoint,1,0.006,,,,,,,,,
S12409FC1,U12409,Chilko,3,0.982,FiveMile,1,0.017,Tachie,3,0.001,,,,,,
S12410FC1,U12410,Chilko,3,0.988,Sandpoint,1,0.01,Thompson_N,2,0.001,Rossette,1,0.001,,,
S12411FC1,U12411,Chilko,3,0.966,Nadina,2,0.019,Sandpoint,1,0.012,Tachie,3,0.001,Kynock,1,0.001
S12412FC1,U12412,Chilko,3,0.966,Sandpoint,1,0.025,Rossette,1,0.004,Forfar,1,0.003,FiveMile,1,0.002
S12413FC1,U12413,Chilko,3,0.991,L_Kwakwa_Lake,15,0.007,Nadina,2,0.002,,,,,,
S12414FC1,U12414,Nadina,2,0.998,Tachie,3,0.002,,,,,,,,,
S12415FC1,U12415,Chilko,3,1,,,,,,,,,,,,
S12416FC1,U12416,Chilko,3,0.973,Thompson_N,2,0.007,Scotch,2,0.006,Raft,2,0.003,Quesnel_Horsef,3,0.002
S12418FC1,U12418,Chilko,3,0.999,Nadina,2,0.001,,,,,,,,,
S12419FC1,U12419,L_Kwakwa_Lake,15,0.983,Kitkiata_Lake,15,0.017,,,,,,,,,
S12420FC1,U12420,Nimpkish,7,0.614,Woss_Lake,7,0.316,Vernon,7,0.07,,,,,,
S12421FC1,U12421,Scotch,2,0.632,Chilko,3,0.184,Eagle,2,0.094,Little,4,0.027,Seymour,2,0.026
