sample_id,ufn,Stock_1,Region_1,Prob_1,Stock_2,Region_2,Prob_2,Stock_3,Region_3,Prob_3,Stock_4,Region_4,Prob_4,Stock_5,Region_5,Prob_5
S12827FC1,U12827,Chilko,3,0.5678,Chilko-North,3,0.4281,Chilko_south,2,0.0021,Quesnel_Horsef,3,0.0015,Thompson_N,2,0.0005
S12828FC1,U12828,Chilko,3,0.8151,Chilko-North,3,0.1308,Narrows,1,0.0256,Chilko_south,2,0.0144,Gluskie,1,0.0055
S12829FC1,U12829,Chilko-North,3,0.5002,Chilko,3,0.4791,Eagle_L,4,0.0074,Scotch,2,0.0065,L_Adams,4,0.0048
S12830FC1,U12830,Chilko,3,0.9073,Chilko-North,3,0.0926,Chilko_south,2,0.0001,,,,,,
S12749FC1,U12749,,,,,,,,,,,,,,,
S12881FC1,U12881,Horsefly,3,0.913,Quesnel_Horsef,3,0.044,Little,4,0.011,McKinley,3,0.007,Seymour,2,0.006
S12882FC1,U12882,Chilko,3,0.994,Chilko_south,2,0.005,Hudson_Bay,1,0.001,,,,,,
S12883FC1,U12883,Nimpkish,7,0.999,Woss_Lake,7,0.001,,,,,,,,,
S12884FC1,U12884,Chilko,3,0.941,Chilko_south,2,0.059,,,,,,,,,
S12885FC1,U12885,Woss_Lake,7,0.75,Nimpkish,7,0.248,Vernon,7,0.002,,,,,,
S12886FC1,U12886,Woss_Lake,7,0.549,Nimpkish,7,0.451,,,,,,,,,
S12887FC1,U12887,Horsefly,3,0.939,Seymour,2,0.04,Quesnel_Horsef,3,0.01,Eagle,2,0.005,Chilko,3,0.003
S12888FC1,U12888,Woss_Lake,7,0.968,Nimpkish,7,0.032,,,,,,,,,
S12889FC1,U12889,Woss_Lake,7,0.544,Nimpkish,7,0.456,,,,,,,,,
S12890FC1,U12890,Horsefly,3,0.936,Chilko,3,0.049,Quesnel_Horsef,3,0.01,U_Horsefly,3,0.002,Chilko_south,2,0.002
S12891FC1,U12891,Woss_Lake,7,0.992,Nimpkish,7,0.008,,,,,,,,,
S12892FC1,U12892,Woss_Lake,7,0.808,Nimpkish,7,0.192,,,,,,,,,
S12893FC1,U12893,Woss_Lake,7,0.982,Nimpkish,7,0.017,Vernon,7,0.001,,,,,,
S12894FC1,U12894,Woss_Lake,7,0.645,Nimpkish,7,0.355,,,,,,,,,
S12895FC1,U12895,Woss_Lake,7,0.846,Nimpkish,7,0.154,,,,,,,,,
S12896FC1,U12896,Nimpkish,7,0.915,Woss_Lake,7,0.08,Vernon,7,0.005,,,,,,
S12897FC1,U12897,Woss_Lake,7,0.94,Nimpkish,7,0.06,,,,,,,,,
S12898FC1,U12898,Woss_Lake,7,0.518,Nimpkish,7,0.482,,,,,,,,,
S12899FC1,U12899,Woss_Lake,7,0.613,Nimpkish,7,0.387,,,,,,,,,
S12900FC1,U12900,Woss_Lake,7,0.816,Nimpkish,7,0.18,Vernon,7,0.004,,,,,,
S12901FC1,U12901,Nimpkish,7,0.709,Woss_Lake,7,0.284,Vernon,7,0.007,,,,,,
S12902FC1,U12902,Nimpkish,7,0.621,Woss_Lake,7,0.378,Vernon,7,0.001,,,,,,
S12903FC1,U12903,Nimpkish,7,0.904,Woss_Lake,7,0.096,,,,,,,,,
S12904FC1,U12904,Woss_Lake,7,0.504,Nimpkish,7,0.496,,,,,,,,,
S12905FC1,U12905,Nimpkish,7,0.672,Woss_Lake,7,0.328,,,,,,,,,
S12906FC1,U12906,Nimpkish,7,0.995,Woss_Lake,7,0.005,,,,,,,,,
S12961FC1,U12961,Chilko,3,0.984,Seymour,2,0.015,Eagle,2,0.001,,,,,,
S12962FC1,U12962,Chilko,3,0.992,Horsefly,3,0.008,,,,,,,,,
S12963FC1,U12963,Chilko,3,0.981,Chilko_south,2,0.018,Seymour,2,0.001,,,,,,
S12964FC1,U12964,Chilko,3,0.999,Chilko_south,2,0.001,,,,,,,,,
S12965FC1,U12965,Seymour,2,0.883,Eagle,2,0.117,,,,,,,,,
S12966FC1,U12966,Chilko,3,0.92,Chilko_south,2,0.064,Okanagan,8,0.009,Seymour,2,0.003,Birkenhead,3,0.002
S12967FC1,U12967,Birkenhead,3,1,,,,,,,,,,,,
S12968FC1,U12968,Horsefly,3,0.985,Quesnel_Horsef,3,0.007,Quesnel_Decept,3,0.004,M_Horsefly,3,0.003,U_Horsefly,3,0.001
S12969FC1,U12969,Chilko,3,1,,,,,,,,,,,,
S12970FC1,U12970,Chilko,3,0.998,Chilko_south,2,0.002,,,,,,,,,
S12971FC1,U12971,Chilko,3,0.986,Chilko_south,2,0.014,,,,,,,,,
S12972FC1,U12972,Horsefly,3,0.969,Quesnel_Horsef,3,0.018,U_Horsefly,3,0.006,McKinley,3,0.005,Quesnel_Decept,3,0.002
S12973FC1,U12973,Chilko,3,0.806,Horsefly,3,0.148,Chilko_south,2,0.043,Quesnel_Horsef,3,0.002,Raft,2,0.001
S12974FC1,U12974,Chilko,3,1,,,,,,,,,,,,
S12975FC1,U12975,Horsefly,3,0.954,Quesnel_Horsef,3,0.03,M_Horsefly,3,0.005,U_Horsefly,3,0.005,Quesnel_Decept,3,0.003
S12976FC1,U12976,Chilko,3,0.971,Horsefly,3,0.012,Chilko_south,2,0.01,Birkenhead,3,0.004,Quesnel_Horsef,3,0.003
S12977FC1,U12977,Chilko,3,1,,,,,,,,,,,,
S12978FC1,U12978,Chilko,3,0.884,Horsefly,3,0.101,Chilko_south,2,0.006,Quesnel_Decept,3,0.005,Wasko_Cr,3,0.002
S12979FC1,U12979,Chilko,3,0.987,Nahatlatch,2,0.006,Horsefly,3,0.005,Tachie,3,0.001,Quesnel_Horsef,3,0.001
S12980FC1,U12980,Horsefly,3,0.984,Quesnel_Horsef,3,0.011,McKinley,3,0.002,M_Horsefly,3,0.001,Quesnel_Decept,3,0.001
S12981FC1,U12981,Chilko,3,0.999,Chilko-North,3,0.001,,,,,,,,,
S12982FC1,U12982,Horsefly,3,0.911,Quesnel_Horsef,3,0.064,U_Horsefly,3,0.015,Quesnel_Decept,3,0.005,Chilko,3,0.002
S12983FC1,U12983,Chilko,3,0.978,Chilko_south,2,0.022,,,,,,,,,
S12984FC1,U12984,Chilko,3,0.821,Horsefly,3,0.136,Quesnel_Horsef,3,0.018,Chilko_south,2,0.017,Narrows,1,0.003
S12985FC1,U12985,Chilko,3,0.949,Horsefly,3,0.024,Chilko_south,2,0.015,Seymour,2,0.01,Quesnel_Horsef,3,0.001
S12986FC1,U12986,Horsefly,3,0.972,Quesnel_Horsef,3,0.02,M_Horsefly,3,0.005,U_Horsefly,3,0.003,,,
S12987FC1,U12987,Nahatlatch,2,0.854,Chilko,3,0.111,Horsefly,3,0.016,Chilko_south,2,0.011,Quesnel_Decept,3,0.005
S12988FC1,U12988,Seymour,2,0.881,Eagle,2,0.119,,,,,,,,,
S12989FC1,U12989,Horsefly,3,0.746,Chilko,3,0.197,Quesnel_Horsef,3,0.048,Birkenhead,3,0.003,U_Horsefly,3,0.003
S12990FC1,U12990,Chilko,3,1,,,,,,,,,,,,
S13201FC1,U13201,Chilko-North,3,0.98,Chilko,3,0.02,,,,,,,,,
S10081FC1,U10081,Stellako,3,0.9698,Felix,1,0.0075,Hudson_Bay,1,0.006,Forfar,1,0.0037,Porter_Cr,1,0.0024
S10082FC1,U10082,Stellako,3,1,,,,,,,,,,,,
S10083FC1,U10083,Chilko,3,0.7176,Chilko-North,3,0.2646,Bivouac,1,0.0059,Stellako,3,0.0037,FiveMile,1,0.0021
S10084FC1,U10084,Stellako,3,0.9052,Hudson_Bay,1,0.0261,FiveMile,1,0.0203,Sinta,1,0.0145,Blackwater,1,0.0141
S10085FC1,U10085,Stellako,3,1,,,,,,,,,,,,
S10086FC1,U10086,Gates_Cr,2,1,,,,,,,,,,,,
S10087FC1,U10087,Stellako,3,0.9957,DollyVarden_Cr,3,0.0027,Weaver,4,0.0013,Hudson_Bay,1,0.0003,,,
S10088FC1,U10088,Stellako,3,0.9881,LakeWashington,5,0.0098,Harrison,4,0.0007,Chilko-North,3,0.0007,Weaver,4,0.0007
S10089FC1,U10089,Chilko,3,0.7351,Chilko-North,3,0.2044,Chilko_south,2,0.0378,Stellako,3,0.0199,LakeWashington,5,0.0014
S10090FC1,U10090,Chilko,3,0.6662,Chilko-North,3,0.3304,Wasko_Cr,3,0.0017,Quesnel_Decept,3,0.001,McKinley,3,0.0007
S10091FC1,U10091,Stellako,3,0.9944,M_Horsefly,3,0.0023,Bloomfield_Cr,15,0.0014,Quesnel_Horsef,3,0.0013,Chilko,3,0.0003
S10092FC1,U10092,Gates_Cr,2,1,,,,,,,,,,,,
S10093FC1,U10093,Chilko,3,0.3687,Weaver,4,0.3622,Chilko-North,3,0.0483,Birkenhead,3,0.0437,Chilko_south,2,0.0357
S10094FC1,U10094,Gates_Cr,2,1,,,,,,,,,,,,
S10095FC1,U10095,Chilko,3,0.7486,Chilko-North,3,0.1365,Chilko_south,2,0.0875,Weaver,4,0.025,Stellako,3,0.0007
S10096FC1,U10096,Stellako,3,0.9971,Chilko,3,0.001,FiveMile,1,0.0009,Porter_Cr,1,0.0007,Narrows,1,0.0003
S10097FC1,U10097,Stellako,3,0.9945,Chilko,3,0.002,Hudson_Bay,1,0.0015,Kynock,1,0.0007,Tachie,3,0.0007
S10098FC1,U10098,Stellako,3,0.9986,Bivouac,1,0.0007,Weaver,4,0.0007,,,,,,
S10099FC1,U10099,Stellako,3,0.9993,Middle,3,0.0007,,,,,,,,,
S10100FC1,U10100,Stellako,3,0.9899,Birkenhead,3,0.0094,Pinchi_Cr,3,0.0007,,,,,,
S10101FC1,U10101,Chilko,3,0.6619,Chilko-North,3,0.2772,Stellako,3,0.0336,Chilko_south,2,0.0091,Bivouac,1,0.0063
S10102FC1,U10102,Nahatlatch,2,0.958,Weaver,4,0.0399,DollyVarden_Cr,3,0.0021,,,,,,
S10103FC1,U10103,Stellako,3,0.9846,FiveMile,1,0.0061,Bivouac,1,0.0021,Sinta,1,0.0016,Hudson_Bay,1,0.0012
S10104FC1,U10104,Stellako,3,0.9914,Chilko,3,0.0036,Felix,1,0.0017,Tachie,3,0.0014,Hudson_Bay,1,0.0009
S10105FC1,U10105,Gates_Cr,2,1,,,,,,,,,,,,
S10106FC1,U10106,Stellako,3,1,,,,,,,,,,,,
S10107FC1,U10107,Stellako,3,0.9781,Hudson_Bay,1,0.0093,Blackwater,1,0.0076,Bivouac,1,0.0021,Forfar,1,0.0014
S10108FC1,U10108,Chilko,3,0.6957,Chilko-North,3,0.1155,Chilko_south,2,0.092,Stellako,3,0.0517,Bivouac,1,0.0185
S10109FC1,U10109,Stellako,3,0.9993,LakeWashington,5,0.0007,,,,,,,,,
S10110FC1,U10110,DollyVarden_Cr,3,1,,,,,,,,,,,,
S10161FC1,U10161,Stellako,3,0.9923,Chilko,3,0.0046,Chilko-North,3,0.0028,Weaver,4,0.0003,,,
S10163FC1,U10163,Gates_Cr,2,1,,,,,,,,,,,,
S10164FC1,U10164,Stellako,3,0.9993,Pinchi_Cr,3,0.0007,,,,,,,,,
S10165FC1,U10165,Birkenhead,3,1,,,,,,,,,,,,
S10166FC1,U10166,Gates_Cr,2,1,,,,,,,,,,,,
S10167FC1,U10167,Stellako,3,1,,,,,,,,,,,,
S10168FC1,U10168,Stellako,3,0.999,Tachie,3,0.0007,Dust,1,0.0003,,,,,,
S10169FC1,U10169,Stellako,3,1,,,,,,,,,,,,
S10170FC1,U10170,Stellako,3,1,,,,,,,,,,,,
S10171FC1,U10171,Stellako,3,0.5186,Bivouac,1,0.2287,Hudson_Bay,1,0.0573,Blackwater,1,0.0541,Felix,1,0.0351
S10172FC1,U10172,Stellako,3,0.6792,Bivouac,1,0.0861,Hudson_Bay,1,0.0507,FiveMile,1,0.0343,Blackwater,1,0.0341
S10173FC1,U10173,LakeWashington,5,0.5376,Baker_Lake,5,0.4021,Birkenhead,3,0.0596,Tuskwa,16,0.0007,,,
S10174FC1,U10174,Stellako,3,0.999,Chilko,3,0.001,,,,,,,,,
S10175FC1,U10175,Stellako,3,1,,,,,,,,,,,,
S10176FC1,U10176,Stellako,3,1,,,,,,,,,,,,
S10177FC1,U10177,Stellako,3,1,,,,,,,,,,,,
S10178FC1,U10178,Stellako,3,0.9721,Chilko,3,0.0069,Chilko-North,3,0.0056,FiveMile,1,0.0038,Felix,1,0.0034
S10179FC1,U10179,Gates_Cr,2,1,,,,,,,,,,,,
S10180FC1,U10180,Weaver,4,0.9993,LakeWashington,5,0.0007,,,,,,,,,
S10181FC1,U10181,Chilko-North,3,0.6146,Stellako,3,0.3854,,,,,,,,,
S10182FC1,U10182,Stellako,3,1,,,,,,,,,,,,
S10183FC1,U10183,Stellako,3,1,,,,,,,,,,,,
S10184FC1,U10184,Weaver,4,0.9993,Stellako,3,0.0007,,,,,,,,,
S10185FC1,U10185,Stellako,3,1,,,,,,,,,,,,
S10186FC1,U10186,Stellako,3,1,,,,,,,,,,,,
S10187FC1,U10187,Stellako,3,0.9887,Bivouac,1,0.0038,Hudson_Bay,1,0.003,Forfar,1,0.0017,Sinta,1,0.0013
S10188FC1,U10188,Stellako,3,0.9902,Middle,3,0.0033,FiveMile,1,0.0019,Kuzkwa_Cr,3,0.001,Forfar,1,0.0009
S10189FC1,U10189,Gates_Cr,2,1,,,,,,,,,,,,
S10190FC1,U10190,Stellako,3,0.9943,Chilko,3,0.0026,Chilko-North,3,0.0014,Kuzkwa_Cr,3,0.001,Tachie,3,0.0007
S10241FC1,U10241,Tachie,3,0.64,Stellako,3,0.343,Pinchi_Cr,3,0.017,,,,,,
S10242FC1,U10242,Tachie,3,0.627,Stellako,3,0.329,Pinchi_Cr,3,0.029,Kuzkwa_Cr,3,0.015,,,
S10243FC1,U10243,Chilko,3,0.998,Tachie,3,0.002,,,,,,,,,
S10244FC1,U10244,Chilko,3,1,,,,,,,,,,,,
S10245FC1,U10245,Chilko,3,0.904,Tachie,3,0.067,Thompson_N,2,0.01,Kuzkwa_Cr,3,0.006,Stellako,3,0.004
S10246FC1,U10246,Tachie,3,0.624,Stellako,3,0.321,Kynock,1,0.012,Narrows,1,0.01,Gluskie,1,0.008
S10247FC1,U10247,Chilko,3,0.95,Quesnel_Horsef,3,0.016,M_Horsefly,3,0.011,L_Horsefly,3,0.007,Eagle_L,4,0.005
S10248FC1,U10248,Tachie,3,0.659,Stellako,3,0.339,Kuzkwa_Cr,3,0.002,,,,,,
S10401FC1,U10401,Chilko,3,1,,,,,,,,,,,,
S10402FC1,U10402,Chilko,3,0.998,Tachie,3,0.002,,,,,,,,,
S10403FC1,U10403,Nahatlatch,2,1,,,,,,,,,,,,
S10404FC1,U10404,Chilko,3,1,,,,,,,,,,,,
S10405FC1,U10405,Chilko,3,0.964,Gluskie,1,0.017,Driftwood,1,0.013,Narrows,1,0.004,Paula,1,0.001
S10406FC1,U10406,Chilko,3,0.997,OConnor,17,0.003,,,,,,,,,
S10407FC1,U10407,Chilko,3,0.999,Tachie,3,0.001,,,,,,,,,
S10408FC1,U10408,Chilko,3,0.975,Tachie,3,0.015,Nahatlatch,2,0.002,Stellako,3,0.001,M_Horsefly,3,0.001
S10409FC1,U10409,Chilko,3,0.835,Tachie,3,0.096,Stellako,3,0.028,Cultus_Lake,4,0.013,Middle,3,0.005
S10410FC1,U10410,Chilko,3,1,,,,,,,,,,,,
S10411FC1,U10411,Chilko,3,0.959,Tachie,3,0.03,Narrows,1,0.004,Kynock,1,0.002,Driftwood,1,0.002
S10481FC1,U10481,Chilko,3,0.996,Thompson_N,2,0.002,Raft,2,0.001,Chilko-North,3,0.001,,,
S10482FC1,U10482,Chilko,3,0.984,Chilko-North,3,0.014,Dust,1,0.001,Thompson_N,2,0.001,,,
S10483FC1,U10483,Chilko,3,0.97,Chilko-North,3,0.023,Thompson_N,2,0.004,Portage_Cr,4,0.003,,,
S10484FC1,U10484,Chilko,3,0.995,Chilko-North,3,0.005,,,,,,,,,
S10485FC1,U10485,Chilko,3,0.934,Horsefly,3,0.021,McKinley,3,0.011,Thompson_N,2,0.009,L_Horsefly,3,0.007
S10486FC1,U10486,Chilko,3,0.973,Chilko-North,3,0.022,Seymour,2,0.002,Thompson_N,2,0.002,Portage_Cr,4,0.001
S10487FC1,U10487,Chilko,3,0.994,Chilko-North,3,0.006,,,,,,,,,
S10488FC1,U10488,Chilko,3,0.766,Thompson_N,2,0.176,Seymour,2,0.025,Horsefly,3,0.006,Quesnel_Horsef,3,0.003
S10489FC1,U10489,Chilko,3,0.995,Chilko-North,3,0.005,,,,,,,,,
S10490FC1,U10490,Chilko,3,0.994,Chilko-North,3,0.004,Thompson_N,2,0.002,,,,,,
S10491FC1,U10491,Chilko,3,1,,,,,,,,,,,,
S10492FC1,U10492,Chilko,3,0.99,Chilko-North,3,0.01,,,,,,,,,
S10493FC1,U10493,Chilko,3,0.999,Chilko-North,3,0.001,,,,,,,,,
S10494FC1,U10494,Chilko,3,0.997,Chilko-North,3,0.002,Thompson_N,2,0.001,,,,,,
S10495FC1,U10495,Chilko,3,0.934,Thompson_N,2,0.065,Chilko_south,2,0.001,,,,,,
S10496FC1,U10496,Thompson_N,2,0.978,Raft,2,0.017,Fennell,2,0.005,,,,,,
S10497FC1,U10497,Chilko,3,0.992,Chilko-North,3,0.008,,,,,,,,,
S10498FC1,U10498,Chilko,3,0.965,Chilko-North,3,0.019,Thompson_N,2,0.016,,,,,,
S10499FC1,U10499,Chilko,3,0.998,Chilko-North,3,0.002,,,,,,,,,
S10500FC1,U10500,Chilko,3,1,,,,,,,,,,,,
S10501FC1,U10501,Thompson_N,2,0.997,Chilko,3,0.002,Raft,2,0.001,,,,,,
S10502FC1,U10502,Chilko,3,0.972,Chilko-North,3,0.028,,,,,,,,,
S10503FC1,U10503,Chilko,3,0.946,Seymour,2,0.034,Thompson_N,2,0.015,L_Adams,4,0.002,Chilko_south,2,0.002
S10504FC1,U10504,Chilko,3,0.999,Chilko-North,3,0.001,,,,,,,,,
S10505FC1,U10505,Chilko,3,0.992,Chilko-North,3,0.006,Thompson_N,2,0.002,,,,,,
S10506FC1,U10506,Chilko,3,0.991,Chilko-North,3,0.008,Thompson_N,2,0.001,,,,,,
S10507FC1,U10507,Chilko,3,0.988,Chilko-North,3,0.008,Driftwood,1,0.004,,,,,,
S10508FC1,U10508,Chilko,3,0.978,Chilko-North,3,0.022,,,,,,,,,
S10509FC1,U10509,Chilko,3,0.988,Thompson_N,2,0.006,Chilko-North,3,0.006,,,,,,
S10510FC1,U10510,Thompson_N,2,0.971,Chilko,3,0.017,Raft,2,0.012,,,,,,
S10561FC1,U10561,Chilko,3,0.959,Thompson_N,2,0.018,Seymour,2,0.013,Eagle,2,0.005,Scotch,2,0.003
S10562FC1,U10562,Chilko,3,0.992,Chilko-North,3,0.007,Thompson_N,2,0.001,,,,,,
S10563FC1,U10563,Chilko,3,0.971,Eagle,2,0.009,Seymour,2,0.008,Thompson_N,2,0.004,Chilko_south,2,0.003
S10564FC1,U10564,Chilko,3,0.981,Chilko-North,3,0.014,Thompson_N,2,0.004,Bowron,2,0.001,,,
S10565FC1,U10565,Chilko,3,0.99,Chilko-North,3,0.008,Thompson_N,2,0.002,,,,,,
S10566FC1,U10566,Chilko,3,0.994,Chilko-North,3,0.005,Chilko_south,2,0.001,,,,,,
S10567FC1,U10567,Chilko,3,1,,,,,,,,,,,,
S10568FC1,U10568,Chilko,3,0.986,Thompson_N,2,0.011,Seymour,2,0.002,Chilko-North,3,0.001,,,
S10569FC1,U10569,Chilko,3,0.991,Chilko-North,3,0.007,Cultus_Lake,4,0.001,Kuzkwa_Cr,3,0.001,,,
S10570FC1,U10570,Thompson_N,2,0.85,Chilko,3,0.143,Chilko-North,3,0.004,Chilko_south,2,0.002,Bowron,2,0.001
S10571FC1,U10571,Chilko,3,0.94,Thompson_N,2,0.033,Chilko-North,3,0.012,Blackwater,1,0.004,Kynock,1,0.002
S10572FC1,U10572,Chilko,3,0.924,Thompson_N,2,0.072,Eagle_L,4,0.001,Portage_Cr,4,0.001,L_Adams,4,0.001
S10573FC1,U10573,Chilko,3,0.999,Chilko_south,2,0.001,,,,,,,,,
S10574FC1,U10574,Chilko,3,0.941,Chilko-North,3,0.042,Thompson_N,2,0.012,Seymour,2,0.003,Rossette,1,0.002
S10575FC1,U10575,Chilko,3,0.987,Seymour,2,0.006,Scotch,2,0.002,U_Horsefly,3,0.002,Eagle,2,0.001
S10576FC1,U10576,Chilko,3,0.891,Thompson_N,2,0.081,Chilko-North,3,0.02,Horsefly,3,0.002,Chilko_south,2,0.002
S10577FC1,U10577,Chilko,3,0.998,Nadina,2,0.001,Chilko-North,3,0.001,,,,,,
S10578FC1,U10578,Chilko,3,0.994,Chilko-North,3,0.006,,,,,,,,,
S10579FC1,U10579,Chilko,3,1,,,,,,,,,,,,
S10580FC1,U10580,Chilko,3,0.958,Chilko-North,3,0.037,Dust,1,0.002,Kynock,1,0.002,Chilko_south,2,0.001
S10581FC1,U10581,Chilko,3,0.996,Chilko-North,3,0.004,,,,,,,,,
S10582FC1,U10582,Chilko,3,0.999,Chilko-North,3,0.001,,,,,,,,,
S10583FC1,U10583,Chilko,3,1,,,,,,,,,,,,
S10584FC1,U10584,Chilko,3,0.999,Chilko-North,3,0.001,,,,,,,,,
S10585FC1,U10585,Chilko,3,0.995,Chilko-North,3,0.002,Chilko_south,2,0.001,Eagle,2,0.001,Nadina,2,0.001
S10586FC1,U10586,Chilko,3,0.651,Chilko-North,3,0.349,,,,,,,,,
S10587FC1,U10587,Chilko,3,0.999,Dust,1,0.001,,,,,,,,,
S10588FC1,U10588,Chilko,3,0.997,Horsefly,3,0.002,U_Horsefly,3,0.001,,,,,,
S10589FC1,U10589,Chilko,3,0.994,Chilko-North,3,0.005,Chilko_south,2,0.001,,,,,,
S10590FC1,U10590,Eagle,2,0.687,Seymour,2,0.284,Scotch,2,0.029,,,,,,
S10641FC1,U10641,Chilko,3,0.995,Chilko-North,3,0.005,,,,,,,,,
S10642FC1,U10642,Chilko,3,0.877,Nadina,2,0.068,Chilko-North,3,0.037,Horsefly,3,0.011,Kynock,1,0.004
S10643FC1,U10643,Thompson_N,2,0.991,Chilko,3,0.007,Raft,2,0.002,,,,,,
S10644FC1,U10644,Chilko,3,1,,,,,,,,,,,,
S10645FC1,U10645,Chilko,3,0.919,Chilko-North,3,0.078,Horsefly,3,0.003,,,,,,
S10646FC1,U10646,Chilko,3,0.858,Chilko-North,3,0.135,Chilko_south,2,0.007,,,,,,
S10647FC1,U10647,Chilko,3,0.518,Thompson_N,2,0.459,Chilko-North,3,0.019,Horsefly,3,0.004,,,
S10648FC1,U10648,Scotch,2,0.605,Seymour,2,0.394,Eagle,2,0.001,,,,,,
S10649FC1,U10649,Chilko,3,0.916,Horsefly,3,0.067,Chilko-North,3,0.011,Chilko_south,2,0.004,Quesnel_Horsef,3,0.001
S10650FC1,U10650,Chilko,3,0.707,Nadina,2,0.157,Chilko-North,3,0.104,Chilko_south,2,0.02,Horsefly,3,0.009
S10651FC1,U10651,Chilko,3,0.873,Chilko-North,3,0.111,Nadina,2,0.009,Horsefly,3,0.007,,,
S10652FC1,U10652,Chilko,3,0.829,Chilko-North,3,0.165,Chilko_south,2,0.004,Nadina,2,0.001,Thompson_N,2,0.001
S10653FC1,U10653,Chilko,3,0.45,Chilko-North,3,0.384,Nadina,2,0.15,Chilko_south,2,0.012,Birkenhead,3,0.003
S10654FC1,U10654,Chilko,3,0.911,Chilko-North,3,0.051,Horsefly,3,0.022,Blue_Lead_Ck,3,0.008,Quesnel_Horsef,3,0.007
S10655FC1,U10655,Chilko,3,0.981,Nadina,2,0.011,Horsefly,3,0.006,Hobiton,7,0.001,Pinchi_Cr,3,0.001
S10656FC1,U10656,Chilko,3,0.991,Chilko-North,3,0.004,Chilko_south,2,0.003,Thompson_N,2,0.001,Horsefly,3,0.001
S10657FC1,U10657,Nadina,2,0.995,Chilko,3,0.005,,,,,,,,,
S10658FC1,U10658,Chilko,3,0.784,Chilko-North,3,0.213,Chilko_south,2,0.003,,,,,,
S10659FC1,U10659,Chilko,3,0.858,Chilko_south,2,0.058,Chilko-North,3,0.056,Kynock,1,0.01,Paula,1,0.007
S10660FC1,U10660,Chilko-North,3,0.557,Chilko,3,0.443,,,,,,,,,
S10661FC1,U10661,Chilko,3,0.82,Birkenhead,3,0.124,Chilko-North,3,0.022,Nadina,2,0.017,Chilko_south,2,0.015
S10662FC1,U10662,Chilko,3,0.938,Chilko-North,3,0.061,Horsefly,3,0.001,,,,,,
S10663FC1,U10663,Chilko,3,0.969,Chilko-North,3,0.026,Nadina,2,0.002,Chilko_south,2,0.002,Horsefly,3,0.001
S10664FC1,U10664,Chilko,3,0.945,Thompson_N,2,0.04,Nadina,2,0.007,Chilko-North,3,0.007,Eagle_L,4,0.001
S10665FC1,U10665,Chilko-North,3,0.731,Chilko,3,0.268,Chilko_south,2,0.001,,,,,,
S10666FC1,U10666,Chilko-North,3,0.946,Chilko,3,0.044,Paula,1,0.01,,,,,,
S10667FC1,U10667,Nadina,2,0.961,Chilko,3,0.029,Chilko-North,3,0.005,Chilko_south,2,0.003,Stellako,3,0.001
S10668FC1,U10668,Nadina,2,0.937,Chilko,3,0.047,Thompson_N,2,0.01,Gluskie,1,0.004,Kynock,1,0.002
S10669FC1,U10669,Horsefly,3,0.949,Quesnel_Horsef,3,0.038,L_Horsefly,3,0.005,McKinley,3,0.005,U_Horsefly,3,0.002
S10670FC1,U10670,Chilko,3,0.992,Chilko-North,3,0.005,Chilko_south,2,0.002,Scotch,2,0.001,,,
S10961FC1,U10961,Chilko,3,0.52,Thompson_N,2,0.428,Chilko-North,3,0.042,Raft,2,0.004,Chilko_south,2,0.004
S10962FC1,U10962,Horsefly,3,0.947,Quesnel_Horsef,3,0.043,Thompson_N,2,0.004,McKinley,3,0.003,L_Horsefly,3,0.002
S10963FC1,U10963,Horsefly,3,0.866,Chilko,3,0.068,Quesnel_Horsef,3,0.055,L_Horsefly,3,0.01,Chilko_south,2,0.001
S10964FC1,U10964,Chilko-North,3,0.985,Chilko,3,0.015,,,,,,,,,
S10965FC1,U10965,Chilko,3,0.87,Chilko-North,3,0.068,Horsefly,3,0.032,Thompson_N,2,0.015,Chilko_south,2,0.01
S10966FC1,U10966,Chilko,3,0.956,Chilko_south,2,0.024,Chilko-North,3,0.02,,,,,,
S10967FC1,U10967,Chilko,3,0.946,Chilko-North,3,0.031,Chilko_south,2,0.022,Nadina,2,0.001,,,
S10968FC1,U10968,Chilko,3,0.87,Chilko_south,2,0.125,Neechanz,18,0.003,Genesee,18,0.001,Hudson_Bay,1,0.001
S10969FC1,U10969,Chilko,3,0.87,Horsefly,3,0.109,Thompson_N,2,0.013,Chilko-North,3,0.003,Quesnel_Horsef,3,0.003
S10970FC1,U10970,Chilko-North,3,0.722,Chilko,3,0.251,Chilko_south,2,0.027,,,,,,
S10971FC1,U10971,Chilko,3,0.977,Chilko-North,3,0.012,Horsefly,3,0.01,Chilko_south,2,0.001,,,
S10972FC1,U10972,Chilko,3,0.842,Chilko-North,3,0.111,Horsefly,3,0.041,Chilko_south,2,0.003,Quesnel_Horsef,3,0.003
S10973FC1,U10973,Scotch,2,0.639,Seymour,2,0.347,Thompson_N,2,0.013,Birkenhead,3,0.001,,,
S10974FC1,U10974,Chilko,3,1,,,,,,,,,,,,
S10975FC1,U10975,Chilko-North,3,0.612,Chilko,3,0.346,Thompson_N,2,0.018,Horsefly,3,0.013,Chilko_south,2,0.006
S10976FC1,U10976,Chilko,3,0.87,Chilko-North,3,0.067,Horsefly,3,0.039,Chilko_south,2,0.009,Thompson_N,2,0.008
S10977FC1,U10977,Birkenhead,3,1,,,,,,,,,,,,
