sample_id,sample_type,ufn,sample_comments,analyzing_lab,quality_level,quality_log
S10362XM1,extra_muscle,U10362,NA,NA,raw,NA
S10367XM1,extra_muscle,U10367,NA,NA,raw,NA
S10368XM1,extra_muscle,U10368,NA,NA,raw,NA
S10370XM1,extra_muscle,U10370,NA,NA,raw,NA
S10365XM1,extra_muscle,U10365,NA,NA,raw,NA
S10364XM1,extra_muscle,U10364,NA,NA,raw,NA
S10363XM1,extra_muscle,U10363,NA,NA,raw,NA
S10369XM1,extra_muscle,U10369,NA,NA,raw,NA
S10447XM1,extra_muscle,U10447,NA,NA,raw,NA
S10449XM1,extra_muscle,U10449,NA,NA,raw,NA
S10446XM1,extra_muscle,U10446,NA,NA,raw,NA
S10448XM1,extra_muscle,U10448,NA,NA,raw,NA
S10442XM1,extra_muscle,U10442,NA,NA,raw,NA
S10444XM1,extra_muscle,U10444,NA,NA,raw,NA
S10443XM1,extra_muscle,U10443,NA,NA,raw,NA
S10445XM1,extra_muscle,U10445,NA,NA,raw,NA
S10441XM1,extra_muscle,U10441,NA,NA,raw,NA
S10450XM1,extra_muscle,U10450,NA,NA,raw,NA
S11247XM1,extra_muscle,U11247,NA,NA,raw,NA
S11241XM1,extra_muscle,U11241,NA,NA,raw,NA
S11248XM1,extra_muscle,U11248,NA,NA,raw,NA
S11246XM1,extra_muscle,U11246,NA,NA,raw,NA
S11245XM1,extra_muscle,U11245,NA,NA,raw,NA
S11249XM1,extra_muscle,U11249,NA,NA,raw,NA
S11244XM1,extra_muscle,U11244,NA,NA,raw,NA
S11243XM1,extra_muscle,U11243,NA,NA,raw,NA
S11242XM1,extra_muscle,U11242,NA,NA,raw,NA
S11250XM1,extra_muscle,U11250,NA,NA,raw,NA
S10042XM1,extra_muscle,U10042,NA,NA,raw,NA
S10041XM1,extra_muscle,U10041,NA,NA,raw,NA
S10044XM1,extra_muscle,U10044,NA,NA,raw,NA
S10043XM1,extra_muscle,U10043,NA,NA,raw,NA
S10685XM1,extra_muscle,U10685,NA,NA,raw,NA
S10689XM1,extra_muscle,U10689,NA,NA,raw,NA
S10686XM1,extra_muscle,U10686,NA,NA,raw,NA
S10687XM1,extra_muscle,U10687,NA,NA,raw,NA
S10682XM1,extra_muscle,U10682,NA,NA,raw,NA
S10683XM1,extra_muscle,U10683,NA,NA,raw,NA
S10690XM1,extra_muscle,U10690,NA,NA,raw,NA
S12850XM1,extra_muscle,U12850,NA,NA,raw,NA
S12848XM1,extra_muscle,U12848,NA,NA,raw,NA
S12842XM1,extra_muscle,U12842,NA,NA,raw,NA
S12841XM1,extra_muscle,U12841,NA,NA,raw,NA
S12844XM1,extra_muscle,U12844,NA,NA,raw,NA
S12846XM1,extra_muscle,U12846,NA,NA,raw,NA
S12847XM1,extra_muscle,U12847,NA,NA,raw,NA
S12843XM1,extra_muscle,U12843,NA,NA,raw,NA
S12845XM1,extra_muscle,U12845,NA,NA,raw,NA
S12849XM1,extra_muscle,U12849,NA,NA,raw,NA
S11007XM1,extra_muscle,U11007,NA,NA,raw,NA
S11005XM1,extra_muscle,U11005,NA,NA,raw,NA
S11001XM1,extra_muscle,U11001,NA,NA,raw,NA
S11006XM1,extra_muscle,U11006,NA,NA,raw,NA
S11009XM1,extra_muscle,U11009,NA,NA,raw,NA
S11008XM1,extra_muscle,U11008,NA,NA,raw,NA
S11002XM1,extra_muscle,U11002,NA,NA,raw,NA
S11004XM1,extra_muscle,U11004,NA,NA,raw,NA
S11010XM1,extra_muscle,U11010,NA,NA,raw,NA
S11003XM1,extra_muscle,U11003,NA,NA,raw,NA
S11326XM1,extra_muscle,U11326,NA,NA,raw,NA
S11330XM1,extra_muscle,U11330,NA,NA,raw,NA
S11327XM1,extra_muscle,U11327,NA,NA,raw,NA
S11328XM1,extra_muscle,U11328,NA,NA,raw,NA
S11324XM1,extra_muscle,U11324,NA,NA,raw,NA
S11325XM1,extra_muscle,U11325,NA,NA,raw,NA
S11329XM1,extra_muscle,U11329,NA,NA,raw,NA
S12774XM1,extra_muscle,U12774,NA,NA,raw,NA
S12773XM1,extra_muscle,U12773,NA,NA,raw,NA
S12771XM1,extra_muscle,U12771,NA,NA,raw,NA
S12772XM1,extra_muscle,U12772,NA,NA,raw,NA
S12775XM1,extra_muscle,U12775,NA,NA,raw,NA
S12458XM1,extra_muscle,U12458,NA,NA,raw,NA
S12456XM1,extra_muscle,U12456,NA,NA,raw,NA
S12451XM1,extra_muscle,U12451,NA,NA,raw,NA
S12457XM1,extra_muscle,U12457,NA,NA,raw,NA
S12454XM1,extra_muscle,U12454,NA,NA,raw,NA
S12452XM1,extra_muscle,U12452,NA,NA,raw,NA
S12453XM1,extra_muscle,U12453,NA,NA,raw,NA
S12455XM1,extra_muscle,U12455,NA,NA,raw,NA
S12932XM1,extra_muscle,U12932,NA,NA,raw,NA
S12931XM1,extra_muscle,U12931,NA,NA,raw,NA
S13251XM1,extra_muscle,U13251,NA,NA,raw,NA
S13252XM1,extra_muscle,U13252,NA,NA,raw,NA
S13014XM1,extra_muscle,U13014,NA,NA,raw,NA
S13013XM1,extra_muscle,U13013,NA,NA,raw,NA
S13012XM1,extra_muscle,U13012,NA,NA,raw,NA
S13011XM1,extra_muscle,U13011,NA,NA,raw,NA
S10212XM1,extra_muscle,U10212,NA,NA,raw,NA
S10214XM1,extra_muscle,U10214,NA,NA,raw,NA
S10213XM1,extra_muscle,U10213,NA,NA,raw,NA
S10211XM1,extra_muscle,U10211,NA,NA,raw,NA
S10215XM1,extra_muscle,U10215,NA,NA,raw,NA
S10352XM1,extra_muscle,U10352,taken from random flanks where flesh could be found; RNA/FA/XM samples left in -20 with dry ice overnight,NA,raw,NA
S10351XM1,extra_muscle,U10351,taken from random flanks where flesh could be found; RNA/FA/XM samples left in -20 with dry ice overnight,NA,raw,NA
S10911XM1,extra_muscle,U10911,left overnight with dry ice in -20 freezer,NA,raw,NA
S10915XM1,extra_muscle,U10915,left in -20 overnight with lots of dry ice,NA,raw,NA
S10916XM1,extra_muscle,U10916,left in -20 overnight with lots of dry ice,NA,raw,NA
S10913XM1,extra_muscle,U10913,left in -20 overnight with lots of dry ice,NA,raw,NA
S10912XM1,extra_muscle,U10912,left in -20 overnight with lots of dry ice,NA,raw,NA
S10918XM1,extra_muscle,U10918,left in -20 overnight with lots of dry ice,NA,raw,NA
S10914XM1,extra_muscle,U10914,left in -20 overnight with lots of dry ice,NA,raw,NA
S10917XM1,extra_muscle,U10917,left in -20 overnight with lots of dry ice,NA,raw,NA
S12751XM1,extra_muscle,U12751,left in -20 overnight with lots of dry ice,NA,raw,NA
S12911XM1,extra_muscle,U12911,left in -20 overnight with lots of dry ice,NA,raw,NA
S12912XM1,extra_muscle,U12912,left in -20 overnight with lots of dry ice,NA,raw,NA
S12913XM1,extra_muscle,U12913,left in -20 overnight with lots of dry ice,NA,raw,NA
S13239XM1,extra_muscle,U13239,left in -20 overnight with lots of dry ice,NA,raw,NA
S13238XM1,extra_muscle,U13238,left in -20 overnight with lots of dry ice,NA,raw,NA
S13234XM1,extra_muscle,U13234,left in -20 overnight with lots of dry ice,NA,raw,NA
S13231XM1,extra_muscle,U13231,left in -20 overnight with lots of dry ice,NA,raw,NA
S13237XM1,extra_muscle,U13237,left in -20 overnight with lots of dry ice,NA,raw,NA
S13232XM1,extra_muscle,U13232,left in -20 overnight with lots of dry ice,NA,raw,NA
S10372XM1,extra_muscle,U10372,NA,NA,raw,NA
S10373XM1,extra_muscle,U10373,NA,NA,raw,NA
S10374XM1,extra_muscle,U10374,NA,NA,raw,NA
S10032XM1,extra_muscle,U10032,XM from R flank; left in -20 overnight with lots of dry ice,NA,raw,NA
S10034XM1,extra_muscle,U10034,XM from R flank; left in -20 overnight with lots of dry ice,NA,raw,NA
S10031XM1,extra_muscle,U10031,XM from R flank; left in -20 overnight with lots of dry ice,NA,raw,NA
S10033XM1,extra_muscle,U10033,XM from R flank; left in -20 overnight with lots of dry ice,NA,raw,NA
S13074XM1,extra_muscle,U13074,left in -20 overnight with lots of dry ice,NA,raw,NA
S13073XM1,extra_muscle,U13073,left in -20 overnight with lots of dry ice,NA,raw,NA
S13072XM1,extra_muscle,U13072,left in -20 overnight with lots of dry ice,NA,raw,NA
S13071XM1,extra_muscle,U13071,left in -20 overnight with lots of dry ice,NA,raw,NA
S13076XM1,extra_muscle,U13076,left in -20 overnight with lots of dry ice,NA,raw,NA
S13075XM1,extra_muscle,U13075,left in -20 overnight with lots of dry ice,NA,raw,NA
S13240XM1,extra_muscle,U13240,left in -20 overnight with lots of dry ice,NA,raw,NA
S13236XM1,extra_muscle,U13236,left in -20 overnight with lots of dry ice,NA,raw,NA
S13235XM1,extra_muscle,U13235,left in -20 overnight with lots of dry ice,NA,raw,NA
S13233XM1,extra_muscle,U13233,left in -20 overnight with lots of dry ice,NA,raw,NA
S12709XM1,extra_muscle,U12709,left in -20 overnight with lots of dry ice,NA,raw,NA
S12708XM1,extra_muscle,U12708,left in -20 overnight with lots of dry ice,NA,raw,NA
S12703XM1,extra_muscle,U12703,left in -20 overnight with lots of dry ice,NA,raw,NA
S12701XM1,extra_muscle,U12701,left in -20 overnight with lots of dry ice,NA,raw,NA
S12710XM1,extra_muscle,U12710,left in -20 overnight with lots of dry ice,NA,raw,NA
S12702XM1,extra_muscle,U12702,left in -20 overnight with lots of dry ice,NA,raw,NA
S12705XM1,extra_muscle,U12705,left in -20 overnight with lots of dry ice,NA,raw,NA
S12704XM1,extra_muscle,U12704,left in -20 overnight with lots of dry ice,NA,raw,NA
S12706XM1,extra_muscle,U12706,left in -20 overnight with lots of dry ice,NA,raw,NA
S12707XM1,extra_muscle,U12707,left in -20 overnight with lots of dry ice,NA,raw,NA
S12789XM1,extra_muscle,U12789,left in -20 overnight with lots of dry ice,NA,raw,NA
S12787XM1,extra_muscle,U12787,left in -20 overnight with lots of dry ice,NA,raw,NA
S12788XM1,extra_muscle,U12788,left in -20 overnight with lots of dry ice,NA,raw,NA
S12790XM1,extra_muscle,U12790,NA,NA,raw,NA
S12781XM1,extra_muscle,U12781,NA,NA,raw,NA
S12784XM1,extra_muscle,U12784,NA,NA,raw,NA
S12782XM1,extra_muscle,U12782,NA,NA,raw,NA
S12785XM1,extra_muscle,U12785,NA,NA,raw,NA
S12783XM1,extra_muscle,U12783,NA,NA,raw,NA
S12786XM1,extra_muscle,U12786,NA,NA,raw,NA
S12862XM1,extra_muscle,U12862,NA,NA,raw,NA
S12861XM1,extra_muscle,U12861,NA,NA,raw,NA
S13021XM1,extra_muscle,U13021,NA,NA,raw,NA
S13022XM1,extra_muscle,U13022,NA,NA,raw,NA
S13023XM1,extra_muscle,U13023,NA,NA,raw,NA
S13024XM1,extra_muscle,U13024,NA,NA,raw,NA
S13025XM1,extra_muscle,U13025,NA,NA,raw,NA
S13262XM1,extra_muscle,U13262,NA,NA,raw,NA
S13261XM1,extra_muscle,U13261,NA,NA,raw,NA
S12941XM1,extra_muscle,U12941,NA,NA,raw,NA
S14039XM1,extra_muscle,U14039,NA,NA,raw,NA
S14004XM1,extra_muscle,U14004,NA,NA,raw,NA
S14041XM1,extra_muscle,U14041,NA,NA,raw,NA
S14040XM1,extra_muscle,U14040,NA,NA,raw,NA
S14001XM1,extra_muscle,U14001,NA,NA,raw,NA
S14002XM1,extra_muscle,U14002,NA,NA,raw,NA
S14003XM1,extra_muscle,U14003,NA,NA,raw,NA
S13110XM1,extra_muscle,U13110,NA,NA,raw,NA
S13105XM1,extra_muscle,U13105,NA,NA,raw,NA
S13104XM1,extra_muscle,U13104,NA,NA,raw,NA
S13106XM1,extra_muscle,U13106,NA,NA,raw,NA
S13107XM1,extra_muscle,U13107,NA,NA,raw,NA
S13109XM1,extra_muscle,U13109,NA,NA,raw,NA
S13108XM1,extra_muscle,U13108,NA,NA,raw,NA
S13102XM1,extra_muscle,U13102,NA,NA,raw,NA
S13101XM1,extra_muscle,U13101,NA,NA,raw,NA
S13103XM1,extra_muscle,U13103,NA,NA,raw,NA
S10221XM1,extra_muscle,U10221,NA,NA,raw,NA
S10461XM1,extra_muscle,U10461,NA,NA,raw,NA
S10541XM1,extra_muscle,U10541,NA,NA,raw,NA
S10542XM1,extra_muscle,U10542,NA,NA,raw,NA
S10543XM1,extra_muscle,U10543,NA,NA,raw,NA
S10861XM1,extra_muscle,U10861,NA,NA,raw,NA
S10942XM1,extra_muscle,U10942,NA,NA,raw,NA
S10941XM1,extra_muscle,U10941,NA,NA,raw,NA
S11022XM1,extra_muscle,U11022,NA,NA,raw,NA
S11021XM1,extra_muscle,U11021,NA,NA,raw,NA
S11023XM1,extra_muscle,U11023,NA,NA,raw,NA
S16561XM1,extra_muscle,U16561,NA,NA,raw,NA
S16562XM1,extra_muscle,U16562,NA,NA,raw,NA
S16563XM1,extra_muscle,U16563,NA,NA,raw,NA
S16564XM1,extra_muscle,U16564,NA,NA,raw,NA
S16565XM1,extra_muscle,U16565,NA,NA,raw,NA
S16566XM1,extra_muscle,U16566,NA,NA,raw,NA
S16567XM1,extra_muscle,U16567,NA,NA,raw,NA
S16568XM1,extra_muscle,U16568,NA,NA,raw,NA
S5471XM1,extra_muscle,U5471,NA,NA,raw,NA
S5472XM1,extra_muscle,U5472,NA,NA,raw,NA
S5473XM1,extra_muscle,U5473,NA,NA,raw,NA
S5474XM1,extra_muscle,U5474,NA,NA,raw,NA
S5475XM1,extra_muscle,U5475,NA,NA,raw,NA
S5476XM1,extra_muscle,U5476,NA,NA,raw,NA
S5477XM1,extra_muscle,U5477,NA,NA,raw,NA
S5478XM1,extra_muscle,U5478,NA,NA,raw,NA
S5479XM1,extra_muscle,U5479,NA,NA,raw,NA
S5480XM1,extra_muscle,U5480,NA,NA,raw,NA
S5481XM1,extra_muscle,U5481,NA,NA,raw,NA
S5482XM1,extra_muscle,U5482,NA,NA,raw,NA
S5483XM1,extra_muscle,U5483,NA,NA,raw,NA
S5484XM1,extra_muscle,U5484,NA,NA,raw,NA
S5115XM1,extra_muscle,U5115,NA,NA,raw,NA
S5485XM1,extra_muscle,U5485,NA,NA,raw,NA
S5486XM1,extra_muscle,U5486,NA,NA,raw,NA
S5487XM1,extra_muscle,U5487,NA,NA,raw,NA
S5488XM1,extra_muscle,U5488,NA,NA,raw,NA
S5489XM1,extra_muscle,U5489,NA,NA,raw,NA
S5490XM1,extra_muscle,U5490,NA,NA,raw,NA
S5491XM1,extra_muscle,U5491,NA,NA,raw,NA
S5492XM1,extra_muscle,U5492,NA,NA,raw,NA
S5493XM1,extra_muscle,U5493,NA,NA,raw,NA
S5494XM1,extra_muscle,U5494,NA,NA,raw,NA
S5495XM1,extra_muscle,U5495,NA,NA,raw,NA
S5496XM1,extra_muscle,U5496,NA,NA,raw,NA
S5497XM1,extra_muscle,U5497,NA,NA,raw,NA
S5498XM1,extra_muscle,U5498,NA,NA,raw,NA
S5499XM1,extra_muscle,U5499,NA,NA,raw,NA
S5500XM1,extra_muscle,U5500,NA,NA,raw,NA
S5132XM1,extra_muscle,U5132,NA,NA,raw,NA
S5133XM1,extra_muscle,U5133,NA,NA,raw,NA
S5134XM1,extra_muscle,U5134,NA,NA,raw,NA
S5135XM1,extra_muscle,U5135,NA,NA,raw,NA
S5136XM1,extra_muscle,U5136,NA,NA,raw,NA
S5137XM1,extra_muscle,U5137,NA,NA,raw,NA
S5138XM1,extra_muscle,U5138,NA,NA,raw,NA
S5139XM1,extra_muscle,U5139,NA,NA,raw,NA
S5140XM1,extra_muscle,U5140,NA,NA,raw,NA
S5141XM1,extra_muscle,U5141,NA,NA,raw,NA
S5142XM1,extra_muscle,U5142,NA,NA,raw,NA
S5143XM1,extra_muscle,U5143,NA,NA,raw,NA
S5144XM1,extra_muscle,U5144,NA,NA,raw,NA
S5145XM1,extra_muscle,U5145,NA,NA,raw,NA
S5146XM1,extra_muscle,U5146,NA,NA,raw,NA
S5147XM1,extra_muscle,U5147,NA,NA,raw,NA
S5148XM1,extra_muscle,U5148,NA,NA,raw,NA
S5149XM1,extra_muscle,U5149,NA,NA,raw,NA
S5150XM1,extra_muscle,U5150,NA,NA,raw,NA
S5161XM1,extra_muscle,U5161,NA,NA,raw,NA
S5162XM1,extra_muscle,U5162,NA,NA,raw,NA
S5163XM1,extra_muscle,U5163,NA,NA,raw,NA
S5164XM1,extra_muscle,U5164,NA,NA,raw,NA
S5165XM1,extra_muscle,U5165,NA,NA,raw,NA
S5166XM1,extra_muscle,U5166,NA,NA,raw,NA
S5167XM1,extra_muscle,U5167,NA,NA,raw,NA
S5168XM1,extra_muscle,U5168,NA,NA,raw,NA
S5169XM1,extra_muscle,U5169,NA,NA,raw,NA
S5170XM1,extra_muscle,U5170,NA,NA,raw,NA
S5151XM1,extra_muscle,U5151,NA,NA,raw,NA
S5152XM1,extra_muscle,U5152,NA,NA,raw,NA
S5153XM1,extra_muscle,U5153,NA,NA,raw,NA
S5154XM1,extra_muscle,U5154,NA,NA,raw,NA
S5155XM1,extra_muscle,U5155,NA,NA,raw,NA
S5156XM1,extra_muscle,U5156,NA,NA,raw,NA
S5157XM1,extra_muscle,U5157,NA,NA,raw,NA
S5158XM1,extra_muscle,U5158,NA,NA,raw,NA
S5159XM1,extra_muscle,U5159,NA,NA,raw,NA
S5160XM1,extra_muscle,U5160,NA,NA,raw,NA
S5179XM1,extra_muscle,U5179,NA,NA,raw,NA
S5180XM1,extra_muscle,U5180,NA,NA,raw,NA
S5181XM1,extra_muscle,U5181,NA,NA,raw,NA
S5182XM1,extra_muscle,U5182,NA,NA,raw,NA
S5183XM1,extra_muscle,U5183,NA,NA,raw,NA
S5184XM1,extra_muscle,U5184,NA,NA,raw,NA
S5171XM1,extra_muscle,U5171,NA,NA,raw,NA
S5172XM1,extra_muscle,U5172,NA,NA,raw,NA
S5173XM1,extra_muscle,U5173,NA,NA,raw,NA
S5174XM1,extra_muscle,U5174,NA,NA,raw,NA
S5175XM1,extra_muscle,U5175,NA,NA,raw,NA
S5176XM1,extra_muscle,U5176,NA,NA,raw,NA
S5177XM1,extra_muscle,U5177,NA,NA,raw,NA
S5178XM1,extra_muscle,U5178,NA,NA,raw,NA
S5194XM1,extra_muscle,U5194,"sample taken last, warmed up some",NA,raw,NA
S5195XM1,extra_muscle,U5195,NA,NA,raw,NA
S5196XM1,extra_muscle,U5196,NA,NA,raw,NA
S5197XM1,extra_muscle,U5197,NA,NA,raw,NA
S5198XM1,extra_muscle,U5198,NA,NA,raw,NA
S5199XM1,extra_muscle,U5199,NA,NA,raw,NA
S5200XM1,extra_muscle,U5200,NA,NA,raw,NA
S5201XM1,extra_muscle,U5201,NA,NA,raw,NA
S5202XM1,extra_muscle,U5202,NA,NA,raw,NA
S5203XM1,extra_muscle,U5203,NA,NA,raw,NA
S5204XM1,extra_muscle,U5204,NA,NA,raw,NA
S5205XM1,extra_muscle,U5205,NA,NA,raw,NA
S5206XM1,extra_muscle,U5206,NA,NA,raw,NA
S5207XM1,extra_muscle,U5207,NA,NA,raw,NA
S5208XM1,extra_muscle,U5208,NA,NA,raw,NA
S5209XM1,extra_muscle,U5209,NA,NA,raw,NA
S5210XM1,extra_muscle,U5210,NA,NA,raw,NA
S5211XM1,extra_muscle,U5211,NA,NA,raw,NA
S5185XM1,extra_muscle,U5185,NA,NA,raw,NA
S5186XM1,extra_muscle,U5186,NA,NA,raw,NA
S5187XM1,extra_muscle,U5187,NA,NA,raw,NA
S5188XM1,extra_muscle,U5188,NA,NA,raw,NA
S5189XM1,extra_muscle,U5189,NA,NA,raw,NA
S5190XM1,extra_muscle,U5190,NA,NA,raw,NA
S5191XM1,extra_muscle,U5191,NA,NA,raw,NA
S5192XM1,extra_muscle,U5192,NA,NA,raw,NA
S5193XM1,extra_muscle,U5193,NA,NA,raw,NA
S5232XM1,extra_muscle,U5232,NA,NA,raw,NA
S5233XM1,extra_muscle,U5233,NA,NA,raw,NA
S5234XM1,extra_muscle,U5234,NA,NA,raw,NA
S5235XM1,extra_muscle,U5235,NA,NA,raw,NA
S5236XM1,extra_muscle,U5236,NA,NA,raw,NA
S5212XM1,extra_muscle,U5212,NA,NA,raw,NA
S5213XM1,extra_muscle,U5213,NA,NA,raw,NA
S5214XM1,extra_muscle,U5214,NA,NA,raw,NA
S5215XM1,extra_muscle,U5215,NA,NA,raw,NA
S5216XM1,extra_muscle,U5216,NA,NA,raw,NA
S5217XM1,extra_muscle,U5217,NA,NA,raw,NA
S5218XM1,extra_muscle,U5218,NA,NA,raw,NA
S5219XM1,extra_muscle,U5219,NA,NA,raw,NA
S5220XM1,extra_muscle,U5220,NA,NA,raw,NA
S5221XM1,extra_muscle,U5221,NA,NA,raw,NA
S5222XM1,extra_muscle,U5222,NA,NA,raw,NA
S5223XM1,extra_muscle,U5223,NA,NA,raw,NA
S5224XM1,extra_muscle,U5224,NA,NA,raw,NA
S5225XM1,extra_muscle,U5225,NA,NA,raw,NA
S5226XM1,extra_muscle,U5226,NA,NA,raw,NA
S5227XM1,extra_muscle,U5227,NA,NA,raw,NA
S5228XM1,extra_muscle,U5228,NA,NA,raw,NA
S5229XM1,extra_muscle,U5229,NA,NA,raw,NA
S5230XM1,extra_muscle,U5230,NA,NA,raw,NA
S5231XM1,extra_muscle,U5231,NA,NA,raw,NA
S5245XM1,extra_muscle,U5245,NA,NA,raw,NA
S5246XM1,extra_muscle,U5246,fell on lab coat,NA,raw,NA
S5247XM1,extra_muscle,U5247,NA,NA,raw,NA
S5248XM1,extra_muscle,U5248,NA,NA,raw,NA
S5249XM1,extra_muscle,U5249,NA,NA,raw,NA
S5250XM1,extra_muscle,U5250,NA,NA,raw,NA
S5251XM1,extra_muscle,U5251,NA,NA,raw,NA
S5252XM1,extra_muscle,U5252,NA,NA,raw,NA
S5253XM1,extra_muscle,U5253,NA,NA,raw,NA
S5254XM1,extra_muscle,U5254,NA,NA,raw,NA
S5255XM1,extra_muscle,U5255,NA,NA,raw,NA
S5256XM1,extra_muscle,U5256,NA,NA,raw,NA
S5257XM1,extra_muscle,U5257,NA,NA,raw,NA
S5262XM1,extra_muscle,U5262,NA,NA,raw,NA
S5263XM1,extra_muscle,U5263,NA,NA,raw,NA
S5264XM1,extra_muscle,U5264,NA,NA,raw,NA
S5265XM1,extra_muscle,U5265,NA,NA,raw,NA
S5266XM1,extra_muscle,U5266,NA,NA,raw,NA
S5267XM1,extra_muscle,U5267,NA,NA,raw,NA
S5268XM1,extra_muscle,U5268,NA,NA,raw,NA
S5269XM1,extra_muscle,U5269,NA,NA,raw,NA
S5270XM1,extra_muscle,U5270,NA,NA,raw,NA
S5271XM1,extra_muscle,U5271,NA,NA,raw,NA
S5272XM1,extra_muscle,U5272,NA,NA,raw,NA
S5273XM1,extra_muscle,U5273,NA,NA,raw,NA
S5237XM1,extra_muscle,U5237,NA,NA,raw,NA
S5238XM1,extra_muscle,U5238,NA,NA,raw,NA
S5239XM1,extra_muscle,U5239,NA,NA,raw,NA
S5240XM1,extra_muscle,U5240,NA,NA,raw,NA
S5241XM1,extra_muscle,U5241,NA,NA,raw,NA
S5242XM1,extra_muscle,U5242,NA,NA,raw,NA
S5243XM1,extra_muscle,U5243,NA,NA,raw,NA
S5244XM1,extra_muscle,U5244,NA,NA,raw,NA
S5287XM1,extra_muscle,U5287,NA,NA,raw,NA
S5288XM1,extra_muscle,U5288,NA,NA,raw,NA
S5289XM1,extra_muscle,U5289,NA,NA,raw,NA
S5290XM1,extra_muscle,U5290,NA,NA,raw,NA
S5291XM1,extra_muscle,U5291,NA,NA,raw,NA
S5292XM1,extra_muscle,U5292,NA,NA,raw,NA
S5293XM1,extra_muscle,U5293,NA,NA,raw,NA
S5294XM1,extra_muscle,U5294,NA,NA,raw,NA
S5295XM1,extra_muscle,U5295,NA,NA,raw,NA
S5296XM1,extra_muscle,U5296,NA,NA,raw,NA
S5258XM1,extra_muscle,U5258,NA,NA,raw,NA
S5259XM1,extra_muscle,U5259,NA,NA,raw,NA
S5260XM1,extra_muscle,U5260,NA,NA,raw,NA
S5261XM1,extra_muscle,U5261,NA,NA,raw,NA
S5274XM1,extra_muscle,U5274,NA,NA,raw,NA
S5275XM1,extra_muscle,U5275,NA,NA,raw,NA
S5276XM1,extra_muscle,U5276,NA,NA,raw,NA
S5277XM1,extra_muscle,U5277,NA,NA,raw,NA
S5278XM1,extra_muscle,U5278,NA,NA,raw,NA
S5279XM1,extra_muscle,U5279,NA,NA,raw,NA
S5280XM1,extra_muscle,U5280,NA,NA,raw,NA
S5281XM1,extra_muscle,U5281,NA,NA,raw,NA
S5282XM1,extra_muscle,U5282,NA,NA,raw,NA
S5283XM1,extra_muscle,U5283,NA,NA,raw,NA
S5284XM1,extra_muscle,U5284,NA,NA,raw,NA
S5285XM1,extra_muscle,U5285,NA,NA,raw,NA
S5286XM1,extra_muscle,U5286,NA,NA,raw,NA
S5337XM1,extra_muscle,U5337,NA,NA,raw,NA
S5338XM1,extra_muscle,U5338,NA,NA,raw,NA
S5339XM1,extra_muscle,U5339,NA,NA,raw,NA
S5340XM1,extra_muscle,U5340,NA,NA,raw,NA
S5297XM1,extra_muscle,U5297,NA,NA,raw,NA
S5298XM1,extra_muscle,U5298,NA,NA,raw,NA
S5299XM1,extra_muscle,U5299,NA,NA,raw,NA
S5300XM1,extra_muscle,U5300,NA,NA,raw,NA
S5301XM1,extra_muscle,U5301,NA,NA,raw,NA
S5327XM1,extra_muscle,U5327,NA,NA,raw,NA
S5328XM1,extra_muscle,U5328,NA,NA,raw,NA
S5329XM1,extra_muscle,U5329,NA,NA,raw,NA
S5330XM1,extra_muscle,U5330,NA,NA,raw,NA
S5331XM1,extra_muscle,U5331,NA,NA,raw,NA
S5332XM1,extra_muscle,U5332,NA,NA,raw,NA
S5333XM1,extra_muscle,U5333,NA,NA,raw,NA
S5334XM1,extra_muscle,U5334,NA,NA,raw,NA
S5335XM1,extra_muscle,U5335,NA,NA,raw,NA
S5336XM1,extra_muscle,U5336,NA,NA,raw,NA
S5362XM1,extra_muscle,U5362,NA,NA,raw,NA
S5363XM1,extra_muscle,U5363,NA,NA,raw,NA
S5364XM1,extra_muscle,U5364,NA,NA,raw,NA
S5365XM1,extra_muscle,U5365,NA,NA,raw,NA
S5366XM1,extra_muscle,U5366,NA,NA,raw,NA
S5367XM1,extra_muscle,U5367,NA,NA,raw,NA
S5368XM1,extra_muscle,U5368,NA,NA,raw,NA
S5369XM1,extra_muscle,U5369,NA,NA,raw,NA
S5370XM1,extra_muscle,U5370,NA,NA,raw,NA
S5371XM1,extra_muscle,U5371,NA,NA,raw,NA
S5372XM1,extra_muscle,U5372,NA,NA,raw,NA
S5373XM1,extra_muscle,U5373,NA,NA,raw,NA
S5374XM1,extra_muscle,U5374,NA,NA,raw,NA
S5375XM1,extra_muscle,U5375,NA,NA,raw,NA
S5376XM1,extra_muscle,U5376,NA,NA,raw,NA
S5377XM1,extra_muscle,U5377,NA,NA,raw,NA
S5378XM1,extra_muscle,U5378,NA,NA,raw,NA
S5379XM1,extra_muscle,U5379,NA,NA,raw,NA
S5380XM1,extra_muscle,U5380,NA,NA,raw,NA
S5381XM1,extra_muscle,U5381,NA,NA,raw,NA
S5382XM1,extra_muscle,U5382,NA,NA,raw,NA
S5383XM1,extra_muscle,U5383,NA,NA,raw,NA
S5384XM1,extra_muscle,U5384,NA,NA,raw,NA
S5385XM1,extra_muscle,U5385,NA,NA,raw,NA
S5386XM1,extra_muscle,U5386,NA,NA,raw,NA
S5387XM1,extra_muscle,U5387,NA,NA,raw,NA
S5388XM1,extra_muscle,U5388,NA,NA,raw,NA
S5341XM1,extra_muscle,U5341,NA,NA,raw,NA
S5342XM1,extra_muscle,U5342,NA,NA,raw,NA
S5343XM1,extra_muscle,U5343,NA,NA,raw,NA
