sample_id,stock_1,region_1,prob_1,stock_2,region_2,prob_2,stock_3,region_3,prob_3,stock_4,region_4,prob_4,stock_5,region_5,prob_5,analyzing_lab,stock_id_quality_flag,stock_id_quality_level,stock_id_quality_log
DS00156,CHILKO,3,0.86,"NADINA",2,0.05,HORSEFLY,3,0.04,QUESNEL_HORSEF,3,0.02,TACHIE,3,0.01,PBS,AV,level1,NA
DS00180,L_SHUSWAP,4,0.79,MIDDLESHUSWAP,4,0.12,CHILKO,3,0.09,L_ADAMS,4,0.01,DUST,1,0,PBS,AV,level1,NA
DS00161,CHILKO,3,1,"NADINA",2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,PBS,AV,level1,NA
DS00151,"NADINA",2,0.98,TACHIE,3,0.02,DUST,1,0,FIVEMILE,1,0,NA,NA,NA,PBS,AV,level1,NA
DS00163,HORSEFLY,3,0.72,QUESNEL_HORSEF,3,0.15,MCKINLEY,3,0.12,CHILKO,3,0.01,L_SHUSWAP,4,0,PBS,AV,level1,NA
DS00159,L_SHUSWAP,4,0.88,MIDDLESHUSWAP,4,0.12,L_ADAMS,4,0,NA,NA,NA,NA,NA,NA,PBS,AV,level1,NA
JS00434,LITTLE,4,0.36,L_SHUSWAP,4,0.34,CHILKO,3,0.17,L_ADAMS,4,0.05,TACHIE,3,0.04,PBS,AV,level1,NA
DS00989,L_SHUSWAP,4,0.51,MIDDLESHUSWAP,4,0.48,EAGLE_L,4,0.01,NA,NA,NA,NA,NA,NA,PBS,AV,level1,NA
DS00976,SEYMOUR,2,0.7,SCOTCH,2,0.3,EAGLE_L,4,0,EAGLE,2,0,NA,NA,NA,PBS,AV,level1,NA
JS00432,QUESNEL_HORSEF,3,0.32,CHILKO,3,0.2,LITTLE,4,0.16,L_SHUSWAP,4,0.08,U_HORSEFLY,3,0.06,PBS,AV,level1,NA
JS00436,ROARING,3,0.38,QUESNEL_HORSEF,3,0.26,CHILKO,3,0.14,QUESNEL_DECEPT,3,0.07,MITCHELL,3,0.03,PBS,AV,level1,NA
JS00431,QUESNEL_HORSEF,3,0.79,U_HORSEFLY,3,0.11,LITTLE,4,0.03,HORSEFLY,3,0.02,ROARING,3,0.02,PBS,AV,level1,NA
JS00435,QUESNEL_HORSEF,3,0.76,U_HORSEFLY,3,0.14,HORSEFLY,3,0.06,MCKINLEY,3,0.03,LITTLE,4,0,PBS,AV,level1,NA
JS00438,QUESNEL_HORSEF,3,0.43,ROARING,3,0.34,CHILKO,3,0.08,QUESNEL_DECEPT,3,0.08,WASKO_CR,3,0.02,PBS,AV,level1,NA
JS00136,"NADINA",2,0.99,STELLAKO,3,0.01,PAULA,1,0,NA,NA,NA,NA,NA,NA,PBS,AV,level1,NA
DS00382,QUESNEL_MITCHE,3,0.97,ROARING,3,0.03,WASKO_CR,3,0,MITCHELL,3,0,U_HORSEFLY,3,0,PBS,AV,level1,NA
DS00387,L_ADAMS,4,0.77,L_SHUSWAP,4,0.17,LITTLE,4,0.05,SEYMOUR,2,0.01,MIDDLESHUSWAP,4,0,PBS,AV,level1,NA
DS00372,LITTLE,4,0.7,L_ADAMS,4,0.29,SEYMOUR,2,0.01,QUESNEL_DECEPT,3,0,ROARING,3,0,PBS,AV,level1,NA
DS00365,SEYMOUR,2,1,L_ADAMS,4,0,CHILKO,3,0,EAGLE,2,0,NA,NA,NA,PBS,AV,level1,NA
DS00369,L_SHUSWAP,4,0.91,MIDDLESHUSWAP,4,0.08,L_ADAMS,4,0,LITTLE,4,0,NA,NA,NA,PBS,AV,level1,NA
DS00373,L_ADAMS,4,0.93,L_SHUSWAP,4,0.03,FENNELL,2,0.02,PORTAGE_CR,4,0.01,LITTLE,4,0,PBS,AV,level1,NA
DS00367,CHILKO,3,0.98,L_ADAMS,4,0.01,L_SHUSWAP,4,0,MIDDLESHUSWAP,4,0,CHILKO-NORTH,3,0,PBS,AV,level1,NA
DS00384,CHILKO,3,0.96,LITTLE,4,0.04,SINTA,1,0,DRIFTWOOD,1,0,SANDPOINT,1,0,PBS,AV,level1,NA
DS00166,TACHIE,3,0.65,DUST,1,0.2,KUZKWA_CR,3,0.07,L_SHUSWAP,4,0.02,STELLAKO,3,0.02,PBS,AV,level1,NA
DS00158,CHILKO,3,0.31,SEYMOUR,2,0.29,L_ADAMS,4,0.18,HORSEFLY,3,0.09,PORTAGE_CR,4,0.06,PBS,AV,level1,NA
DS00153,"NADINA",2,0.55,STELLAKO,3,0.4,TACHIE,3,0.05,NA,NA,NA,NA,NA,NA,PBS,AV,level1,NA
DS00157,CHILKO,3,0.84,L_SHUSWAP,4,0.05,L_ADAMS,4,0.04,MIDDLESHUSWAP,4,0.02,QUESNEL_HORSEF,3,0.02,PBS,AV,level1,NA
JS00439,SCOTCH,2,0.83,SEYMOUR,2,0.08,LITTLE,4,0.03,L_ADAMS,4,0.02,L_SHUSWAP,4,0.02,PBS,AV,level1,NA
JS00433,CHILKO,3,0.34,TACHIE,3,0.16,LITTLE,4,0.15,L_SHUSWAP,4,0.15,KYNOCK,1,0.06,PBS,AV,level1,NA
DS00162,CHILKO,3,0.99,PORTAGE_CR,4,0,MITCHELL,3,0,QUESNEL_HORSEF,3,0,LONG_LAKE,15,0,PBS,AV,level1,NA
DS00154,CHILKO,3,0.98,L_SHUSWAP,4,0.01,L_ADAMS,4,0,MIDDLESHUSWAP,4,0,TACHIE,3,0,PBS,AV,level1,NA
DS00177,L_SHUSWAP,4,0.86,MIDDLESHUSWAP,4,0.12,L_ADAMS,4,0.02,NA,NA,NA,NA,NA,NA,PBS,AV,level1,NA
DS00178,L_SHUSWAP,4,0.85,MIDDLESHUSWAP,4,0.15,CHILKO,3,0,SEYMOUR,2,0,L_ADAMS,4,0,PBS,AV,level1,NA
DS00152,CHILKO,3,1,L_SHUSWAP,4,0,HORSEFLY,3,0,NA,NA,NA,NA,NA,NA,PBS,AV,level1,NA
DS00164,CHILKO,3,1,L_SHUSWAP,4,0,EAGLE_L,4,0,NA,NA,NA,NA,NA,NA,PBS,AV,level1,NA
DS00155,CHILKO,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PBS,AV,level1,NA
JS00856,CHILKO,3,0.98,L_ADAMS,4,0.01,CHILKO-NORTH,3,0,CHILKO_SOUTH,2,0,MIDDLESHUSWAP,4,0,PBS,AV,level1,NA
DS00578,LITTLE,4,0.52,L_ADAMS,4,0.39,MIDDLESHUSWAP,4,0.05,L_SHUSWAP,4,0.04,PORTAGE_CR,4,0,PBS,AV,level1,NA
DS00576,L_ADAMS,4,0.69,L_SHUSWAP,4,0.2,LITTLE,4,0.07,MIDDLESHUSWAP,4,0.03,QUESNEL_HORSEF,3,0,PBS,AV,level1,NA
DS00589,CHILKO,3,0.98,L_ADAMS,4,0.01,KUZKWA_CR,3,0,TACHIE,3,0,QUESNEL_HORSEF,3,0,PBS,AV,level1,NA
DS00592,L_SHUSWAP,4,0.8,LITTLE,4,0.08,L_ADAMS,4,0.07,MIDDLESHUSWAP,4,0.04,SEYMOUR,2,0.01,PBS,AV,level1,NA
DS00591,CHILKO,3,1,HORSEFLY,3,0,CHILKO-NORTH,3,0,NA,NA,NA,NA,NA,NA,PBS,AV,level1,NA
DS00588,L_SHUSWAP,4,0.99,MIDDLESHUSWAP,4,0.01,L_ADAMS,4,0,PORTAGE_CR,4,0,NA,NA,NA,PBS,AV,level1,NA
DS00358,LITTLE,4,0.5,L_SHUSWAP,4,0.34,L_ADAMS,4,0.14,PORTAGE_CR,4,0.02,NA,NA,NA,PBS,AV,level1,NA
DS00983,MIDDLESHUSWAP,4,0.84,L_SHUSWAP,4,0.16,SEYMOUR,2,0,SCOTCH,2,0,NA,NA,NA,PBS,AV,level1,NA
DS00982,HORSEFLY,3,0.45,QUESNEL_DECEPT,3,0.24,QUESNEL_HORSEF,3,0.08,WASKO_CR,3,0.07,L_HORSEFLY,3,0.06,PBS,AV,level1,NA
JS01542,NIMPKISH,7,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PBS,AV,level1,NA
DS00783,L_SHUSWAP,4,0.78,EAGLE_L,4,0.13,L_ADAMS,4,0.08,MIDDLESHUSWAP,4,0,LITTLE,4,0,PBS,AV,level1,NA
DS00781,L_SHUSWAP,4,0.68,L_ADAMS,4,0.21,LITTLE,4,0.07,EAGLE_L,4,0.03,MIDDLESHUSWAP,4,0.01,PBS,AV,level1,NA
JS01375,L_SHUSWAP,4,0.31,LITTLE,4,0.29,MIDDLESHUSWAP,4,0.13,SEYMOUR,2,0.11,HORSEFLY,3,0.04,PBS,AV,level1,NA
DS00510,L_SHUSWAP,4,0.95,L_ADAMS,4,0.04,MIDDLESHUSWAP,4,0,PORTAGE_CR,4,0,HORSEFLY,3,0,PBS,AV,level1,NA
DS00782,SCOTCH,2,0.41,L_SHUSWAP,4,0.32,L_ADAMS,4,0.18,LITTLE,4,0.09,SEYMOUR,2,0.01,PBS,AV,level1,NA
JS01374,L_SHUSWAP,4,0.61,LITTLE,4,0.21,MIDDLESHUSWAP,4,0.19,L_ADAMS,4,0,NA,NA,NA,PBS,AV,level1,NA
DS00985,MITCHELL,3,0.5,QUESNEL_MITCHE,3,0.33,BLUE_LEAD_CK,3,0.1,WASKO_CR,3,0.04,QUESNEL_DECEPT,3,0.02,PBS,AV,level1,NA
DS00990,EAGLE_L,4,0.49,CHILKO,3,0.38,CHILKO-NORTH,3,0.08,MIDDLESHUSWAP,4,0.03,QUESNEL_HORSEF,3,0.01,PBS,AV,level1,NA
DS00987,CHILKO,3,0.87,CHILKO-NORTH,3,0.11,HORSEFLY,3,0.01,QUESNEL_DECEPT,3,0,MIDDLESHUSWAP,4,0,PBS,AV,level1,NA
DS00981,CHILKO,3,0.84,HORSEFLY,3,0.06,CHILKO-NORTH,3,0.06,QUESNEL_DECEPT,3,0.02,WASKO_CR,3,0.01,PBS,AV,level1,NA
DS00784,L_SHUSWAP,4,0.76,SCOTCH,2,0.21,L_ADAMS,4,0.02,LITTLE,4,0,SEYMOUR,2,0,PBS,AV,level1,NA
JS01372,LITTLE,4,0.74,MIDDLESHUSWAP,4,0.19,L_SHUSWAP,4,0.06,PORTAGE_CR,4,0.01,L_ADAMS,4,0,PBS,AV,level1,NA
JS01371,L_SHUSWAP,4,0.53,CHILKO,3,0.46,MIDDLESHUSWAP,4,0,SEYMOUR,2,0,ROARING,3,0,PBS,AV,level1,NA
DS00625,L_SHUSWAP,4,0.95,L_ADAMS,4,0.04,MIDDLESHUSWAP,4,0,LITTLE,4,0,SCOTCH,2,0,PBS,AV,level1,NA
DS00624,CHILKO,3,0.45,L_ADAMS,4,0.29,L_SHUSWAP,4,0.14,LITTLE,4,0.1,MIDDLESHUSWAP,4,0.01,PBS,AV,level1,NA
DS00627,SCOTCH,2,0.76,L_SHUSWAP,4,0.11,L_ADAMS,4,0.04,LITTLE,4,0.03,HORSEFLY,3,0.02,PBS,AV,level1,NA
JS00855,MIDDLESHUSWAP,4,0.92,SEYMOUR,2,0.04,L_SHUSWAP,4,0.03,L_ADAMS,4,0.01,SCOTCH,2,0,PBS,AV,level1,NA
JS00859,MIDDLESHUSWAP,4,0.77,L_SHUSWAP,4,0.11,L_ADAMS,4,0.1,HUDSON_BAY,1,0.01,SEYMOUR,2,0,PBS,AV,level1,NA
JS00853,MIDDLESHUSWAP,4,0.48,L_ADAMS,4,0.33,L_SHUSWAP,4,0.16,QUESNEL_HORSEF,3,0.02,MCKINLEY,3,0.01,PBS,AV,level1,NA
JS00860,L_ADAMS,4,0.93,CHILKO,3,0.02,SCOTCH,2,0.02,MIDDLESHUSWAP,4,0.01,L_SHUSWAP,4,0.01,PBS,AV,level1,NA
JS00854,MIDDLESHUSWAP,4,0.39,SCOTCH,2,0.29,SEYMOUR,2,0.27,L_ADAMS,4,0.04,L_SHUSWAP,4,0.01,PBS,AV,level1,NA
JS00852,CHILKO,3,1,CHILKO-NORTH,3,0,HUDSON_BAY,1,0,MCKINLEY,3,0,NA,NA,NA,PBS,AV,level1,NA
JS00857,MITCHELL,3,1,CHILKO,3,0,KANE,17,0,QUESNEL_MITCHE,3,0,ROARING,3,0,PBS,AV,level1,NA
JS00858,SCOTCH,2,0.82,SEYMOUR,2,0.18,NA,NA,NA,NA,NA,NA,NA,NA,NA,PBS,AV,level1,NA
JS00851,CHILKO-NORTH,3,0.98,BOWRON,2,0.01,QUESNEL_HORSEF,3,0,CHILKO,3,0,NA,NA,NA,PBS,AV,level1,NA
JS01544,WOSS_LAKE,7,0.92,NIMPKISH,7,0.08,NA,NA,NA,NA,NA,NA,NA,NA,NA,PBS,AV,level1,NA
JS01541,QUESNEL_HORSEF,3,0.85,M_HORSEFLY,3,0.08,HORSEFLY,3,0.05,U_HORSEFLY,3,0.02,NA,NA,NA,PBS,AV,level1,NA
JS01545,NIMPKISH,7,0.76,WOSS_LAKE,7,0.24,VERNON,7,0.01,NA,NA,NA,NA,NA,NA,PBS,AV,level1,NA
JS01543,NIMPKISH,7,0.53,WOSS_LAKE,7,0.47,VERNON,7,0,NA,NA,NA,NA,NA,NA,PBS,AV,level1,NA
JS01376,L_SHUSWAP,4,0.94,MIDDLESHUSWAP,4,0.02,SEYMOUR,2,0.02,SCOTCH,2,0.01,LITTLE,4,0.01,PBS,AV,level1,NA
JS01373,CHILKO,3,0.88,HORSEFLY,3,0.05,CHILKO-NORTH,3,0.03,QUESNEL_HORSEF,3,0.02,LITTLE,4,0.01,PBS,AV,level1,NA
DS00626,L_ADAMS,4,0.78,LITTLE,4,0.18,SCOTCH,2,0.01,HORSEFLY,3,0.01,MCKINLEY,3,0,PBS,AV,level1,NA
DS00629,L_ADAMS,4,0.67,L_SHUSWAP,4,0.31,SCOTCH,2,0.01,LITTLE,4,0,MIDDLESHUSWAP,4,0,PBS,AV,level1,NA
DS00623,WASKO_CR,3,0.27,CHILKO,3,0.2,L_ADAMS,4,0.17,MITCHELL,3,0.12,QUESNEL_MITCHE,3,0.07,PBS,AV,level1,NA
JS00862,L_ADAMS,4,0.75,MIDDLESHUSWAP,4,0.1,CHILKO,3,0.07,L_SHUSWAP,4,0.05,QUESNEL_HORSEF,3,0.02,PBS,AV,level1,NA
JS00869,MIDDLESHUSWAP,4,0.47,L_SHUSWAP,4,0.38,QUESNEL_HORSEF,3,0.07,L_ADAMS,4,0.06,CHILKO,3,0.02,PBS,AV,level1,NA
JS00868,QUESNEL_HORSEF,3,0.71,MCKINLEY,3,0.13,M_HORSEFLY,3,0.06,CHILKO-NORTH,3,0.03,L_ADAMS,4,0.02,PBS,AV,level1,NA
JS00865,L_SHUSWAP,4,0.51,MIDDLESHUSWAP,4,0.46,L_ADAMS,4,0.02,LITTLE,4,0,SCOTCH,2,0,PBS,AV,level1,NA
JS00867,MITCHELL,3,1,QUESNEL_MITCHE,3,0,BLUE_LEAD_CK,3,0,ROARING,3,0,NA,NA,NA,PBS,AV,level1,NA
DS00590,L_SHUSWAP,4,1,MIDDLESHUSWAP,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,PBS,AV,level1,NA
DS00580,L_ADAMS,4,0.8,L_SHUSWAP,4,0.11,LITTLE,4,0.07,MIDDLESHUSWAP,4,0.01,SEYMOUR,2,0.01,PBS,AV,level1,NA
DS00600,HORSEFLY,3,0.46,U_HORSEFLY,3,0.28,QUESNEL_HORSEF,3,0.23,MCKINLEY,3,0.02,M_HORSEFLY,3,0.01,PBS,AV,level1,NA
DS00574,L_ADAMS,4,0.88,LITTLE,4,0.07,MIDDLESHUSWAP,4,0.02,PORTAGE_CR,4,0.02,L_SHUSWAP,4,0.01,PBS,AV,level1,NA
DS00584,LITTLE,4,0.89,L_ADAMS,4,0.07,L_SHUSWAP,4,0.03,MIDDLESHUSWAP,4,0,SEYMOUR,2,0,PBS,AV,level1,NA
DS00581,SEYMOUR,2,1,EAGLE,2,0,SCOTCH,2,0,NA,NA,NA,NA,NA,NA,PBS,AV,level1,NA
DS00582,LITTLE,4,0.43,L_ADAMS,4,0.33,CHILKO,3,0.07,SINTA,1,0.07,L_SHUSWAP,4,0.04,PBS,AV,level1,NA
DS00621,L_SHUSWAP,4,1,MIDDLESHUSWAP,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,PBS,AV,level1,NA
DS00622,HORSEFLY,3,0.58,L_ADAMS,4,0.29,CHILKO,3,0.09,L_SHUSWAP,4,0.02,PORTAGE_CR,4,0,PBS,AV,level1,NA
DS00630,L_SHUSWAP,4,1,MIDDLESHUSWAP,4,0,LITTLE,4,0,L_ADAMS,4,0,NA,NA,NA,PBS,AV,level1,NA
DS00628,L_SHUSWAP,4,1,L_ADAMS,4,0,LITTLE,4,0,MIDDLESHUSWAP,4,0,NA,NA,NA,PBS,AV,level1,NA
DS00504,L_ADAMS,4,0.54,WASKO_CR,3,0.24,LITTLE,4,0.13,CHILKO,3,0.06,HORSEFLY,3,0.01,PBS,AV,level1,NA
DS00502,L_SHUSWAP,4,0.88,L_ADAMS,4,0.07,LITTLE,4,0.04,MIDDLESHUSWAP,4,0.01,SCOTCH,2,0,PBS,AV,level1,NA
DS00501,HORSEFLY,3,0.71,WASKO_CR,3,0.15,L_ADAMS,4,0.13,MCKINLEY,3,0.01,L_HORSEFLY,3,0,PBS,AV,level1,NA
DS00508,L_SHUSWAP,4,0.49,SCOTCH,2,0.25,L_ADAMS,4,0.22,LITTLE,4,0.04,MIDDLESHUSWAP,4,0,PBS,AV,level1,NA
DS00506,L_SHUSWAP,4,0.98,LITTLE,4,0.01,MIDDLESHUSWAP,4,0,L_ADAMS,4,0,NA,NA,NA,PBS,AV,level1,NA
DS00507,CHILKO,3,1,L_ADAMS,4,0,STELLAKO,3,0,NA,NA,NA,NA,NA,NA,PBS,AV,level1,NA
DS00505,HORSEFLY,3,0.98,MCKINLEY,3,0.01,L_SHUSWAP,4,0,LITTLE,4,0,L_ADAMS,4,0,PBS,AV,level1,NA
DS00509,L_SHUSWAP,4,0.67,L_ADAMS,4,0.27,LITTLE,4,0.03,MIDDLESHUSWAP,4,0.01,EAGLE_L,4,0.01,PBS,AV,level1,NA
JS00863,MIDDLESHUSWAP,4,0.95,L_SHUSWAP,4,0.03,CHILKO,3,0.01,L_ADAMS,4,0.01,SEYMOUR,2,0,PBS,AV,level1,NA
DS01051,FENNELL,2,0.99,CHILKO,3,0,CHILKO_SOUTH,2,0,L_ADAMS,4,0,TACHIE,3,0,PBS,AV,level1,NA
JS00337,CHILKO,3,0.8,LITTLE,4,0.12,TACHIE,3,0.04,MCKINLEY,3,0.02,SANDPOINT,1,0.01,PBS,AV,level1,NA
JS00331,QUESNEL_HORSEF,3,0.85,U_HORSEFLY,3,0.11,LITTLE,4,0.01,HORSEFLY,3,0.01,MCKINLEY,3,0.01,PBS,AV,level1,NA
JS00332,QUESNEL_HORSEF,3,0.75,U_HORSEFLY,3,0.15,HORSEFLY,3,0.06,MCKINLEY,3,0.02,TACHIE,3,0.01,PBS,AV,level1,NA
JS00334,LITTLE,4,0.64,L_ADAMS,4,0.18,SCOTCH,2,0.1,HORSEFLY,3,0.02,CHILKO,3,0.01,PBS,AV,level1,NA
DS00349,L_SHUSWAP,4,0.96,MIDDLESHUSWAP,4,0.04,LITTLE,4,0,L_ADAMS,4,0,NA,NA,NA,PBS,AV,level1,NA
DS00353,SEYMOUR,2,1,SCOTCH,2,0,EAGLE,2,0,L_SHUSWAP,4,0,NA,NA,NA,PBS,AV,level1,NA
DS00359,HORSEFLY,3,0.42,U_HORSEFLY,3,0.28,QUESNEL_HORSEF,3,0.21,LITTLE,4,0.04,CHILKO,3,0.02,PBS,AV,level1,NA
DS00347,L_SHUSWAP,4,1,MIDDLESHUSWAP,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,PBS,AV,level1,NA
DS00352,ROARING,3,1,U_HORSEFLY,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,PBS,AV,level1,NA
DS00343,L_ADAMS,4,0.61,LITTLE,4,0.25,L_SHUSWAP,4,0.13,PORTAGE_CR,4,0.01,MIDDLESHUSWAP,4,0.01,PBS,AV,level1,NA
JS00821,QUESNEL_HORSEF,3,0.58,HORSEFLY,3,0.12,SEYMOUR,2,0.09,M_HORSEFLY,3,0.08,CHILKO,3,0.07,PBS,AV,level1,NA
JS00823,KYNOCK,1,0.26,PORTER_CR,1,0.14,ROSSETTE,1,0.13,GLUSKIE,1,0.08,SANDPOINT,1,0.08,PBS,AV,level1,NA
JS00824,L_SHUSWAP,4,0.62,L_ADAMS,4,0.36,MIDDLESHUSWAP,4,0.02,QUESNEL_HORSEF,3,0,SEYMOUR,2,0,PBS,AV,level1,NA
JS00822,CHILKO,3,0.74,L_ADAMS,4,0.18,CHILKO_SOUTH,2,0.06,QUESNEL_HORSEF,3,0.01,SEYMOUR,2,0,PBS,AV,level1,NA
JS00864,CHILKO,3,0.53,QUESNEL_HORSEF,3,0.2,L_ADAMS,4,0.19,MCKINLEY,3,0.03,M_HORSEFLY,3,0.02,PBS,AV,level1,NA
JS00861,MIDDLESHUSWAP,4,0.92,L_SHUSWAP,4,0.07,L_ADAMS,4,0.01,NA,NA,NA,NA,NA,NA,PBS,AV,level1,NA
JS00866,MIDDLESHUSWAP,4,0.83,L_SHUSWAP,4,0.17,L_ADAMS,4,0,NA,NA,NA,NA,NA,NA,PBS,AV,level1,NA
DS01056,MIDDLESHUSWAP,4,0.98,L_ADAMS,4,0.01,LITTLE,4,0.01,CHILKO,3,0,SEYMOUR,2,0,PBS,AV,level1,NA
DS01058,MIDDLESHUSWAP,4,0.77,L_ADAMS,4,0.21,LITTLE,4,0.02,EAGLE_L,4,0,HORSEFLY,3,0,PBS,AV,level1,NA
DS01052,MIDDLESHUSWAP,4,0.98,L_ADAMS,4,0.02,LITTLE,4,0,NA,NA,NA,NA,NA,NA,PBS,AV,level1,NA
JS00336,L_SHUSWAP,4,0.99,MIDDLESHUSWAP,4,0.01,L_ADAMS,4,0,LITTLE,4,0,NA,NA,NA,PBS,AV,level1,NA
JS00335,SCOTCH,2,0.92,SEYMOUR,2,0.06,EAGLE,2,0.01,U_HORSEFLY,3,0,QUESNEL_HORSEF,3,0,PBS,AV,level1,NA
JS00338,LITTLE,4,0.73,L_ADAMS,4,0.15,TACHIE,3,0.04,PINCHI_CR,3,0.02,L_SHUSWAP,4,0.01,PBS,AV,level1,NA
JS00339,CHILKO,3,0.88,QUESNEL_HORSEF,3,0.06,U_HORSEFLY,3,0.02,L_SHUSWAP,4,0.02,HORSEFLY,3,0.01,PBS,AV,level1,NA
JS00333,L_SHUSWAP,4,0.96,L_ADAMS,4,0.02,LITTLE,4,0.01,MIDDLESHUSWAP,4,0.01,TACHIE,3,0,PBS,AV,level1,NA
DS00575,L_ADAMS,4,0.93,L_SHUSWAP,4,0.04,SEYMOUR,2,0.02,PORTAGE_CR,4,0.01,MIDDLESHUSWAP,4,0,PBS,AV,level1,NA
DS00342,LITTLE,4,0.63,HORSEFLY,3,0.15,L_ADAMS,4,0.08,QUESNEL_HORSEF,3,0.04,ROARING,3,0.03,PBS,AV,level1,NA
DS00354,L_SHUSWAP,4,0.31,L_ADAMS,4,0.2,SEYMOUR,2,0.19,LITTLE,4,0.18,MIDDLESHUSWAP,4,0.04,PBS,AV,level1,NA
DS00337,L_ADAMS,4,0.43,L_SHUSWAP,4,0.3,LITTLE,4,0.2,MIDDLESHUSWAP,4,0.06,PORTAGE_CR,4,0,PBS,AV,level1,NA
DS00351,SEYMOUR,2,0.48,L_ADAMS,4,0.27,L_SHUSWAP,4,0.2,LITTLE,4,0.04,MIDDLESHUSWAP,4,0,PBS,AV,level1,NA
JS00825,QUESNEL_HORSEF,3,0.84,M_HORSEFLY,3,0.11,HORSEFLY,3,0.04,QUESNEL_DECEPT,3,0.01,ROARING,3,0,PBS,AV,level1,NA
JS00830,L_ADAMS,4,0.88,L_SHUSWAP,4,0.1,CHILKO,3,0.01,EAGLE_L,4,0,CHILKO_SOUTH,2,0,PBS,AV,level1,NA
DS00487,L_SHUSWAP,4,0.97,L_ADAMS,4,0.02,LITTLE,4,0,MIDDLESHUSWAP,4,0,HORSEFLY,3,0,PBS,AV,level1,NA
DS00488,L_SHUSWAP,4,1,MIDDLESHUSWAP,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,PBS,AV,level1,NA
DS00607,L_ADAMS,4,0.56,L_SHUSWAP,4,0.39,LITTLE,4,0.02,PORTAGE_CR,4,0.02,CHILKO,3,0,PBS,AV,level1,NA
DS00606,L_ADAMS,4,0.75,L_SHUSWAP,4,0.21,LITTLE,4,0.02,MIDDLESHUSWAP,4,0.01,SCOTCH,2,0.01,PBS,AV,level1,NA
DS00807,L_SHUSWAP,4,0.95,SCOTCH,2,0.04,LITTLE,4,0.01,L_ADAMS,4,0,SEYMOUR,2,0,PBS,AV,level1,NA
DS00805,L_SHUSWAP,4,0.88,L_ADAMS,4,0.07,CHILKO-NORTH,3,0.03,EAGLE_L,4,0.01,CHILKO,3,0,PBS,AV,level1,NA
DS00810,SCOTCH,2,0.59,L_SHUSWAP,4,0.3,L_ADAMS,4,0.09,LITTLE,4,0.02,SEYMOUR,2,0,PBS,AV,level1,NA
DS00808,QUESNEL_HORSEF,3,0.53,L_ADAMS,4,0.2,L_SHUSWAP,4,0.13,MCKINLEY,3,0.04,LITTLE,4,0.03,PBS,AV,level1,NA
JS00135,STELLAKO,3,0.99,"NADINA",2,0,PORTER_CR,1,0,FORFAR,1,0,PINCHI_CR,3,0,PBS,AV,level1,NA
JS00132,"NADINA",2,0.55,CHILKO,3,0.37,HORSEFLY,3,0.03,FORFAR,1,0.01,LITTLE,4,0.01,PBS,AV,level1,NA
JS00131,NIMPKISH,7,0.65,VERNON,7,0.35,NA,NA,NA,NA,NA,NA,NA,NA,NA,PBS,AV,level1,NA
DS00577,L_SHUSWAP,4,0.82,LITTLE,4,0.1,L_ADAMS,4,0.08,MIDDLESHUSWAP,4,0.01,PORTAGE_CR,4,0,PBS,AV,level1,NA
DS00586,SEYMOUR,2,0.99,L_ADAMS,4,0,LITTLE,4,0,EAGLE,2,0,SCOTCH,2,0,PBS,AV,level1,NA
DS00585,L_ADAMS,4,0.44,SEYMOUR,2,0.3,LITTLE,4,0.15,L_SHUSWAP,4,0.1,MIDDLESHUSWAP,4,0,PBS,AV,level1,NA
DS00594,L_SHUSWAP,4,0.25,KUZKWA_CR,3,0.24,L_ADAMS,4,0.17,LITTLE,4,0.05,QUESNEL_MITCHE,3,0.04,PBS,AV,level1,NA
DS00587,L_ADAMS,4,0.64,LITTLE,4,0.2,L_SHUSWAP,4,0.13,QUESNEL_HORSEF,3,0.01,MIDDLESHUSWAP,4,0,PBS,AV,level1,NA
DS00595,CHILKO,3,0.96,ROARING,3,0.03,HORSEFLY,3,0,QUESNEL_HORSEF,3,0,CHILKO-NORTH,3,0,PBS,AV,level1,NA
DS00340,CHILKO,3,0.97,L_ADAMS,4,0.02,L_SHUSWAP,4,0,U_HORSEFLY,3,0,MIDDLE,3,0,PBS,AV,level1,NA
