sample_id,sample_type,sample_subtype,ufn,sample_comments
S2300CA1,carcass,whole,U2300,NA
S2301CA1,carcass,whole,U2301,NA
S2302CA1,carcass,whole,U2302,NA
S2303CA1,carcass,whole,U2303,NA
S2304CA1,carcass,whole,U2304,NA
S2325CA1,carcass,whole,U2325,NA
S2326CA1,carcass,whole,U2326,NA
S2327CA1,carcass,whole,U2327,NA
S2328CA1,carcass,whole,U2328,NA
S2329CA1,carcass,whole,U2329,NA
S2330CA1,carcass,whole,U2330,NA
S2331CA1,carcass,whole,U2331,NA
S2332CA1,carcass,whole,U2332,NA
S2333CA1,carcass,whole,U2333,NA
S2334CA1,carcass,whole,U2334,NA
S2335CA1,carcass,whole,U2335,NA
S2336CA1,carcass,whole,U2336,NA
S2337CA1,carcass,whole,U2337,NA
S2338CA1,carcass,whole,U2338,NA
S2339CA1,carcass,whole,U2339,NA
S2340CA1,carcass,whole,U2340,NA
S2341CA1,carcass,whole,U2341,NA
S2342CA1,carcass,whole,U2342,NA
S2343CA1,carcass,whole,U2343,NA
S2344CA1,carcass,whole,U2344,NA
S2345CA1,carcass,whole,U2345,NA
S2346CA1,carcass,whole,U2346,NA
S2347CA1,carcass,whole,U2347,NA
S2348CA1,carcass,whole,U2348,NA
S2349CA1,carcass,whole,U2349,NA
S2350CA1,carcass,whole,U2350,NA
S2351CA1,carcass,whole,U2351,NA
S2352CA1,carcass,whole,U2352,NA
S2353CA1,carcass,whole,U2353,NA
S2354CA1,carcass,whole,U2354,NA
S2355CA1,carcass,whole,U2355,NA
S2356CA1,carcass,whole,U2356,NA
S2357CA1,carcass,whole,U2357,NA
S2358CA1,carcass,whole,U2358,NA
S2359CA1,carcass,whole,U2359,NA
S2360CA1,carcass,whole,U2360,NA
S2361CA1,carcass,whole,U2361,NA
S2362CA1,carcass,whole,U2362,NA
S2363CA1,carcass,whole,U2363,NA
S2364CA1,carcass,whole,U2364,NA
S2365CA1,carcass,whole,U2365,NA
S2366CA1,carcass,whole,U2366,NA
S2367CA1,carcass,whole,U2367,NA
S2368CA1,carcass,whole,U2368,NA
S2369CA1,carcass,whole,U2369,NA
S2370CA1,carcass,whole,U2370,NA
S2371CA1,carcass,whole,U2371,NA
S2372CA1,carcass,whole,U2372,NA
S2373CA1,carcass,whole,U2373,NA
S2374CA1,carcass,whole,U2374,NA
S2375CA1,carcass,whole,U2375,NA
S2376CA1,carcass,whole,U2376,NA
S2377CA1,carcass,whole,U2377,NA
S2378CA1,carcass,whole,U2378,NA
S2379CA1,carcass,whole,U2379,NA
S2380CA1,carcass,whole,U2380,NA
S2381CA1,carcass,whole,U2381,NA
S2382CA1,carcass,whole,U2382,NA
S2383CA1,carcass,whole,U2383,NA
S2384CA1,carcass,whole,U2384,NA
S2385CA1,carcass,whole,U2385,NA
S2386CA1,carcass,whole,U2386,NA
S2387CA1,carcass,whole,U2387,NA
S2388CA1,carcass,whole,U2388,NA
S2389CA1,carcass,whole,U2389,NA
S2390CA1,carcass,whole,U2390,NA
S2391CA1,carcass,whole,U2391,NA
S2392CA1,carcass,whole,U2392,NA
S2393CA1,carcass,whole,U2393,NA
S2394CA1,carcass,whole,U2394,NA
S2395CA1,carcass,whole,U2395,NA
S2396CA1,carcass,whole,U2396,NA
S2397CA1,carcass,whole,U2397,NA
S2398CA1,carcass,whole,U2398,NA
S2399CA1,carcass,whole,U2399,NA
S2400CA1,carcass,whole,U2400,NA
S2411CA1,carcass,whole,U2411,NA
S2412CA1,carcass,whole,U2412,NA
S2413CA1,carcass,whole,U2413,NA
S2414CA1,carcass,whole,U2414,NA
S2415CA1,carcass,whole,U2415,NA
S2416CA1,carcass,whole,U2416,NA
S2417CA1,carcass,whole,U2417,NA
S2418CA1,carcass,whole,U2418,NA
S2419CA1,carcass,whole,U2419,NA
S2420CA1,carcass,whole,U2420,NA
S2421CA1,carcass,whole,U2421,NA
S2422CA1,carcass,whole,U2422,NA
S2423CA1,carcass,whole,U2423,NA
S2424CA1,carcass,whole,U2424,NA
S2425CA1,carcass,whole,U2425,NA
S2426CA1,carcass,whole,U2426,NA
S2427CA1,carcass,whole,U2427,NA
S2428CA1,carcass,whole,U2428,NA
S2429CA1,carcass,whole,U2429,NA
S2430CA1,carcass,whole,U2430,NA
S2431CA1,carcass,whole,U2431,NA
S2432CA1,carcass,whole,U2432,NA
S2433CA1,carcass,whole,U2433,NA
S2434CA1,carcass,whole,U2434,NA
S2435CA1,carcass,whole,U2435,NA
S2436CA1,carcass,whole,U2436,NA
S2437CA1,carcass,whole,U2437,NA
S2438CA1,carcass,whole,U2438,NA
S2439CA1,carcass,whole,U2439,NA
S2451CA1,carcass,whole,U2451,NA
S2452CA1,carcass,whole,U2452,NA
S2453CA1,carcass,whole,U2453,NA
S2454CA1,carcass,whole,U2454,NA
S2455CA1,carcass,whole,U2455,NA
S2456CA1,carcass,whole,U2456,NA
S2457CA1,carcass,whole,U2457,NA
S2458CA1,carcass,whole,U2458,NA
S2459CA1,carcass,whole,U2459,NA
S2460CA1,carcass,whole,U2460,NA
S2461CA1,carcass,whole,U2461,NA
S2462CA1,carcass,whole,U2462,NA
S2463CA1,carcass,whole,U2463,NA
S2464CA1,carcass,whole,U2464,NA
S2465CA1,carcass,whole,U2465,NA
S2466CA1,carcass,whole,U2466,NA
S2467CA1,carcass,whole,U2467,NA
S2468CA1,carcass,whole,U2468,NA
S2469CA1,carcass,whole,U2469,NA
S2470CA1,carcass,whole,U2470,NA
S2471CA1,carcass,whole,U2471,NA
S2472CA1,carcass,whole,U2472,NA
S2473CA1,carcass,whole,U2473,NA
S2494CA1,carcass,whole,U2494,NA
S2495CA1,carcass,whole,U2495,NA
S2496CA1,carcass,whole,U2496,NA
S2497CA1,carcass,whole,U2497,NA
S2498CA1,carcass,whole,U2498,NA
S2499CA1,carcass,whole,U2499,NA
S2500CA1,carcass,whole,U2500,NA
S2501CA1,carcass,whole,U2501,NA
S2502CA1,carcass,whole,U2502,NA
S2503CA1,carcass,whole,U2503,NA
S2504CA1,carcass,whole,U2504,NA
S2505CA1,carcass,whole,U2505,NA
S2506CA1,carcass,whole,U2506,NA
S2507CA1,carcass,whole,U2507,NA
S2508CA1,carcass,whole,U2508,NA
S2509CA1,carcass,whole,U2509,NA
S2510CA1,carcass,whole,U2510,NA
S2511CA1,carcass,whole,U2511,NA
S2512CA1,carcass,whole,U2512,NA
S2513CA1,carcass,whole,U2513,NA
S2514CA1,carcass,whole,U2514,NA
S2515CA1,carcass,whole,U2515,NA
S2516CA1,carcass,whole,U2516,NA
S2517CA1,carcass,whole,U2517,NA
S2518CA1,carcass,whole,U2518,NA
S2519CA1,carcass,whole,U2519,NA
S2520CA1,carcass,whole,U2520,NA
S2521CA1,carcass,whole,U2521,NA
S2522CA1,carcass,whole,U2522,NA
S2523CA1,carcass,whole,U2523,NA
S2524CA1,carcass,whole,U2524,NA
S2525CA1,carcass,whole,U2525,NA
S2526CA1,carcass,whole,U2526,NA
S2527CA1,carcass,whole,U2527,NA
S2528CA1,carcass,whole,U2528,NA
S2529CA1,carcass,whole,U2529,NA
S2530CA1,carcass,whole,U2530,NA
S2531CA1,carcass,whole,U2531,NA
S2532CA1,carcass,whole,U2532,NA
S2533CA1,carcass,whole,U2533,NA
S2534CA1,carcass,whole,U2534,NA
S2535CA1,carcass,whole,U2535,NA
S2537CA1,carcass,whole,U2537,NA
S2538CA1,carcass,whole,U2538,NA
S2539CA1,carcass,whole,U2539,NA
S2540CA1,carcass,whole,U2540,NA
S2541CA1,carcass,whole,U2541,NA
S2542CA1,carcass,whole,U2542,NA
S2543CA1,carcass,whole,U2543,NA
S2544CA1,carcass,whole,U2544,NA
S2545CA1,carcass,whole,U2545,NA
S2546CA1,carcass,whole,U2546,NA
S2547CA1,carcass,whole,U2547,NA
S2548CA1,carcass,whole,U2548,NA
S2549CA1,carcass,whole,U2549,NA
S2550CA1,carcass,whole,U2550,NA
S2551CA1,carcass,whole,U2551,NA
S2552CA1,carcass,whole,U2552,NA
S2553CA1,carcass,whole,U2553,NA
S2554CA1,carcass,whole,U2554,NA
S2555CA1,carcass,whole,U2555,NA
S2601CA1,carcass,whole,U2601,NA
S2602CA1,carcass,whole,U2602,NA
S2603CA1,carcass,whole,U2603,NA
S2604CA1,carcass,whole,U2604,NA
S2605CA1,carcass,whole,U2605,NA
S2606CA1,carcass,whole,U2606,NA
S2607CA1,carcass,whole,U2607,NA
S2608CA1,carcass,whole,U2608,NA
S2609CA1,carcass,whole,U2609,Thawed accidentally
S2610CA1,carcass,whole,U2610,NA
S2611CA1,carcass,whole,U2611,NA
S2612CA1,carcass,whole,U2612,NA
S2613CA1,carcass,whole,U2613,NA
S2614CA1,carcass,whole,U2614,NA
S2615CA1,carcass,whole,U2615,NA
S2616CA1,carcass,whole,U2616,NA
S2617CA1,carcass,whole,U2617,NA
S2618CA1,carcass,whole,U2618,NA
S2619CA1,carcass,whole,U2619,NA
S2620CA1,carcass,whole,U2620,NA
S2621CA1,carcass,whole,U2621,NA
S2622CA1,carcass,whole,U2622,NA
S2623CA1,carcass,whole,U2623,NA
S2624CA1,carcass,whole,U2624,NA
S2625CA1,carcass,whole,U2625,NA
S2626CA1,carcass,whole,U2626,NA
S2627CA1,carcass,whole,U2627,NA
S2628CA1,carcass,whole,U2628,NA
S2629CA1,carcass,whole,U2629,NA
S2630CA1,carcass,whole,U2630,NA
S2631CA1,carcass,whole,U2631,NA
S2632CA1,carcass,whole,U2632,NA
S2633CA1,carcass,whole,U2633,NA
S2634CA1,carcass,whole,U2634,NA
S2635CA1,carcass,whole,U2635,NA
S2636CA1,carcass,whole,U2636,NA
S2637CA1,carcass,whole,U2637,NA
S2638CA1,carcass,whole,U2638,NA
S2639CA1,carcass,whole,U2639,NA
S2640CA1,carcass,whole,U2640,Fish fell on floor
S2641CA1,carcass,whole,U2641,NA
S2642CA1,carcass,whole,U2642,NA
S2643CA1,carcass,whole,U2643,NA
S2644CA1,carcass,whole,U2644,NA
S2645CA1,carcass,whole,U2645,NA
S2646CA1,carcass,whole,U2646,NA
S2647CA1,carcass,whole,U2647,NA
S2648CA1,carcass,whole,U2648,NA
S2649CA1,carcass,whole,U2649,NA
S2650CA1,carcass,whole,U2650,NA
S2651CA1,carcass,whole,U2651,NA
S2652CA1,carcass,whole,U2652,NA
S2653CA1,carcass,whole,U2653,NA
S2654CA1,carcass,whole,U2654,NA
S2655CA1,carcass,whole,U2655,NA
S2656CA1,carcass,whole,U2656,NA
S2657CA1,carcass,whole,U2657,NA
S2658CA1,carcass,whole,U2658,NA
S2659CA1,carcass,whole,U2659,NA
S2660CA1,carcass,whole,U2660,NA
S2661CA1,carcass,whole,U2661,NA
S2662CA1,carcass,whole,U2662,NA
S2663CA1,carcass,whole,U2663,NA
S2664CA1,carcass,whole,U2664,NA
S2665CA1,carcass,whole,U2665,NA
S2666CA1,carcass,whole,U2666,NA
S2667CA1,carcass,whole,U2667,NA
S2668CA1,carcass,whole,U2668,NA
S2669CA1,carcass,whole,U2669,NA
S2701CA1,carcass,whole,U2701,NA
S2702CA1,carcass,whole,U2702,NA
S2703CA1,carcass,whole,U2703,NA
S2704CA1,carcass,whole,U2704,NA
S2705CA1,carcass,whole,U2705,NA
S2706CA1,carcass,whole,U2706,NA
S2707CA1,carcass,whole,U2707,NA
S2708CA1,carcass,whole,U2708,NA
S2709CA1,carcass,whole,U2709,NA
S2710CA1,carcass,whole,U2710,NA
S2711CA1,carcass,whole,U2711,NA
S2712CA1,carcass,whole,U2712,NA
S2713CA1,carcass,whole,U2713,NA
S2714CA1,carcass,whole,U2714,NA
S2715CA1,carcass,whole,U2715,NA
S2716CA1,carcass,whole,U2716,NA
S2717CA1,carcass,whole,U2717,NA
S2718CA1,carcass,whole,U2718,NA
S2719CA1,carcass,whole,U2719,NA
S2720CA1,carcass,whole,U2720,NA
S2721CA1,carcass,whole,U2721,NA
S2722CA1,carcass,whole,U2722,NA
S2723CA1,carcass,whole,U2723,NA
S2724CA1,carcass,whole,U2724,NA
S2725CA1,carcass,whole,U2725,NA
S2726CA1,carcass,whole,U2726,NA
S2727CA1,carcass,whole,U2727,NA
S2728CA1,carcass,whole,U2728,NA
S2729CA1,carcass,whole,U2729,NA
S2730CA1,carcass,whole,U2730,NA
S2731CA1,carcass,whole,U2731,NA
S2732CA1,carcass,whole,U2732,NA
S2733CA1,carcass,whole,U2733,NA
S2734CA1,carcass,whole,U2734,NA
S2735CA1,carcass,whole,U2735,NA
S2736CA1,carcass,whole,U2736,NA
S2737CA1,carcass,whole,U2737,NA
S2738CA1,carcass,whole,U2738,NA
S2739CA1,carcass,whole,U2739,NA
S2740CA1,carcass,whole,U2740,NA
S2741CA1,carcass,whole,U2741,NA
S2742CA1,carcass,whole,U2742,NA
S2743CA1,carcass,whole,U2743,NA
S2744CA1,carcass,whole,U2744,NA
S2745CA1,carcass,whole,U2745,NA
S2746CA1,carcass,whole,U2746,NA
S2747CA1,carcass,whole,U2747,NA
S2748CA1,carcass,whole,U2748,NA
S2749CA1,carcass,whole,U2749,NA
S2750CA1,carcass,whole,U2750,NA
S2751CA1,carcass,whole,U2751,NA
S2752CA1,carcass,whole,U2752,NA
S2753CA1,carcass,whole,U2753,NA
S2754CA1,carcass,whole,U2754,NA
S2755CA1,carcass,whole,U2755,NA
S2756CA1,carcass,whole,U2756,NA
S2757CA1,carcass,whole,U2757,NA
S2758CA1,carcass,whole,U2758,NA
S2759CA1,carcass,whole,U2759,NA
S2760CA1,carcass,whole,U2760,NA
S2761CA1,carcass,whole,U2761,NA
S2762CA1,carcass,whole,U2762,NA
S2763CA1,carcass,whole,U2763,NA
S2764CA1,carcass,whole,U2764,NA
S2765CA1,carcass,whole,U2765,NA
S2766CA1,carcass,whole,U2766,NA
S2767CA1,carcass,whole,U2767,NA
S2768CA1,carcass,whole,U2768,NA
S2769CA1,carcass,whole,U2769,NA
S2770CA1,carcass,whole,U2770,NA
S2771CA1,carcass,whole,U2771,NA
S2772CA1,carcass,whole,U2772,NA
S2773CA1,carcass,whole,U2773,NA
S2774CA1,carcass,whole,U2774,NA
S2775CA1,carcass,whole,U2775,NA
S2776CA1,carcass,whole,U2776,NA
S2777CA1,carcass,whole,U2777,NA
S2778CA1,carcass,whole,U2778,NA
S2779CA1,carcass,whole,U2779,NA
S2780CA1,carcass,whole,U2780,NA
S2781CA1,carcass,whole,U2781,NA
S2782CA1,carcass,whole,U2782,NA
S2783CA1,carcass,whole,U2783,NA
S2784CA1,carcass,whole,U2784,NA
S2785CA1,carcass,whole,U2785,NA
S2786CA1,carcass,whole,U2786,NA
S2787CA1,carcass,whole,U2787,NA
S2788CA1,carcass,whole,U2788,NA
S2789CA1,carcass,whole,U2789,NA
S2790CA1,carcass,whole,U2790,NA
S2791CA1,carcass,whole,U2791,NA
S2792CA1,carcass,whole,U2792,NA
S2793CA1,carcass,whole,U2793,NA
S2794CA1,carcass,whole,U2794,NA
S2795CA1,carcass,whole,U2795,NA
S2796CA1,carcass,whole,U2796,NA
S2797CA1,carcass,whole,U2797,NA
S2798CA1,carcass,whole,U2798,NA
S2799CA1,carcass,whole,U2799,NA
S2800CA1,carcass,whole,U2800,NA
S2801CA1,carcass,whole,U2801,NA
S2802CA1,carcass,whole,U2802,NA
S2803CA1,carcass,whole,U2803,NA
S2804CA1,carcass,whole,U2804,NA
S2805CA1,carcass,whole,U2805,NA
S2806CA1,carcass,whole,U2806,NA
S2807CA1,carcass,whole,U2807,NA
S2808CA1,carcass,whole,U2808,NA
S2809CA1,carcass,whole,U2809,NA
S2810CA1,carcass,whole,U2810,NA
S2811CA1,carcass,whole,U2811,NA
S2812CA1,carcass,whole,U2812,NA
S2813CA1,carcass,whole,U2813,NA
S2814CA1,carcass,whole,U2814,NA
S2815CA1,carcass,whole,U2815,NA
S2816CA1,carcass,whole,U2816,NA
S2817CA1,carcass,whole,U2817,NA
S2818CA1,carcass,whole,U2818,NA
S2819CA1,carcass,whole,U2819,NA
S2820CA1,carcass,whole,U2820,NA
S2821CA1,carcass,whole,U2821,NA
S2822CA1,carcass,whole,U2822,NA
S2823CA1,carcass,whole,U2823,NA
S2824CA1,carcass,whole,U2824,NA
S2825CA1,carcass,whole,U2825,NA
S2826CA1,carcass,whole,U2826,NA
S2827CA1,carcass,whole,U2827,NA
S2828CA1,carcass,whole,U2828,NA
S2830CA1,carcass,whole,U2830,NA
S2831CA1,carcass,whole,U2831,NA
S2832CA1,carcass,whole,U2832,NA
S2833CA1,carcass,whole,U2833,NA
S2834CA1,carcass,whole,U2834,NA
S2835CA1,carcass,whole,U2835,NA
S2836CA1,carcass,whole,U2836,NA
S2837CA1,carcass,whole,U2837,NA
S2838CA1,carcass,whole,U2838,NA
S2839CA1,carcass,whole,U2839,NA
S2840CA1,carcass,whole,U2840,NA
S2841CA1,carcass,whole,U2841,NA
S2842CA1,carcass,whole,U2842,NA
S2843CA1,carcass,whole,U2843,NA
S2844CA1,carcass,whole,U2844,NA
S2845CA1,carcass,whole,U2845,NA
S2846CA1,carcass,whole,U2846,NA
S2847CA1,carcass,whole,U2847,NA
S2848CA1,carcass,whole,U2848,NA
S2849CA1,carcass,whole,U2849,NA
S2850CA1,carcass,whole,U2850,NA
S2851CA1,carcass,whole,U2851,NA
S2852CA1,carcass,whole,U2852,NA
S2853CA1,carcass,whole,U2853,NA
S2854CA1,carcass,whole,U2854,NA
S2855CA1,carcass,whole,U2855,NA
S2856CA1,carcass,whole,U2856,NA
S2857CA1,carcass,whole,U2857,NA
S2858CA1,carcass,whole,U2858,NA
S2859CA1,carcass,whole,U2859,NA
S2860CA1,carcass,whole,U2860,NA
S2861CA1,carcass,whole,U2861,NA
S2862CA1,carcass,whole,U2862,NA
S2863CA1,carcass,whole,U2863,NA
S2864CA1,carcass,whole,U2864,NA
S2865CA1,carcass,whole,U2865,NA
S2866CA1,carcass,whole,U2866,NA
S2867CA1,carcass,whole,U2867,NA
S2868CA1,carcass,whole,U2868,NA
S2869CA1,carcass,whole,U2869,NA
S2870CA1,carcass,whole,U2870,NA
S2871CA1,carcass,whole,U2871,NA
S2872CA1,carcass,whole,U2872,NA
S2873CA1,carcass,whole,U2873,NA
S2874CA1,carcass,whole,U2874,NA
S2875CA1,carcass,whole,U2875,NA
S2876CA1,carcass,whole,U2876,NA
S2877CA1,carcass,whole,U2877,NA
S2878CA1,carcass,whole,U2878,NA
S2879CA1,carcass,whole,U2879,NA
S2880CA1,carcass,whole,U2880,NA
S2881CA1,carcass,whole,U2881,NA
S2882CA1,carcass,whole,U2882,NA
S2883CA1,carcass,whole,U2883,NA
S2884CA1,carcass,whole,U2884,NA
S2885CA1,carcass,whole,U2885,NA
S2886CA1,carcass,whole,U2886,NA
S2887CA1,carcass,whole,U2887,NA
S2888CA1,carcass,whole,U2888,NA
S2889CA1,carcass,whole,U2889,NA
S2890CA1,carcass,whole,U2890,NA
S2891CA1,carcass,whole,U2891,NA
S2892CA1,carcass,whole,U2892,NA
S2893CA1,carcass,whole,U2893,NA
S2894CA1,carcass,whole,U2894,NA
S2895CA1,carcass,whole,U2895,NA
S2896CA1,carcass,whole,U2896,NA
S2897CA1,carcass,whole,U2897,NA
S2898CA1,carcass,whole,U2898,NA
S2899CA1,carcass,whole,U2899,NA
S2900CA1,carcass,whole,U2900,NA
S2901CA1,carcass,whole,U2901,NA
S2902CA1,carcass,whole,U2902,NA
S2903CA1,carcass,whole,U2903,NA
S2904CA1,carcass,whole,U2904,NA
S2905CA1,carcass,whole,U2905,NA
S2906CA1,carcass,whole,U2906,NA
S2907CA1,carcass,whole,U2907,NA
S2908CA1,carcass,whole,U2908,NA
S2909CA1,carcass,whole,U2909,NA
S2910CA1,carcass,whole,U2910,NA
S2911CA1,carcass,whole,U2911,NA
S2912CA1,carcass,whole,U2912,NA
S2913CA1,carcass,whole,U2913,NA
S2914CA1,carcass,whole,U2914,NA
S2915CA1,carcass,whole,U2915,NA
S2916CA1,carcass,whole,U2916,NA
S2917CA1,carcass,whole,U2917,NA
S2918CA1,carcass,whole,U2918,NA
S2919CA1,carcass,whole,U2919,NA
S2920CA1,carcass,whole,U2920,NA
S2921CA1,carcass,whole,U2921,NA
S2922CA1,carcass,whole,U2922,NA
S2923CA1,carcass,whole,U2923,NA
S2924CA1,carcass,whole,U2924,NA
S2925CA1,carcass,whole,U2925,NA
S2926CA1,carcass,whole,U2926,NA
S2927CA1,carcass,whole,U2927,NA
S2928CA1,carcass,whole,U2928,NA
S2929CA1,carcass,whole,U2929,NA
S2930CA1,carcass,whole,U2930,NA
S2931CA1,carcass,whole,U2931,NA
S2932CA1,carcass,whole,U2932,NA
S2933CA1,carcass,whole,U2933,NA
S2934CA1,carcass,whole,U2934,NA
S2935CA1,carcass,whole,U2935,NA
S2936CA1,carcass,whole,U2936,NA
S2937CA1,carcass,whole,U2937,NA
S2938CA1,carcass,whole,U2938,NA
S2939CA1,carcass,whole,U2939,NA
S2940CA1,carcass,whole,U2940,NA
S2941CA1,carcass,whole,U2941,NA
S2942CA1,carcass,whole,U2942,NA
S2943CA1,carcass,whole,U2943,NA
S2944CA1,carcass,whole,U2944,NA
S2945CA1,carcass,whole,U2945,NA
S2946CA1,carcass,whole,U2946,NA
S2947CA1,carcass,whole,U2947,NA
S2948CA1,carcass,whole,U2948,NA
S2949CA1,carcass,whole,U2949,NA
S2950CA1,carcass,whole,U2950,NA
S2951CA1,carcass,whole,U2951,NA
S2952CA1,carcass,whole,U2952,NA
S2953CA1,carcass,whole,U2953,NA
S2954CA1,carcass,whole,U2954,NA
S2955CA1,carcass,whole,U2955,NA
S2956CA1,carcass,whole,U2956,NA
S2957CA1,carcass,whole,U2957,NA
S2958CA1,carcass,whole,U2958,NA
S2959CA1,carcass,whole,U2959,NA
S2960CA1,carcass,whole,U2960,NA
S2961CA1,carcass,whole,U2961,NA
S2962CA1,carcass,whole,U2962,NA
S2963CA1,carcass,whole,U2963,NA
S2964CA1,carcass,whole,U2964,NA
S2965CA1,carcass,whole,U2965,NA
S2966CA1,carcass,whole,U2966,NA
S2967CA1,carcass,whole,U2967,NA
S2968CA1,carcass,whole,U2968,NA
S2969CA1,carcass,whole,U2969,NA
S2970CA1,carcass,whole,U2970,NA
S2971CA1,carcass,whole,U2971,NA
S2972CA1,carcass,whole,U2972,NA
S2973CA1,carcass,whole,U2973,NA
S2974CA1,carcass,whole,U2974,NA
S2975CA1,carcass,whole,U2975,NA
S2976CA1,carcass,whole,U2976,NA
S2977CA1,carcass,whole,U2977,NA
S2978CA1,carcass,whole,U2978,NA
S2979CA1,carcass,whole,U2979,NA
S2981CA1,carcass,whole,U2981,NA
S2982CA1,carcass,whole,U2982,NA
S2983CA1,carcass,whole,U2983,NA
S2984CA1,carcass,whole,U2984,NA
S2985CA1,carcass,whole,U2985,NA
S2986CA1,carcass,whole,U2986,NA
S2987CA1,carcass,whole,U2987,NA
S2988CA1,carcass,whole,U2988,NA
S2989CA1,carcass,whole,U2989,NA
S2990CA1,carcass,whole,U2990,NA
S2991CA1,carcass,whole,U2991,NA
S2992CA1,carcass,whole,U2992,NA
S2993CA1,carcass,whole,U2993,NA
S2994CA1,carcass,whole,U2994,NA
S2995CA1,carcass,whole,U2995,NA
S2996CA1,carcass,whole,U2996,NA
S2997CA1,carcass,whole,U2997,NA
S2998CA1,carcass,whole,U2998,NA
S2999CA1,carcass,whole,U2999,NA
S3000CA1,carcass,whole,U3000,NA
S3001CA1,carcass,whole,U3001,NA
S3002CA1,carcass,whole,U3002,NA
S3003CA1,carcass,whole,U3003,NA
S3004CA1,carcass,whole,U3004,NA
S3005CA1,carcass,whole,U3005,NA
S3006CA1,carcass,whole,U3006,NA
S3007CA1,carcass,whole,U3007,NA
S3008CA1,carcass,whole,U3008,NA
S3009CA1,carcass,whole,U3009,NA
S3010CA1,carcass,whole,U3010,NA
S3011CA1,carcass,whole,U3011,NA
S3012CA1,carcass,whole,U3012,NA
S3013CA1,carcass,whole,U3013,NA
S3014CA1,carcass,whole,U3014,NA
S3015CA1,carcass,whole,U3015,NA
S3016CA1,carcass,whole,U3016,NA
S3017CA1,carcass,whole,U3017,NA
S3018CA1,carcass,whole,U3018,NA
S3019CA1,carcass,whole,U3019,NA
S3020CA1,carcass,whole,U3020,NA
S3021CA1,carcass,whole,U3021,NA
S3022CA1,carcass,whole,U3022,NA
S3023CA1,carcass,whole,U3023,NA
S3024CA1,carcass,whole,U3024,NA
S3025CA1,carcass,whole,U3025,NA
S3026CA1,carcass,whole,U3026,NA
S3027CA1,carcass,whole,U3027,NA
S3028CA1,carcass,whole,U3028,NA
S3029CA1,carcass,whole,U3029,NA
S3030CA1,carcass,whole,U3030,NA
S3031CA1,carcass,whole,U3031,NA
S3032CA1,carcass,whole,U3032,NA
S3033CA1,carcass,whole,U3033,NA
S3034CA1,carcass,whole,U3034,NA
S3035CA1,carcass,whole,U3035,NA
S3036CA1,carcass,whole,U3036,NA
S3037CA1,carcass,whole,U3037,NA
S3038CA1,carcass,whole,U3038,NA
S3039CA1,carcass,whole,U3039,NA
S3040CA1,carcass,whole,U3040,NA
S3041CA1,carcass,whole,U3041,NA
S3042CA1,carcass,whole,U3042,NA
S3043CA1,carcass,whole,U3043,NA
S3044CA1,carcass,whole,U3044,NA
S3045CA1,carcass,whole,U3045,NA
S3046CA1,carcass,whole,U3046,NA
S3047CA1,carcass,whole,U3047,NA
S3048CA1,carcass,whole,U3048,NA
S3049CA1,carcass,whole,U3049,NA
S3050CA1,carcass,whole,U3050,NA
S3051CA1,carcass,whole,U3051,NA
S3052CA1,carcass,whole,U3052,NA
S3053CA1,carcass,whole,U3053,NA
S3054CA1,carcass,whole,U3054,NA
S3055CA1,carcass,whole,U3055,NA
S3056CA1,carcass,whole,U3056,NA
S3057CA1,carcass,whole,U3057,NA
S3058CA1,carcass,whole,U3058,NA
S3059CA1,carcass,whole,U3059,NA
S3060CA1,carcass,whole,U3060,NA
S3061CA1,carcass,whole,U3061,NA
S3062CA1,carcass,whole,U3062,NA
S3063CA1,carcass,whole,U3063,NA
S3064CA1,carcass,whole,U3064,NA
S3065CA1,carcass,whole,U3065,NA
S3066CA1,carcass,whole,U3066,NA
S3067CA1,carcass,whole,U3067,NA
S3068CA1,carcass,whole,U3068,NA
S3069CA1,carcass,whole,U3069,NA
S3070CA1,carcass,whole,U3070,NA
S3071CA1,carcass,whole,U3071,NA
S3072CA1,carcass,whole,U3072,NA
S3073CA1,carcass,whole,U3073,NA
S3074CA1,carcass,whole,U3074,NA
S3075CA1,carcass,whole,U3075,NA
S3076CA1,carcass,whole,U3076,NA
S3077CA1,carcass,whole,U3077,NA
S3078CA1,carcass,whole,U3078,NA
S3079CA1,carcass,whole,U3079,NA
S3080CA1,carcass,whole,U3080,NA
S3081CA1,carcass,whole,U3081,NA
S3082CA1,carcass,whole,U3082,NA
S3083CA1,carcass,whole,U3083,NA
S3084CA1,carcass,whole,U3084,NA
S3085CA1,carcass,whole,U3085,NA
S3086CA1,carcass,whole,U3086,NA
S3087CA1,carcass,whole,U3087,NA
S3088CA1,carcass,whole,U3088,NA
S3089CA1,carcass,whole,U3089,NA
S3090CA1,carcass,whole,U3090,NA
S3091CA1,carcass,whole,U3091,NA
S3092CA1,carcass,whole,U3092,NA
S3093CA1,carcass,whole,U3093,NA
S3094CA1,carcass,whole,U3094,NA
S3095CA1,carcass,whole,U3095,NA
S3096CA1,carcass,whole,U3096,NA
S3097CA1,carcass,whole,U3097,NA
S3098CA1,carcass,whole,U3098,NA
S3099CA1,carcass,whole,U3099,NA
S3100CA1,carcass,whole,U3100,NA
S3101CA1,carcass,whole,U3101,NA
S3102CA1,carcass,whole,U3102,NA
S3103CA1,carcass,whole,U3103,NA
